total_population,population_density,male_percent,percent_inhouseholds,percent_marriedhouseholds,percent_cohabitingcouple,percent_solomale,percent_solofemale,percent_occupiedhousingunits,percent_owneroccupied,percent_renteroccupied,median_age,percent_under5,percent_5to9,percent_10to14,percent_15to19,percent_20to24,percent_25to29,percent_30to34,percent_35to39,percent_40to44,percent_45to49,percent_50to54,percent_55to59,percent_60to64,percent_65to69,percent_70to74,percent_75to79,percent_80to84,percent_over85,male_median_age,male_percent_under5,male_percent_5to9,male_percent_10to14,male_percent_15to19,male_percent_20to24,male_percent_25to29,male_percent_30to34,male_percent_35to39,male_percent_40to44,male_percent_45to49,male_percent_50to54,male_percent_55to59,male_percent_60to64,male_percent_65to69,male_percent_70to74,male_percent_75to79,male_percent_80to84,male_percent_over85,Female_median_age,female_percent_under5,female_percent_5to9,female_percent_10to14,female_percent_15to19,female_percent_20to24,female_percent_25to29,female_percent_30to34,female_percent_35to39,female_percent_40to44,female_percent_45to49,female_percent_50to54,female_percent_55to59,female_percent_60to64,female_percent_65to69,female_percent_70to74,female_percent_75to79,female_percent_80to84,female_percent_over85,median_household_income,percent_income_under10k,percent_income_10to15k,percent_income_15to25k,percent_income_25to35k,percent_income_35to50k,percent_income_50to75k,percent_income_75to100k,percent_income_100to150k,percent_income_150to200k,percent_income_over200k,percent_novehicles,percent_1vehicle_perperson,percent_lessthan1vehicle_perperson,under25y_percent_highschool,under25y_percent_somecollege,under25y_percent_bachelors,over25y_percent_highschool,over25y_percent_somecollege,over25y_percent_bachelors,over25y_percent_graduatedegree,bike_volume
-0.111911595,1.33178931,-2.238436637,0.399265873,-1.892445113,-0.644657469,-0.644131164,0.186853856,1.074087122,-1.38941862,1.566257615,-0.547914872,0.264051882,0.438778055,0.978049847,0.910854547,0.389230573,-0.270620152,-0.584477329,-0.990983912,-1.199817046,-0.280861264,-0.535867611,-0.051777475,-0.058966181,-0.076283219,0.339901093,0.416595748,0.086185032,-0.138362483,-1.311708369,1.012628172,0.668946631,1.455900105,1.189513815,0.853838871,-0.126837086,-0.636105431,-0.955835557,-1.60104635,-0.201583006,-1.797237229,-0.173035011,-0.445347508,-0.397013902,-0.230179958,-0.328466798,-0.198624548,0.045654563,0.055053451,-0.256949631,0.272290336,0.572981211,0.690538673,0.087287358,-0.342228526,-0.516486132,-0.939477333,-0.668835717,-0.271869395,0.372701337,0.029015016,0.18729603,0.108957363,0.63284681,0.773117236,0.185856092,-0.238620348,-1.530788688,2.42326165,2.207302585,0.956695195,2.079556156,-0.786591886,-0.343077687,-1.447661018,-1.465601753,-1.507549382,-0.898182665,1.026583243,-0.375310307,0.716948839,2.018868403,-0.161394539,-1.065668024,0.057963478,0.2349616,-0.988397583,-1.160672767,11812
0.470072219,0.461544989,0.205362027,0.337854531,-1.135804294,1.402837378,-0.300293596,-0.630822265,0.448167574,-1.247674408,1.311964564,-1.366905956,-0.996899872,-0.318196403,-0.002170365,-0.144035435,1.195995703,3.084314141,1.756784388,0.783700905,-0.391444446,-1.490657318,-2.28552435,-2.235145471,-1.919026871,-1.865342787,-1.066755276,-1.478313197,-1.054552167,-0.933664653,-1.122626531,-1.053938887,-0.475516236,-0.223646779,0.10939011,0.34482394,3.393405865,1.829071575,1.062626615,0.029986807,-0.825489274,-1.979670471,-1.969683514,-2.296520001,-2.007577541,-1.060628844,-1.290674637,-1.217768666,-0.805067878,-1.487064886,-0.880902937,-0.151201266,0.212321293,-0.381049773,1.784953634,2.72672731,1.624662391,0.41409522,-0.746496771,-1.764026267,-2.121081089,-2.152132087,-1.354690429,-1.570305218,-0.99316612,-1.52937193,-0.869400433,-0.833317114,0.00758592,-1.000209292,1.609275308,0.376997618,-1.366011996,0.293981954,-0.150232061,2.415394388,-0.517819645,-0.101476476,-0.598797496,0.861042867,-0.620529543,0.512592934,-0.611764726,-0.562924258,1.411435039,-0.971709743,-1.11375615,1.731331521,-0.442451078,11900
0.460777003,0.659785386,-0.054570594,-0.169178174,-1.313932321,0.887952838,-0.197579925,-0.606229488,0.302915934,-0.893301275,0.936044019,-1.366905956,-0.646566455,-0.79855799,-0.214576938,-0.275997732,2.127840945,2.650042233,1.371439332,0.449585958,-0.837588866,-1.772599672,-1.413781516,-2.041556256,-1.870378077,-1.58075091,-1.047516373,-0.911710167,-0.99202721,-0.839678523,-1.009177428,-0.971668701,-0.932724784,-0.25146076,-0.157100181,0.945971221,2.767298728,1.587968227,0.9763721,0.0333585,-1.713239045,-1.224583156,-1.607206733,-1.739143716,-1.469738452,-1.211259118,-0.687366288,-0.798360246,-0.709058294,-1.567383549,-0.304902605,-0.616457332,-0.170687747,-0.370227425,2.88127558,2.459516231,1.124182832,-0.13710553,-1.555476921,-1.397352518,-1.305048495,-2.123485814,-1.76772216,-1.538845476,-0.841763445,-1.025196993,-1.081751144,-0.758385489,-0.06678525,0.121014815,-0.184806521,0.043232346,-0.937991108,-0.480429298,0.589009506,0.215855664,0.070954089,1.532608252,-0.608153283,0.343930796,-1.00334334,0.134941828,2.398348487,-1.661847697,0.292585727,0.218554714,-0.999242379,0.162614051,-0.539289957,12103
-1.078097678,-1.154541021,3.055455521,-1.058520865,-1.437864784,2.561961041,0.745720848,-0.693800009,-0.084026175,-1.338076335,1.303671941,-0.993018722,-1.448460894,-1.484341531,-1.36762377,-0.928898882,1.628280525,2.616908374,2.492829259,2.225177525,0.494013669,-0.277435334,-0.554132464,-1.599465568,-2.225001809,-2.450513619,-1.659876558,-1.572009322,-1.184244447,-0.87750287,-0.404115547,-1.936273362,-1.806510749,-1.502379924,-1.298801447,0.875815388,2.048499157,2.710369526,3.053870686,1.012111775,0.32512035,0.835624022,-0.667148124,-1.894483168,-2.498858687,-1.727017859,-1.307106867,-1.478201504,-1.032399413,-1.487064886,-0.730176304,-0.951157856,-1.080041351,-0.430240236,2.356511493,3.21591776,2.052384779,0.614417582,-0.417531836,-0.999290978,-2.123283894,-2.471658566,-2.309310883,-2.085374392,-1.392700777,-1.695477976,-0.730435009,-0.571934705,-0.544257805,-0.596568613,0.413220756,0.324297838,1.523129001,0.149905442,-0.005597841,-0.541968602,-0.187531941,0.107534361,-0.383614406,0.887666798,-0.728178154,0.3601992,0.108604248,-0.393859113,0.502675336,0.124089281,-0.477568532,-0.5799741,-0.305262665,12159
-0.640706116,-0.543156228,0.858426749,0.344393389,0.719174142,0.722458713,1.097882808,0.410644442,0.034675587,-0.18785391,0.191529788,0.110838826,-0.579081149,-0.989224357,-1.011003321,-0.62384819,-0.277924896,0.473539058,0.595819416,1.434714016,0.658750218,0.856667295,0.49351441,-0.3836618,-0.436768315,0.214769298,-0.636381481,0.09644391,0.41889647,-0.161060728,0.27657907,-0.745566768,-1.431959721,-0.975937877,-0.523542203,-0.476281616,0.747407427,0.656048242,1.353616889,1.419645253,0.610670845,0.846370765,-0.392738064,-0.726018407,0.538570194,-0.624237127,-0.397525081,0.349174162,-0.515823846,0.022925985,-0.389508573,-0.45017286,-0.98324174,-0.701990493,-0.092347956,0.218512679,0.506693901,1.383945712,-0.356312391,0.915314696,0.08635522,-0.305861355,-0.088705578,-0.096005578,-0.580910613,0.545532696,0.488496765,0.069265025,0.111501414,-0.716165851,-0.824077057,-0.027034027,-0.788183797,-1.146783165,1.183616853,1.454251416,0.171476433,-0.215482387,0.355492731,-0.491448875,2.804942786,-0.449156168,-0.798288835,0.641664897,0.590619823,-0.045948499,0.362199124,0.311131682,0.219281265,12276
-1.197386286,-0.674440697,0.889621433,0.399265873,0.458992584,1.645608787,1.248624625,0.618352107,0.78310514,-1.327228063,1.451691873,-0.58352318,-0.691609138,-0.648193022,-0.809691205,-0.687749169,-0.349492288,1.017651609,2.477952727,1.886817662,1.280755205,0.327417947,-0.908607115,-1.050375455,-0.857452881,-1.518038081,-1.293217556,-1.230351861,-0.693823774,-0.308046917,-0.063768239,-1.160663626,-1.09715691,-1.185016173,-0.432942119,-0.632274376,0.717748272,1.952337144,2.293435404,0.947583765,1.66797692,-0.50715633,-0.803744951,-0.077289138,-1.558449589,-0.970882979,-1.003261706,-0.560948389,-0.120336824,-0.989089173,-0.175978302,-0.130857126,-0.331760378,-0.919350888,-0.084350376,1.242228288,2.926380343,1.215130612,1.394056268,-1.151195337,-1.100729227,-1.121579838,-1.497643515,-1.324369405,-1.480156386,-1.326474441,-0.74201946,-0.333047264,-0.316862919,-0.686266542,-0.329157932,0.00809916,-0.253157686,0.384029774,2.356761079,0.622493075,-0.331135291,-0.272485343,-0.851403733,0.602735314,-0.548323679,0.268186617,-1.094154664,0.514866039,-0.249738613,0.029623848,-1.228269921,1.192955111,-0.03088584,12283
0.050238288,0.177283786,-0.172930166,0.296938778,-1.08631266,1.147099549,0.567376605,0.306785279,-0.56665157,-0.313043376,0.204876374,-0.654739796,-0.523087022,-0.975926834,-0.959657421,-0.479183503,-0.162394425,1.666256152,1.639378931,1.026468383,0.897491697,-0.521666051,-0.627731944,-0.569635315,-0.73370764,-1.356219361,-0.458514471,-0.85693215,-0.843741781,-0.382240584,-0.555381017,0.039198845,-1.048340053,-0.576083485,-0.507425246,-0.452433522,1.576696671,1.547006676,1.004700177,0.985488083,-0.992021435,-0.183220186,-0.887711718,-0.746527815,-1.088869338,-0.442664956,-0.564363465,-1.025301478,-0.63801713,-0.683878252,-1.009592464,-0.840241977,-1.271610343,-0.424623695,0.071183187,1.66952571,1.670506336,0.968839405,0.640594296,0.048691263,-0.872168778,-0.220790766,-0.635678468,-1.467836537,-0.439819918,-1.025504398,-0.66979268,-0.208035656,0.381993585,0.225662399,-0.411644453,-1.028329841,-0.445767086,-1.164792729,0.010472628,0.97367993,0.860772512,-0.082475491,0.38356009,0.655852043,0.146616532,1.011412385,-0.592469128,-0.768972403,0.375644409,0.624756077,-0.032237199,0.348261089,0.146652106,12772
-1.346109745,-0.991702116,2.120229852,0.399265873,-0.255985904,1.734071041,1.568366185,-0.257460037,-0.680610953,-0.999622481,0.860835311,-0.957410414,-1.368268747,-1.028669135,-0.671289041,-0.639119308,0.304975026,2.366625364,1.7566883,0.788504131,-0.845665611,0.217468736,-1.041358597,-1.631843485,-1.002075135,-0.60727898,-0.490124509,-0.40635072,-0.471021591,-0.791139166,-0.744462855,-1.210755413,-1.071785448,-1.355889018,-0.811678669,0.16722693,2.536701715,1.979103496,0.915372524,-1.198882277,0.829710845,-1.007307635,-1.200302931,-0.671136775,-0.746418527,-0.701591856,-0.632990001,-0.288605519,-0.371163336,-1.069407837,-1.497882838,-0.938992102,0.250973727,-0.432438692,0.407599937,2.139189635,1.395723851,0.50384154,-0.141316288,-0.571797512,-0.848579714,-1.843512729,-1.21786812,-0.346568218,-0.174079532,-0.086849858,-0.555722558,-0.871367591,0.377797271,-0.387273447,-1.09215825,-0.483765451,-0.402964997,-0.53445799,-0.375218624,1.361833823,-0.546540315,0.335546184,1.16944616,-0.455201328,-0.849080153,-0.638420111,0.346583285,-0.552357686,0.70787914,0.568076817,-1.050137388,0.348261089,-0.55542977,12916
-0.672206571,-0.643191564,0.236285262,0.399265873,0.744345081,1.709175784,0.628133128,0.286927687,-0.489095978,-0.043112454,-0.047021403,-0.387677486,-0.183152675,-0.489895813,-0.96781391,-0.750300324,-0.851652075,0.821513331,1.722681936,3.611093552,2.932477219,0.648210379,-0.977266277,-1.256854416,-1.838262047,-1.309584107,-1.219276298,-0.87920018,-0.877995593,-0.749154424,-0.101584606,-0.254025774,-0.702891504,-0.861781575,-0.616225369,-1.223762922,0.821366644,1.412212012,3.152530379,2.560779877,-0.002478774,-0.23036266,-0.834440568,-1.391593348,-1.245676996,-1.518064772,-0.298086816,-1.003703376,-0.312762615,-0.571432124,-0.117879165,-0.252164565,-1.008985307,-0.834390151,-0.490004973,0.789819613,1.960304121,3.78644304,2.729306895,1.139420375,-1.43774899,-1.443292411,-2.020747647,-1.245726601,-0.877209647,-1.276854744,-0.728824939,-0.827091561,0.873756293,-0.49192103,-0.08169837,-0.799964129,-1.515819307,-1.633041393,-0.551993782,1.12154808,1.57878926,0.791569829,0.62681054,0.955470552,-0.576600608,1.191251721,1.967413476,-2.206026131,0.400073434,-0.76388579,-1.800838778,1.248649223,1.010132114,12994
-0.84984848,0.460418491,-0.226925886,-0.61711646,-1.381614634,0.601464501,-0.429327645,-0.711645789,0.085469296,-1.014887061,1.016101106,-1.544947496,0.959779509,0.797475906,-0.237690248,-0.278926225,1.87064035,2.130011281,1.679307142,-0.178842853,-0.64505614,-0.964777948,-1.599187728,-1.8188674,-2.369431494,-2.162968001,-1.71334799,-1.721106135,-1.375453452,-1.071898743,-1.368432921,0.699119675,1.201448753,-0.382403389,-0.366256794,1.417072705,2.227340595,1.801688588,0.157792555,-0.699831252,-1.29656297,-1.657382176,-1.527002133,-2.457058998,-2.386338517,-1.551480424,-1.402503604,-1.286458486,-0.675009296,-1.599511015,1.117927503,0.337815411,-0.080549298,-0.184760651,2.068692561,1.97348151,1.513354428,-0.503116724,-0.445896267,-0.422049695,-1.251661976,-1.808041596,-2.026365652,-1.790413535,-1.731456915,-1.857069613,-1.370574543,-1.070306881,-0.19871398,0.733950661,-0.514752604,-0.343232705,-1.087798419,0.852278438,-0.278795811,0.936712893,-0.4172973,0.221540273,-0.140363956,0.645172794,-0.878729346,-0.167623781,0.076444919,-1.101819406,1.279518308,-0.064841585,-0.808386093,0.431802256,-0.063165466,13318
-1.062605651,-0.660550167,-0.098825009,0.381872403,0.752779625,2.206941784,0.211954347,-0.113571543,-1.688964133,-0.426081337,0.110886513,-0.476698256,0.300445774,-0.870453334,-0.636071879,-1.36873816,-1.082681402,1.088598341,2.42761535,3.292373087,2.543557175,-1.071629266,-1.011742591,-1.206525581,-1.096380721,-0.936822921,-1.359230642,-1.178362492,-1.142375373,-0.690268431,0.011864497,-0.183160464,-1.293766374,-0.755031127,-1.484058708,-1.523522736,0.767253558,2.22748415,2.885082892,3.051998659,-0.714633617,-0.175532896,-1.072836619,-0.083431119,-0.28366457,-1.535522108,-1.183289547,-1.110303149,-0.326538978,-0.796324381,0.716159358,-0.39918243,-0.469416473,-1.175877594,-0.658884971,1.292575532,2.5306965,3.441999602,1.516426149,-1.140239113,-1.518796062,-1.147378324,-1.840321119,-1.416300207,-1.124847061,-1.101465009,-1.106466194,-0.742606585,0.871629782,-0.940410673,-0.865320318,-0.255399739,-1.087798419,-0.80460145,-0.825191752,0.400690851,0.717169162,1.228592489,1.216225092,0.319082038,0.394588098,0.714925453,-0.0328968,0.435616752,0.199755434,-1.037835546,-0.833833598,1.267213926,0.816454355,13371
-0.973784696,-0.342298528,-0.469140462,0.279560814,-1.209292411,1.623439826,0.397079083,0.415413745,0.139300543,-0.671655255,0.687602292,-0.797173028,-0.273318953,-0.65616407,-0.525649076,-0.256572741,0.501393612,1.047607639,1.523195276,1.33748277,-0.287097503,-0.493949872,-1.744432099,-0.06447588,-0.459996665,-1.452529473,-0.78363767,-0.47898344,-0.959699272,-0.640654685,-0.593197385,-0.506573708,-0.429289016,-0.014175326,-0.499073383,0.276676362,1.193175847,1.413775155,0.929039711,-0.106263265,-0.28365727,-1.326637693,-0.699376563,-0.697707526,-0.997431901,-0.525266128,-0.479158641,-0.809511013,-0.590874179,-0.876643045,-0.048730877,-0.823290917,-0.98248525,-0.028561588,0.627835895,0.897441336,1.573915012,1.647007418,-0.394821701,-0.55633551,-1.758368786,0.458889276,-0.211540711,-1.708452693,-0.938115361,-0.45657784,-1.022504828,-0.563529136,-0.371159827,0.674152042,0.887518251,0.025665753,-0.745381708,0.113886314,1.071123571,-0.911638976,-0.876828019,-0.576501106,0.121598067,1.258471934,-0.344471344,1.165205246,0.057149322,-0.383292542,-0.723661684,0.133535824,0.794806704,0.218308163,0.057883133,13468
-0.169748496,0.721744421,0.648583842,0.399265873,0.184288186,2.538113035,1.658629004,1.188727764,0.362348089,-1.162010022,1.211810327,-0.40548164,-1.131605538,-1.479009319,-1.782234738,-1.353437894,-0.310957378,2.066141758,2.128656438,2.110749216,0.887002742,-0.241884181,-0.642716631,-1.23718426,-0.43771731,-0.538633015,-0.838988766,-0.563069436,-0.630961507,-0.264064893,-0.025951871,-1.215363555,-1.55771473,-1.721314701,-1.459775308,-0.462988153,1.526235201,2.096700109,2.779136492,1.482462063,-0.101578782,-0.84049266,-0.655093206,0.07094994,-0.311420506,-0.929318172,-0.979885252,-0.757737419,-0.487616176,-0.699941985,-0.981540834,-1.298168217,-1.701777345,-1.169445976,-0.165101485,2.450209044,2.078192358,1.14095684,0.034078067,-0.310584652,-0.32478409,-1.58638744,-0.85230904,-0.689150084,-0.684332222,-0.159169267,-0.477356283,-0.093579445,0.511739097,-0.088280351,-0.844698688,-0.027034027,-0.723980664,-1.002706653,-0.503782375,1.084581042,1.090537871,0.753567859,-0.056161877,0.959939027,-0.613373797,1.285461005,-0.926926152,-0.02402911,1.303947332,-0.471042948,-0.884728608,1.220802167,0.759965009,13549
0.886291344,-0.543831791,0.211323127,0.326054343,1.080520065,2.161200041,0.946693134,1.06444929,-0.125096009,-0.306941903,0.279681052,-0.280852562,0.418352913,0.686193298,-0.204059697,-1.274649968,-1.560901819,-0.298015332,2.146913653,3.110475066,3.303189269,1.220870909,-0.940892797,-1.578139057,-1.727713565,-1.164276842,-1.252969888,-0.866833689,-0.520975061,-0.078039014,-0.082676422,0.36505142,0.816967112,-0.117061546,-1.253942341,-1.868311877,-0.426856899,1.934025677,2.707480088,2.928124758,1.578638623,-0.638516607,-1.540593885,-1.618643244,-1.083358151,-1.121345464,-0.893578826,-0.65265786,-0.299786385,-0.410794797,0.419918346,0.47865127,-0.296982801,-1.215358551,-1.197569324,-0.187969086,2.274718258,3.270728781,3.026268071,0.594631759,-1.018506424,-1.38592248,-1.619981286,-1.128483546,-1.273271549,-0.783606383,-0.385518331,0.042245101,2.357323629,-0.207877589,-0.535374234,-1.081029621,-0.081949331,-0.858630142,-0.600205188,-1.410693981,-0.977350364,1.30459643,2.488612061,0.464545383,0.226133953,0.803974817,0.893291881,1.043194615,-1.065668024,-1.784112468,-1.609982492,1.592096243,2.051150068,13657
2.004299292,1.647204262,0.555061715,0.378052704,0.765828698,-0.098361928,-0.218473057,-0.52510158,-2.343902545,-0.811436983,0.370887581,-2.18589704,3.90614013,2.303932002,1.415144364,0.760841797,1.339572918,0.471829121,0.17581555,-0.416985071,-0.52244503,-1.890035241,-1.969653766,-2.36286487,-2.376511521,-1.919214997,-1.567146996,-1.628176589,-1.219076749,-0.974153412,-2.143668456,3.622125155,2.048734104,1.146940566,0.60862413,1.470906222,0.503762337,0.110902674,-0.416120332,-0.522025639,-1.547497675,-1.914345626,-2.303020893,-2.288819237,-1.827937749,-1.46482221,-1.562024256,-1.112621078,-0.849127167,-2.065359262,3.852139554,2.353255407,1.541005206,0.839675245,1.121983159,0.426129307,0.233061048,-0.377620223,-0.395994702,-1.757273111,-1.639883997,-2.080485086,-2.171834796,-1.822877629,-1.539049792,-1.569607707,-1.226688306,-0.863208846,-0.32437659,-0.267676208,-0.267293042,0.868862229,-0.360162908,0.167915006,-0.053809248,-0.615902677,-0.489098975,-0.766510958,0.935551496,-0.430870481,-0.629779674,-1.19166629,0.854700686,-1.714680555,-0.068963833,-0.036501955,-0.757491084,0.181178755,-0.038955747,13743
-0.060787906,2.290331432,-0.966622282,0.399265873,-1.216257323,0.531773828,-0.010977196,0.343476563,0.60434216,-1.27742632,1.369878623,-0.76156472,-0.208589936,0.17476245,0.610236897,0.038498497,0.122665698,0.710225972,0.692428365,0.842845122,-0.093138062,-0.524604837,-0.142351907,-0.323950327,-1.096417021,-0.915911244,-0.88038109,-0.606142103,-0.6166203,-0.869331474,-0.895728326,-0.128197716,0.198562451,0.747991266,0.083035883,0.004347277,1.308284838,0.855259713,1.111786173,-0.831035244,-1.117280668,-0.159558711,-0.875836305,-1.24379167,-1.028624924,-1.057255771,-0.983611439,-1.085951177,-0.677374517,-0.603559589,-0.253710156,0.149354439,0.442700711,0.009396206,0.197325583,0.265466504,0.542785215,0.540577238,0.623228984,0.100954534,-0.095093383,0.137601344,-0.866488504,-0.765514428,-0.708400932,-0.328979349,-0.295653342,-0.814049653,-0.737685226,0.046266542,0.536950537,-0.0973004,0.988102891,0.72621149,-0.278795811,0.197372145,-0.4172973,-0.462495195,-0.467816484,1.940547906,-0.997893247,1.661279968,0.545971126,0.229568607,-0.581973343,0.350806321,1.023834247,-0.375762358,-0.394031638,13864
-0.943317043,-0.514025119,0.710717565,0.352699657,0.124223088,3.144897851,0.545335384,0.44133716,-0.049258901,-0.47010308,0.454403121,-0.654739796,-0.49623327,-0.298085803,-2.084055121,-1.712575521,-0.538301148,2.221995906,3.100620308,2.83512771,1.87274025,-0.866830125,-2.258434276,-2.417266447,-0.710556738,-1.280045323,-1.143999967,-1.124525182,-0.66443407,-0.765918867,-0.27175826,-0.409351619,-0.52819517,-1.800698254,-1.619317091,-1.001783471,1.635127886,2.813317641,2.949379747,2.085946554,0.033575005,-1.65981597,-2.597511216,-0.501278452,-1.005225738,-0.76779822,-0.965049783,-0.290480005,-1.12401191,-0.956961708,-0.573122218,-0.054888894,-2.223661362,-1.701566244,-0.108393943,2.645144007,3.273049457,2.425053643,1.231081889,-1.564323096,-2.376552042,-1.904145939,-0.811819463,-1.411276418,-1.386369739,-1.169755641,-0.910734765,-0.443583575,0.474681102,-0.955360328,-0.989050099,-1.028329841,0.602884091,-1.434936189,0.862207476,0.733394187,-0.158811271,1.000580666,0.823282058,0.413032022,-0.533200439,1.505173712,-1.582976467,-0.129694825,1.900015525,-0.867797767,-0.770214836,2.31611969,0.396819211,14117
0.817093623,0.7409164,0.92251521,0.399265873,-1.155202474,1.767538012,-0.412521264,-0.781189028,0.410865715,-1.27507559,1.33214867,-1.438122572,-0.422803925,-0.228665167,-0.036604712,-0.045417578,1.735448857,2.553454812,1.416829866,0.863863876,-0.195371356,-1.114801682,-1.401891484,-2.200414641,-2.061584226,-2.178929352,-1.547162009,-1.59203131,-1.156332196,-1.029681088,-1.198259266,-0.716627204,-0.678887665,0.028612969,-0.05154088,1.133394044,3.00183937,1.580468143,1.108911975,-0.006478946,-1.225707081,-0.801533609,-2.140913084,-2.325298975,-2.1405645,-1.681111888,-1.368342544,-0.935041859,-0.991189071,-1.535256084,-0.112320045,0.254401421,-0.147052547,-0.058659836,2.126905797,2.082141908,1.186025072,0.483687072,-0.358509513,-0.700698685,-1.691893941,-1.93621121,-1.546105777,-2.002878307,-1.298943642,-1.665805541,-1.2574989,-0.862960172,-0.59639985,0.225662399,-0.659104016,0.939128601,0.367472602,0.167915006,0.283670598,0.104954552,-0.718864335,0.050531406,-0.374258619,0.729834138,-1.145420986,0.234415423,-0.315898897,-0.330459684,0.492903726,-0.697759987,-0.642977313,0.478214016,-0.305262665,14338
1.105245325,0.860757051,-0.753563764,-0.333860064,-0.701401067,0.866348006,0.830942179,0.635965292,-0.598859098,-0.681018524,0.56172459,-0.423285794,0.355292572,-0.090220001,-0.103691659,-0.363474098,-0.185527305,0.386370352,0.607271499,1.109429668,1.074703561,0.397152666,0.085776293,0.165300262,-0.551161127,-0.77462338,-0.926553846,-0.956738156,-0.892565959,-0.805807285,-0.139400974,0.664434521,-0.357904665,-0.192274188,-0.40256886,-0.324853818,0.414279345,0.165907871,0.908440195,1.310058041,-0.104883958,0.292980006,0.223601853,-0.126814965,-0.741846637,-0.665753513,-1.034687441,-0.737610548,-0.523549812,-0.603559589,0.067617075,0.161853366,-0.008738701,-0.300853828,-0.069942948,0.348993536,0.97173331,1.229633527,0.660334382,0.752332286,-0.079754387,0.103559433,-0.829622684,-0.745220762,-1.07239613,-0.856507854,-0.964592316,-0.800043558,0.481457583,-0.402223101,0.165761193,-0.799964129,0.110660069,-0.210285838,-0.648416595,0.27130622,0.918213852,-0.367490269,0.486473742,1.008659785,-0.010771249,1.110283172,2.970784547,-1.022570119,-0.743204903,-0.461596404,-0.426673523,0.636013998,0.872943701,14667
-0.063886311,-0.235082037,-0.086141854,0.078991102,1.7747498,1.236205575,1.004918439,1.709060404,-4.239830733,0.645877271,-1.412724662,0.627159292,-0.20438692,-0.714783837,-0.310929978,-0.603050249,-1.006270704,-0.749121115,0.213676408,1.240427246,0.87317626,0.840223667,0.932574985,-0.606801585,-0.604436948,0.677342143,0.844121403,1.445944234,0.673191262,0.336758324,0.862732767,-0.532996419,-0.715444464,-0.410874187,-0.7281134,-0.804235595,-1.01767009,0.128520835,1.312550583,0.927585466,0.813896161,0.389286912,-0.060787533,-0.562263319,0.757913096,0.740451415,1.846879862,0.974770955,0.699754262,0.4727105,0.106151723,-0.670361659,-0.193323388,-0.453550732,-1.08735782,-0.51757437,0.288090354,1.064378245,0.65333791,0.680311406,1.234979073,-0.973618276,-0.566994601,0.552541529,0.877985142,1.057684823,0.419315787,0.102907515,2.640177917,-0.626467923,-0.720968906,-1.326961926,-0.081949331,-1.020716217,-1.612644725,-1.077990644,0.257638443,0.39254914,3.124805546,0.97992846,0.082615307,1.253412098,-0.457399945,0.942812186,0.048295484,-1.869131358,-1.724496264,0.608166942,3.536012886,14732
-0.404194504,-0.107379727,-0.032220974,0.153838616,-1.303247334,0.771196926,0.23105779,-0.035683391,-1.527109922,-0.604689991,0.316580426,-0.903997952,-0.946764327,-0.415238329,-0.618211316,-0.60215015,1.774500086,1.719437247,0.813435389,0.250792231,-1.066495094,-0.835759581,-0.493714888,-0.361319672,-0.513018252,-0.750448189,-1.120532411,-0.469804619,-0.623914183,-0.971209272,-0.839003774,-0.785412443,-0.283579622,-0.568923164,-0.546973292,1.379506726,1.874535484,1.022938172,-0.349813118,-1.333335524,-0.583426847,0.061696932,-0.126416541,-0.195055593,-0.935611013,-1.103901729,-0.308827457,-0.80980003,-1.048158506,-0.876643045,-1.036948703,-0.526006084,-0.626245824,-0.616747282,1.942711477,1.533685248,0.591677108,0.86755529,-0.556959258,-0.862890502,-0.861425899,-0.501121914,-0.724872188,-0.522570808,-1.057029716,-0.560676827,-0.452460793,-0.770704562,-0.119777899,-0.387273447,1.031869662,-0.009467433,1.18071229,-0.552467554,-0.214513936,-1.096474163,-0.374216295,2.729670321,-0.870115306,0.876796155,-1.081740267,0.985468951,0.262969029,-0.050445538,-0.323025686,-0.301005168,0.031381562,-0.375762358,0.461378464,14840
0.194830539,0.29738393,-1.287663383,0.357139376,-1.502108784,0.473540274,-0.162158539,-0.057786276,-0.276142752,-0.707126597,0.646529317,-0.921802106,-0.242963903,0.739333211,0.69777709,0.176513293,0.357396264,0.661449368,0.405862811,0.449223809,0.46618101,-0.332180101,-0.29417089,-0.07611451,-0.921791655,-0.993195691,-1.285508486,-1.000137703,-1.013888044,-0.87734782,-0.971361061,-0.178030828,1.292514563,0.633517478,0.499903305,0.163255096,0.61148,0.680154286,0.436249261,-0.22695053,-0.478864944,-0.551082598,-0.334187168,-1.231768925,-1.038933835,-1.072532761,-1.363764966,-1.132119399,-1.049084816,-0.764196916,-0.264988425,0.235124422,0.715833677,-0.072714029,0.461961826,0.664551395,0.183597368,0.444861902,1.01469185,-0.131126638,-0.048627389,0.122254133,-0.598431157,-0.895438609,-1.371698353,-0.723473906,-0.910017652,-0.67734011,-0.413321448,-0.46202172,0.495707277,0.55266355,0.196264247,0.474077594,0.12296591,-0.338649897,0.903853517,-0.937519825,-0.589441709,0.649540472,-0.374407408,0.571351965,0.160059175,0.21371875,-0.391426954,0.105196194,0.044105315,0.515343423,-0.377891825,14962
