Grid ID,Min Lat,Max Lat,Min Long,Max Long,NAMELSAD,AREALAND,AREAWATR,AREALAND_SQMI,AREAWATR_SQMI,total_population,"Ride Count (Average, NYC Norm)","Ride Count (Model 1, NYC Norm)","Ride Count (Model 2, NYC Norm)","Ride Count (Average, ATL Norm)","Ride Count (Model 1, ATL Norm)","Ride Count (Model 2, ATL Norm)"
262,33.7193617,33.72212766,-84.33090909,-84.32727273,0,103362.2428,37.2019603,0.039920102,0.0000153,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
263,33.7193617,33.72212766,-84.32727273,-84.32363636,0,103315.1238,101.6362261,0.039898691,0.0000418,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
264,33.7193617,33.72212766,-84.32363636,-84.32,0,103228.3854,183.4872565,0.039868388,0.0000756,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
265,33.72212766,33.72489362,-84.44,-84.43636364,0,103393.6876,0,0.039938934,0,141.3979794,24586.969,30015.732,19158.203,22934.352,35914.1099674965,25579.5346971097
266,33.72212766,33.72489362,-84.43636364,-84.43272727,0,103393.6187,0,0.039939215,0,142.6638644,24592.783,30019.596,19165.97,22956.912,35914.1099674965,25579.5346971097
267,33.72212766,33.72489362,-84.43272727,-84.42909091,0,103394.0331,0,0.039937232,0,151.706762,24676.95,30087.957,19265.943,26188.303,35914.1099674965,25579.5346971097
268,33.72212766,33.72489362,-84.42909091,-84.42545455,0,103393.2734,0,0.039944659,0,138.1684837,25828.176,32787.086,18869.264,24702.83,35914.1099674965,25579.5346971097
269,33.72212766,33.72489362,-84.42545455,-84.42181818,0,103394.5128,0,0.039949444,0,124.425398,31083.287,43604.832,18561.742,25025.22,35914.1099674965,25579.5346971097
270,33.72212766,33.72489362,-84.42181818,-84.41818182,0,103410.0317,0,0.0399381,0,110.8232374,25724.238,32593.82,18854.656,24425.076,35914.1099674965,25579.5346971097
271,33.72212766,33.72489362,-84.41818182,-84.41454545,0,103409.4082,0,0.039926191,0,115.8407723,24763.488,30769.729,18757.248,26354.414,35914.1099674965,25579.5346971097
272,33.72212766,33.72489362,-84.41454545,-84.41090909,0,103401.0302,0,0.039919111,0,119.9320836,25151.725,31622.664,18680.785,22154.215,35914.1099674965,25579.5346971097
273,33.72212766,33.72489362,-84.41090909,-84.40727273,0,103389.7406,0,0.039912622,0,127.6012086,25945.227,33039.39,18851.06,40859.684,35914.1099674965,25579.5346971097
274,33.72212766,33.72489362,-84.40727273,-84.40363636,0,103397.596,0,0.039931367,0,137.0301021,24669.723,30125.742,19213.701,42168.3,35914.1099674965,25579.5346971097
275,33.72212766,33.72489362,-84.40363636,-84.4,0,103397.596,0,0.039931367,0,137.0301021,24669.723,30125.742,19213.701,42168.3,35914.1099674965,25579.5346971097
276,33.72212766,33.72489362,-84.4,-84.39636364,0,103397.596,0,0.039931367,0,137.0301021,24669.723,30125.742,19213.701,42168.3,35914.1099674965,25579.5346971097
277,33.72212766,33.72489362,-84.39636364,-84.39272727,0,103397.596,0,0.039931367,0,137.0301021,24669.723,30125.742,19213.701,42168.3,35914.1099674965,25579.5346971097
278,33.72212766,33.72489362,-84.39272727,-84.38909091,0,103390.8335,0,0.039929677,0,142.2218519,24690.08,30085.66,19294.5,33849.477,35914.1099674965,25579.5346971097
279,33.72212766,33.72489362,-84.38909091,-84.38545455,0,103389.5373,0,0.039945539,0,189.6777406,24712.242,30789.807,18634.68,38904.96,35914.1099674965,25579.5346971097
280,33.72212766,33.72489362,-84.38545455,-84.38181818,0,103398.4514,0,0.039914213,0,156.1633869,25188.97,31759.729,18618.213,38734.61,35914.1099674965,25579.5346971097
281,33.72212766,33.72489362,-84.38181818,-84.37818182,0,103400.9789,0,0.03990102,0,131.9257841,25454.54,32149.594,18759.484,36795.383,35914.1099674965,25579.5346971097
282,33.72212766,33.72489362,-84.37818182,-84.37454545,0,103400.2481,0,0.039915775,0,100.728136,25194.404,31483.066,18905.742,38947.76,35914.1099674965,25579.5346971097
283,33.72212766,33.72489362,-84.37454545,-84.37090909,0,103402.8317,0,0.039918204,0,80.9914233,25226.707,31403,19050.412,47522.93,35914.1099674965,25579.5346971097
284,33.72212766,33.72489362,-84.37090909,-84.36727273,0,103403.9013,0,0.039925965,0,89.99211008,24710.025,30521.215,18898.836,35158.316,12,25579.5346971097
285,33.72212766,33.72489362,-84.36727273,-84.36363636,0,103404.2852,0,0.039940274,0,122.5119484,25637.582,32523.426,18751.74,30908.537,12,25579.5346971097
286,33.72212766,33.72489362,-84.36363636,-84.36,0,103404.2852,0,0.039940274,0,122.5119484,25637.582,32523.426,18751.74,30908.537,35914.1099674965,25579.5346971097
287,33.72212766,33.72489362,-84.36,-84.35636364,0,103404.2852,0,0.039940274,0,122.5119484,25637.582,32523.426,18751.74,30908.537,35914.1099674965,25579.5346971097
288,33.72212766,33.72489362,-84.35636364,-84.35272727,0,103404.2852,0,0.039940274,0,122.5119484,25637.582,32523.426,18751.74,30908.537,35914.1099674965,25579.5346971097
289,33.72212766,33.72489362,-84.35272727,-84.34909091,0,103397.3396,1.641507216,0.0399341,0.000000613,124.5202262,25690.812,32632.139,18749.486,33110.14,35914.1099674965,25579.5346971097
290,33.72212766,33.72489362,-84.34909091,-84.34545455,0,102828.88,573.2859498,0.039700287,0.000213953,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
291,33.72212766,33.72489362,-84.34545455,-84.34181818,0,102765.693,639.2427966,0.039673849,0.000238568,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
292,33.72212766,33.72489362,-84.34181818,-84.33818182,0,102765.693,639.2427966,0.039673849,0.000238568,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
293,33.72212766,33.72489362,-84.33818182,-84.33454545,0,102765.693,639.2427966,0.039673849,0.000238568,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
294,33.72212766,33.72489362,-84.33454545,-84.33090909,0,103096.8022,299.9907065,0.039811121,0.000111958,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
295,33.72212766,33.72489362,-84.33090909,-84.32727273,0,103388.5386,1.438329244,0.039932029,0.000000591,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
296,33.72212766,33.72489362,-84.32727273,-84.32363636,0,103333.9237,72.08960884,0.039908195,0.0000296,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
297,33.72212766,33.72489362,-84.32363636,-84.32,0,102958.4259,438.2357728,0.039774074,0.000181036,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
298,33.72489362,33.72765957,-84.44,-84.43636364,0,103393.1968,0,0.03994094,0,150.4227332,24653.04,30092.375,19213.701,23069.004,35914.1099674965,25579.5346971097
299,33.72489362,33.72765957,-84.43636364,-84.43272727,0,103393.1968,0,0.03994094,0,150.4227332,24653.04,30092.375,19213.701,23069.004,35914.1099674965,25579.5346971097
300,33.72489362,33.72765957,-84.43272727,-84.42909091,0,103393.1968,0,0.03994094,0,150.4227332,24653.04,30092.375,19213.701,23069.004,35914.1099674965,25579.5346971097
301,33.72489362,33.72765957,-84.42909091,-84.42545455,0,103392.7301,0,0.039947092,0,137.0000435,25763.363,32694.752,18831.977,22697.836,35914.1099674965,25579.5346971097
302,33.72489362,33.72765957,-84.42545455,-84.42181818,0,103392.2858,0,0.03995295,0,124.2209581,31844.043,45148.97,18539.115,23545.953,35914.1099674965,25579.5346971097
303,33.72489362,33.72765957,-84.42181818,-84.41818182,0,103395.8043,0,0.039949992,0,121.5695498,30320.469,42065.258,18575.68,23347.494,35914.1099674965,25579.5346971097
304,33.72489362,33.72765957,-84.41818182,-84.41454545,0,103406.3966,0,0.03992576,0,117.3440793,24814.248,30905.277,18723.219,22441.57,35914.1099674965,25579.5346971097
305,33.72489362,33.72765957,-84.41454545,-84.41090909,0,103390.9838,0,0.039911132,0,124.4694359,26105.203,33452.047,18758.357,36061.508,35914.1099674965,25579.5346971097
306,33.72489362,33.72765957,-84.41090909,-84.40727273,0,103389.8752,0,0.039912943,0,127.7627581,25894.775,32932.34,18857.21,40818.92,35914.1099674965,25579.5346971097
307,33.72489362,33.72765957,-84.40727273,-84.40363636,0,103397.596,0,0.039931367,0,137.0301021,24669.723,30125.742,19213.701,42168.3,35914.1099674965,25579.5346971097
308,33.72489362,33.72765957,-84.40363636,-84.4,0,103397.596,0,0.039931367,0,137.0301021,24669.723,30125.742,19213.701,42168.3,35914.1099674965,25579.5346971097
309,33.72489362,33.72765957,-84.4,-84.39636364,0,103394.7457,0,0.039914246,0,158.5823919,26681.082,34556.285,18805.88,32785.914,12,25579.5346971097
310,33.72489362,33.72765957,-84.39636364,-84.39272727,0,103390.5469,0,0.039921329,0,152.2092066,24648.02,30311.861,18984.176,34518.363,24881.4727816554,25579.5346971097
311,33.72489362,33.72765957,-84.39272727,-84.38909091,0,103383.4868,0,0.039927841,0,147.8620147,25088.676,30794.71,19382.64,39706.03,15348.0859314929,25579.5346971097
312,33.72489362,33.72765957,-84.38909091,-84.38545455,0,103388.4279,0,0.039951383,0,197.0668911,24763.922,30859.42,18668.424,38374.87,35914.1099674965,25579.5346971097
313,33.72489362,33.72765957,-84.38545455,-84.38181818,0,103390.4694,0,0.039961003,0,217.1416738,25204.598,31671.256,18737.938,34486.395,35914.1099674965,25579.5346971097
314,33.72489362,33.72765957,-84.38181818,-84.37818182,0,103390.2128,0,0.039955135,0,214.7893552,25431.785,32159.04,18704.531,34577.137,35914.1099674965,25579.5346971097
315,33.72489362,33.72765957,-84.37818182,-84.37454545,0,103387.9879,0,0.039904249,0,194.3873634,29140.316,39586.64,18693.992,38172.82,35914.1099674965,25579.5346971097
316,33.72489362,33.72765957,-84.37454545,-84.37090909,0,103388.7711,0,0.039904985,0,188.403825,28938.9,39178.977,18698.824,37065.336,35914.1099674965,25579.5346971097
317,33.72489362,33.72765957,-84.37090909,-84.36727273,0,103394.5834,0,0.039914072,0,153.2114531,26765.979,34804.773,18727.184,29291.762,35914.1099674965,25579.5346971097
318,33.72489362,33.72765957,-84.36727273,-84.36363636,0,103401.8039,0,0.039934789,0,133.4552353,25828.574,32914.223,18742.924,31542.316,35914.1099674965,25579.5346971097
319,33.72489362,33.72765957,-84.36363636,-84.36,0,103401.4272,0,0.039935835,0,135.5066818,25751.465,32755.3,18747.627,31655.8,35914.1099674965,25579.5346971097
320,33.72489362,33.72765957,-84.36,-84.35636364,0,103397.592,0,0.039929878,0,152.9442075,26113.29,33484.477,18742.102,32680.01,35914.1099674965,25579.5346971097
321,33.72489362,33.72765957,-84.35636364,-84.35272727,0,103392.6743,0,0.039922241,0,175.3031078,26611.465,34487.902,18735.025,34611.266,35914.1099674965,25579.5346971097
322,33.72489362,33.72765957,-84.35272727,-84.34909091,0,103383.4531,0,0.039910341,0,198.0366755,27439.375,36152.297,18726.451,40520.184,35914.1099674965,25579.5346971097
323,33.72489362,33.72765957,-84.34909091,-84.34545455,0,102957.3919,439.140432,0.039754058,0.000163889,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
324,33.72489362,33.72765957,-84.34545455,-84.34181818,0,102765.693,639.2427966,0.039673849,0.000238568,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
325,33.72489362,33.72765957,-84.34181818,-84.33818182,0,102765.693,639.2427966,0.039673849,0.000238568,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
326,33.72489362,33.72765957,-84.33818182,-84.33454545,0,102765.693,639.2427966,0.039673849,0.000238568,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
327,33.72489362,33.72765957,-84.33454545,-84.33090909,0,103250.2094,142.8108541,0.039874721,0.0000533,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
328,33.72489362,33.72765957,-84.33090909,-84.32727273,0,103389.5924,0,0.039932507,0,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
329,33.72489362,33.72765957,-84.32727273,-84.32363636,0,103382.154,7.529016184,0.039929782,0.00000311,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
330,33.72489362,33.72765957,-84.32363636,-84.32,0,103110.976,280.8231074,0.039830801,0.00011782,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
331,33.72765957,33.73042553,-84.44,-84.43636364,0,103393.1968,0,0.03994094,0,150.4227332,24653.04,30092.375,19213.701,23069.004,35914.1099674965,25579.5346971097
332,33.72765957,33.73042553,-84.43636364,-84.43272727,0,103393.1968,0,0.03994094,0,150.4227332,24653.04,30092.375,19213.701,23069.004,35914.1099674965,25579.5346971097
333,33.72765957,33.73042553,-84.43272727,-84.42909091,0,103393.1968,0,0.03994094,0,150.4227333,24653.04,30092.375,19213.701,23069.004,35914.1099674965,25579.5346971097
334,33.72765957,33.73042553,-84.42909091,-84.42545455,0,103392.7474,0,0.039946865,0,137.4958172,25682.852,32519.766,18845.938,22702.402,38677.8913362315,25579.5346971097
335,33.72765957,33.73042553,-84.42545455,-84.42181818,0,103392.2858,0,0.03995295,0,124.2209581,31844.043,45148.97,18539.115,23545.953,24881.4727816554,25579.5346971097
336,33.72765957,33.73042553,-84.42181818,-84.41818182,0,103392.2858,0,0.03995295,0,124.2209581,31844.043,45148.97,18539.115,23545.953,24881.4727816554,25579.5346971097
337,33.72765957,33.73042553,-84.41818182,-84.41454545,0,103390.794,0,0.039934593,0,124.7517427,28534.98,38468.574,18601.387,30506.633,35914.1099674965,25579.5346971097
338,33.72765957,33.73042553,-84.41454545,-84.41090909,0,103388.1847,0,0.039908909,0,125.7336355,26444.057,34108.08,18780.035,40912.387,35914.1099674965,25579.5346971097
339,33.72765957,33.73042553,-84.41090909,-84.40727273,0,103388.3879,0,0.039903322,0,140.6734102,26775.447,34936.535,18614.36,44643.566,35914.1099674965,25579.5346971097
340,33.72765957,33.73042553,-84.40727273,-84.40363636,0,103389.2258,0,0.03988109,0,200.3205624,31285.773,44149.695,18421.854,28535.795,35914.1099674965,25579.5346971097
341,33.72765957,33.73042553,-84.40363636,-84.4,0,103392.9943,0,0.039903726,0,171.8250783,28309.797,37950.617,18668.977,28970.625,35914.1099674965,25579.5346971097
342,33.72765957,33.73042553,-84.4,-84.39636364,0,103387.1962,0,0.039901383,0,177.3316472,26939.662,35276.5,18602.824,35593.293,35914.1099674965,25579.5346971097
343,33.72765957,33.73042553,-84.39636364,-84.39272727,0,103383.4306,0,0.039927801,0,147.9356976,25096.04,30809.752,19382.326,39803.477,35914.1099674965,25579.5346971097
344,33.72765957,33.73042553,-84.39272727,-84.38909091,0,103383.4288,0,0.039927827,0,147.9065577,25096.945,30810.545,19383.344,39890.094,35914.1099674965,25579.5346971097
345,33.72765957,33.73042553,-84.38909091,-84.38545455,0,103388.3028,0,0.039950793,0,195.8357868,24738.55,30804.902,18672.2,38129.9,35914.1099674965,25579.5346971097
346,33.72765957,33.73042553,-84.38545455,-84.38181818,0,103390.4694,0,0.039961003,0,217.1416738,25204.598,31671.256,18737.938,34486.395,35914.1099674965,25579.5346971097
347,33.72765957,33.73042553,-84.38181818,-84.37818182,0,103390.2012,0,0.039954869,0,214.6823677,25442.21,32181.406,18703.016,34574.664,35914.1099674965,25579.5346971097
348,33.72765957,33.73042553,-84.37818182,-84.37454545,0,103387.9879,0,0.039904249,0,194.3873634,29140.316,39586.64,18693.992,38172.82,35914.1099674965,25579.5346971097
349,33.72765957,33.73042553,-84.37454545,-84.37090909,0,103387.9879,0,0.039904249,0,194.3873634,29140.316,39586.64,18693.992,38172.82,35914.1099674965,25579.5346971097
350,33.72765957,33.73042553,-84.37090909,-84.36727273,0,103387.9879,0,0.039904249,0,194.3873634,29140.316,39586.64,18693.992,38172.82,35914.1099674965,25579.5346971097
351,33.72765957,33.73042553,-84.36727273,-84.36363636,0,103388.5396,0,0.039905512,0,191.9629266,29027.559,39359.04,18696.078,38293.406,35914.1099674965,25579.5346971097
352,33.72765957,33.73042553,-84.36363636,-84.36,0,103384.8299,0,0.039907817,0,210.5041112,28277.2,37837.824,18716.576,39477.24,35914.1099674965,25579.5346971097
353,33.72765957,33.73042553,-84.36,-84.35636364,0,103383.8922,0,0.039908601,0,215.2327864,27996.262,37270.13,18722.396,39357.492,35914.1099674965,25579.5346971097
354,33.72765957,33.73042553,-84.35636364,-84.35272727,0,103383.8922,0,0.039908601,0,215.2327864,27996.262,37270.13,18722.396,39357.492,35914.1099674965,25579.5346971097
355,33.72765957,33.73042553,-84.35272727,-84.34909091,0,103383.4849,0,0.039910109,0,200.1231216,27508.75,36291.547,18725.951,40384.652,35914.1099674965,25579.5346971097
356,33.72765957,33.73042553,-84.34909091,-84.34545455,0,102956.6307,439.934963,0.039753739,0.000164185,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
357,33.72765957,33.73042553,-84.34545455,-84.34181818,0,102765.693,639.2427966,0.039673849,0.000238568,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
358,33.72765957,33.73042553,-84.34181818,-84.33818182,0,102765.693,639.2427966,0.039673849,0.000238568,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
359,33.72765957,33.73042553,-84.33818182,-84.33454545,0,102924.8665,476.1548351,0.039739839,0.000177703,0,24848.613,30924.088,18773.14,52399.246,24881.4727816554,25579.5346971097
360,33.72765957,33.73042553,-84.33454545,-84.33090909,0,103387.0774,2.576933351,0.039931465,0.000000962,0,24848.613,30924.088,18773.14,52399.246,24881.4727816554,25579.5346971097
361,33.72765957,33.73042553,-84.33090909,-84.32727273,0,103388.058,1.336321075,0.039932015,0.000000881,0,24848.613,30924.088,18773.14,52399.246,24881.4727816554,25579.5346971097
362,33.72765957,33.73042553,-84.32727273,-84.32363636,0,103356.7466,28.60468838,0.039921959,0.0000189,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
363,33.72765957,33.73042553,-84.32363636,-84.32,0,103316.1037,65.08683142,0.039908557,0.000041,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
364,33.73042553,33.73319149,-84.44,-84.43636364,0,103393.1968,0,0.03994094,0,150.4227332,24653.04,30092.375,19213.701,23069.004,35914.1099674965,25579.5346971097
365,33.73042553,33.73319149,-84.43636364,-84.43272727,0,103393.1968,0,0.03994094,0,150.4227332,24653.04,30092.375,19213.701,23069.004,35914.1099674965,25579.5346971097
366,33.73042553,33.73319149,-84.43272727,-84.42909091,0,103393.1968,0,0.03994094,0,150.4227332,24653.04,30092.375,19213.701,23069.004,35914.1099674965,25579.5346971097
367,33.73042553,33.73319149,-84.42909091,-84.42545455,0,103392.0623,0,0.039940985,0,154.176585,24640.848,30134.105,19147.59,22981.357,35914.1099674965,25579.5346971097
368,33.73042553,33.73319149,-84.42545455,-84.42181818,0,103390.2107,0,0.03995003,0,137.7827355,29727.957,40865.81,18590.107,22510.559,35914.1099674965,25579.5346971097
369,33.73042553,33.73319149,-84.42181818,-84.41818182,0,103392.2858,0,0.03995295,0,124.2209581,31844.043,45148.97,18539.115,23545.953,35914.1099674965,25579.5346971097
370,33.73042553,33.73319149,-84.41818182,-84.41454545,0,103392.2384,0,0.039952441,0,124.2384389,31779.422,45019.89,18538.955,23667.246,35914.1099674965,25579.5346971097
371,33.73042553,33.73319149,-84.41454545,-84.41090909,0,103387.9444,0,0.039914328,0,131.817841,26273.666,33818.99,18728.344,42754.71,35914.1099674965,25579.5346971097
372,33.73042553,33.73319149,-84.41090909,-84.40727273,0,103388.0402,0,0.039900458,0,145.1780682,27276.924,35975.066,18578.781,42601.56,35914.1099674965,25579.5346971097
373,33.73042553,33.73319149,-84.40727273,-84.40363636,0,103387.5352,0,0.039870935,0,213.1032753,32349.77,46270.43,18429.111,28403.676,35914.1099674965,25579.5346971097
374,33.73042553,33.73319149,-84.40363636,-84.4,0,103387.2899,0,0.039874334,0,209.2082636,31894.938,45368.02,18421.854,28695.295,35914.1099674965,25579.5346971097
375,33.73042553,33.73319149,-84.4,-84.39636364,0,103383.6534,0,0.039924715,0,151.4726716,24987.111,30714.783,19259.44,31628.277,35914.1099674965,25579.5346971097
376,33.73042553,33.73319149,-84.39636364,-84.39272727,0,103383.4288,0,0.039927827,0,147.9065577,25096.945,30810.545,19383.344,39890.094,35914.1099674965,25579.5346971097
377,33.73042553,33.73319149,-84.39272727,-84.38909091,0,103383.4288,0,0.039927827,0,147.9065577,25096.945,30810.545,19383.344,39890.094,35914.1099674965,25579.5346971097
378,33.73042553,33.73319149,-84.38909091,-84.38545455,0,103388.2316,0,0.039950458,0,195.135811,24724.129,30773.924,18674.336,38042.836,35914.1099674965,25579.5346971097
379,33.73042553,33.73319149,-84.38545455,-84.38181818,0,103390.4694,0,0.039961003,0,217.1416738,25204.598,31671.256,18737.938,34486.395,35914.1099674965,25579.5346971097
380,33.73042553,33.73319149,-84.38181818,-84.37818182,0,103389.283,0,0.039933871,0,206.2636569,26350.95,34019.062,18682.834,31765.285,35914.1099674965,25579.5346971097
381,33.73042553,33.73319149,-84.37818182,-84.37454545,0,103387.9879,0,0.039904249,0,194.3873634,29140.316,39586.64,18693.992,38172.82,35914.1099674965,25579.5346971097
382,33.73042553,33.73319149,-84.37454545,-84.37090909,0,103387.9879,0,0.039904249,0,194.3873634,29140.316,39586.64,18693.992,38172.82,20803.0421072444,42064.5484731516
383,33.73042553,33.73319149,-84.37090909,-84.36727273,0,103387.9879,0,0.039904249,0,194.3873634,29140.316,39586.64,18693.992,38172.82,193992.273013947,25579.5346971097
384,33.73042553,33.73319149,-84.36727273,-84.36363636,0,103387.9879,0,0.039904249,0,194.3873634,29140.316,39586.64,18693.992,38172.82,24881.4727816554,25579.5346971097
385,33.73042553,33.73319149,-84.36363636,-84.36,0,103386.8427,0,0.039905466,0,200.2160675,28835.105,38968.28,18701.928,38922.92,24881.4727816554,25579.5346971097
386,33.73042553,33.73319149,-84.36,-84.35636364,0,103383.8922,0,0.039908601,0,215.2327864,27996.262,37270.13,18722.396,39357.492,24881.4727816554,25579.5346971097
387,33.73042553,33.73319149,-84.35636364,-84.35272727,0,103383.8922,0,0.039908601,0,215.2327864,27996.262,37270.13,18722.396,39357.492,35914.1099674965,25579.5346971097
388,33.73042553,33.73319149,-84.35272727,-84.34909091,0,103383.5227,0,0.039909969,0,201.5246884,27554.715,36383.8,18725.629,40273.953,35914.1099674965,25579.5346971097
389,33.73042553,33.73319149,-84.34909091,-84.34545455,0,102988.5733,406.5921688,0.039767104,0.000151742,0,24848.613,30924.088,18773.14,52399.246,2430.69464960961,25579.5346971097
390,33.73042553,33.73319149,-84.34545455,-84.34181818,0,102933.3902,464.1943505,0.039744015,0.000173239,0,24848.613,30924.088,18773.14,52399.246,2430.69464960961,23881
391,33.73042553,33.73319149,-84.34181818,-84.33818182,0,102984.3182,411.8891456,0.039765154,0.000153719,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
392,33.73042553,33.73319149,-84.33818182,-84.33454545,0,103355.208,35.22298822,0.039918254,0.0000131,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
393,33.73042553,33.73319149,-84.33454545,-84.33090909,0,103389.5924,0,0.039932507,0,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
394,33.73042553,33.73319149,-84.33090909,-84.32727273,0,103352.8024,32.03958352,0.039920692,0.0000211,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
395,33.73042553,33.73319149,-84.32727273,-84.32363636,0,103321.8774,58.97145404,0.03991076,0.0000389,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
396,33.73042553,33.73319149,-84.32363636,-84.32,0,103321.8774,58.97145404,0.03991076,0.0000389,0,24848.613,30924.088,18773.14,52399.246,35914.1099674965,25579.5346971097
397,33.73319149,33.73595745,-84.44,-84.43636364,0,103382.6742,0,0.039935186,0,200.2976909,24983.637,31005.623,18961.648,34168.93,35914.1099674965,25579.5346971097
398,33.73319149,33.73595745,-84.43636364,-84.43272727,0,103381.8034,0,0.03993471,0,204.4248664,25087.098,31233.26,18940.934,36208.14,35914.1099674965,25579.5346971097
399,33.73319149,33.73595745,-84.43272727,-84.42909091,0,103381.3484,0,0.039935156,0,204.4171029,25112.93,31305.906,18919.955,35988.99,35914.1099674965,25579.5346971097
400,33.73319149,33.73595745,-84.42909091,-84.42545455,0,103378.9105,0,0.039946505,0,176.4974032,25014.172,31266.191,18762.15,23359.305,35914.1099674965,25579.5346971097
401,33.73319149,33.73595745,-84.42545455,-84.42181818,0,103379.0383,0,0.039940601,0,176.5671526,24695.918,30744.443,18647.39,25548.336,35914.1099674965,25579.5346971097
402,33.73319149,33.73595745,-84.42181818,-84.41818182,0,103380.8786,0,0.039924102,0,198.6221322,24797.357,31075.252,18519.463,32467.809,35914.1099674965,25579.5346971097
403,33.73319149,33.73595745,-84.41818182,-84.41454545,0,103381.0257,0,0.039924474,0,197.6626068,24757.45,30995.188,18519.71,32233.809,35914.1099674965,25579.5346971097
404,33.73319149,33.73595745,-84.41454545,-84.41090909,0,103384.615,0,0.039915024,0,160.3657659,25483.48,32306.994,18659.969,42377.22,35914.1099674965,25579.5346971097
405,33.73319149,33.73595745,-84.41090909,-84.40727273,0,103388.0337,0,0.03990008,0,146.0472637,27352.771,36131.03,18574.512,42138.547,35914.1099674965,25579.5346971097
406,33.73319149,33.73595745,-84.40727273,-84.40363636,0,103387.5352,0,0.039870935,0,213.1032753,32349.77,46270.43,18429.111,28403.676,20803.0421072444,42064.5484731516
407,33.73319149,33.73595745,-84.40363636,-84.4,0,103384.2418,0,0.03989551,0,239.3572262,30134.738,41847.625,18421.854,26692.115,20803.0421072444,42064.5484731516
408,33.73319149,33.73595745,-84.4,-84.39636364,0,103382.0464,0,0.039928149,0,196.2047453,24470.504,30220.734,18720.271,35683.273,20803.0421072444,42064.5484731516
409,33.73319149,33.73595745,-84.39636364,-84.39272727,0,103383.4288,0,0.039927827,0,147.9065577,25096.945,30810.545,19383.344,39890.094,20803.0421072444,42064.5484731516
410,33.73319149,33.73595745,-84.39272727,-84.38909091,0,103383.4288,0,0.039927827,0,147.9065577,25096.945,30810.545,19383.344,39890.094,24881.4727816554,25579.5346971097
411,33.73319149,33.73595745,-84.38909091,-84.38545455,0,103388.171,0,0.039950172,0,194.5398402,24711.875,30747.58,18676.172,37969.516,24881.4727816554,25579.5346971097
412,33.73319149,33.73595745,-84.38545455,-84.38181818,0,103390.4694,0,0.039961003,0,217.1416738,25204.598,31671.256,18737.938,34486.395,35914.1099674965,25579.5346971097
413,33.73319149,33.73595745,-84.38181818,-84.37818182,0,103389.3159,0,0.039934622,0,206.5650645,26317.078,33951.484,18682.674,31966.777,35914.1099674965,25579.5346971097
414,33.73319149,33.73595745,-84.37818182,-84.37454545,0,103387.9879,0,0.039904249,0,194.3873634,29140.316,39586.64,18693.992,38172.82,54,25579.5346971097
415,33.73319149,33.73595745,-84.37454545,-84.37090909,0,103387.9879,0,0.039904249,0,194.3873634,29140.316,39586.64,18693.992,38172.82,54,23881
416,33.73319149,33.73595745,-84.37090909,-84.36727273,0,103387.9879,0,0.039904249,0,194.3873634,29140.316,39586.64,18693.992,38172.82,35914.1099674965,25579.5346971097
417,33.73319149,33.73595745,-84.36727273,-84.36363636,0,103387.9879,0,0.039904249,0,194.3873634,29140.316,39586.64,18693.992,38172.82,35914.1099674965,25579.5346971097
418,33.73319149,33.73595745,-84.36363636,-84.36,0,103387.8773,0,0.039904366,0,194.950184,29110.633,39526.508,18694.758,38242.84,35914.1099674965,25579.5346971097
