GEO_ID,NAME,AREALAND,AREAWATR,AREALAND_SQMI,AREAWATR_SQMI,INTPTLAT,INTPTLON
1400000US13063040512,Census Tract 405.12; Clayton County; Georgia,4517085,26050,1.744,0.01,33.5743855,-84.433311
1400000US13063040513,Census Tract 405.13; Clayton County; Georgia,6909341,113774,2.668,0.044,33.5584721,-84.4387615
1400000US13063040518,Census Tract 405.18; Clayton County; Georgia,3535573,1665,1.365,0.001,33.5103898,-84.3912997
1400000US13063040519,Census Tract 405.19; Clayton County; Georgia,1596802,18939,0.617,0.007,33.591583,-84.4176676
1400000US13063040521,Census Tract 405.21; Clayton County; Georgia,2623911,0,1.013,0,33.5697564,-84.3905399
1400000US13063040522,Census Tract 405.22; Clayton County; Georgia,4975830,2207,1.921,0.001,33.5869518,-84.4020462
1400000US13063040523,Census Tract 405.23; Clayton County; Georgia,2665218,1216,1.029,0,33.5599525,-84.4092722
1400000US13063040525,Census Tract 405.25; Clayton County; Georgia,2320310,20086,0.896,0.008,33.4980413,-84.3954969
1400000US13063040527,Census Tract 405.27; Clayton County; Georgia,2241254,75749,0.865,0.029,33.5402063,-84.4309787
1400000US13063040528,Census Tract 405.28; Clayton County; Georgia,2513753,48002,0.971,0.019,33.5315195,-84.4259784
1400000US13063040529,Census Tract 405.29; Clayton County; Georgia,2650969,46845,1.024,0.018,33.5317175,-84.4026047
1400000US13063040530,Census Tract 405.30; Clayton County; Georgia,3273565,40322,1.264,0.016,33.5295987,-84.4134617
1400000US13063040531,Census Tract 405.31; Clayton County; Georgia,763008,8430,0.295,0.003,33.6011275,-84.4247891
1400000US13063040532,Census Tract 405.32; Clayton County; Georgia,1091123,5784,0.421,0.002,33.5980823,-84.4143113
1400000US13063040533,Census Tract 405.33; Clayton County; Georgia,3219649,25508,1.243,0.01,33.5434188,-84.389761
1400000US13063040534,Census Tract 405.34; Clayton County; Georgia,2147893,0,0.829,0,33.5603246,-84.3961616
1400000US13063040535,Census Tract 405.35; Clayton County; Georgia,2078765,0,0.803,0,33.5350609,-84.3931633
1400000US13063040536,Census Tract 405.36; Clayton County; Georgia,2330276,21795,0.9,0.008,33.5277885,-84.381794
1400000US13063040537,Census Tract 405.37; Clayton County; Georgia,3535125,13948,1.365,0.005,33.504027,-84.4109848
1400000US13063040538,Census Tract 405.38; Clayton County; Georgia,1499262,2113,0.579,0.001,33.5149735,-84.4136715
1400000US13063040606,Census Tract 406.06; Clayton County; Georgia,24144779,765332,9.322,0.295,33.4677661,-84.3120126
1400000US13063040609,Census Tract 406.09; Clayton County; Georgia,9303784,100557,3.592,0.039,33.5439715,-84.3291756
1400000US13063040614,Census Tract 406.14; Clayton County; Georgia,11875108,2051394,4.585,0.792,33.5211092,-84.3048865
1400000US13063040615,Census Tract 406.15; Clayton County; Georgia,3200026,43938,1.236,0.017,33.5415715,-84.3039305
1400000US13063040617,Census Tract 406.17; Clayton County; Georgia,1080670,5687,0.417,0.002,33.5584265,-84.2673233
1400000US13063040623,Census Tract 406.23; Clayton County; Georgia,3386998,30787,1.308,0.012,33.4715329,-84.3552366
1400000US13063040624,Census Tract 406.24; Clayton County; Georgia,4859716,87578,1.876,0.034,33.4799858,-84.3607346
1400000US13063040625,Census Tract 406.25; Clayton County; Georgia,3231637,0,1.248,0,33.4581253,-84.3365663
1400000US13063040626,Census Tract 406.26; Clayton County; Georgia,4807950,0,1.856,0,33.4596307,-84.3584372
1400000US13063040627,Census Tract 406.27; Clayton County; Georgia,7518504,144794,2.903,0.056,33.5136193,-84.3387051
1400000US13063040628,Census Tract 406.28; Clayton County; Georgia,6004562,17703,2.318,0.007,33.4950808,-84.3181698
1400000US13063040629,Census Tract 406.29; Clayton County; Georgia,2221366,0,0.858,0,33.5452997,-84.3736161
1400000US13063040630,Census Tract 406.30; Clayton County; Georgia,3935371,29072,1.519,0.011,33.5514325,-84.3560253
1400000US13063040631,Census Tract 406.31; Clayton County; Georgia,12752854,156605,4.924,0.06,33.4943896,-84.3692579
1400000US13063040632,Census Tract 406.32; Clayton County; Georgia,2895522,3053,1.118,0.001,33.555154,-84.2826845
1400000US13063040633,Census Tract 406.33; Clayton County; Georgia,3364165,23390,1.299,0.009,33.5646875,-84.3018178
1400000US13063040634,Census Tract 406.34; Clayton County; Georgia,2579908,0,0.996,0,33.5260934,-84.3695559
1400000US13063040635,Census Tract 406.35; Clayton County; Georgia,4493261,19577,1.735,0.008,33.5158952,-84.3597201
1400000US13063040636,Census Tract 406.36; Clayton County; Georgia,27016212,1786620,10.431,0.69,33.3728629,-84.3854646
1400000US13063040637,Census Tract 406.37; Clayton County; Georgia,2153811,24649,0.832,0.01,33.442154,-84.330186
1400000US13063040638,Census Tract 406.38; Clayton County; Georgia,4101218,236152,1.583,0.091,33.4324266,-84.3885795
1400000US13063040639,Census Tract 406.39; Clayton County; Georgia,9644750,124097,3.724,0.048,33.4412749,-84.3710445
1400000US13063980000,Census Tract 9800; Clayton County; Georgia,14884228,0,5.747,0,33.6350092,-84.4323729
1400000US13065970100,Census Tract 9701; Clinch County; Georgia,774459936,4526537,299.021,1.748,31.0667367,-82.7730713
1400000US13065970200,Census Tract 9702; Clinch County; Georgia,1336369242,18776742,515.975,7.25,30.8352662,-82.6702248
1400000US13067030104,Census Tract 301.04; Cobb County; Georgia,4022239,6800,1.553,0.003,34.0724573,-84.6666857
1400000US13067030107,Census Tract 301.07; Cobb County; Georgia,4153468,1899,1.604,0.001,34.0705688,-84.6199271
1400000US13067030108,Census Tract 301.08; Cobb County; Georgia,16149472,927486,6.235,0.358,34.0345154,-84.7073487
1400000US13067030109,Census Tract 301.09; Cobb County; Georgia,11819527,1855263,4.564,0.716,34.064152,-84.7190243
1400000US13067030110,Census Tract 301.10; Cobb County; Georgia,6224461,83460,2.403,0.032,34.0429459,-84.6822275
1400000US13067030111,Census Tract 301.11; Cobb County; Georgia,8497793,1276229,3.281,0.493,34.0561685,-84.6644104
1400000US13067030112,Census Tract 301.12; Cobb County; Georgia,1432606,1293,0.553,0,34.0715341,-84.6525605
1400000US13067030113,Census Tract 301.13; Cobb County; Georgia,2187821,30698,0.845,0.012,34.0680926,-84.6391776
1400000US13067030220,Census Tract 302.20; Cobb County; Georgia,1815759,4162,0.701,0.002,34.0568459,-84.5606864
1400000US13067030233,Census Tract 302.33; Cobb County; Georgia,7063689,38153,2.727,0.015,33.9141042,-84.6082758
1400000US13067030235,Census Tract 302.35; Cobb County; Georgia,12441271,70098,4.804,0.027,33.9283947,-84.6793579
1400000US13067030236,Census Tract 302.36; Cobb County; Georgia,5212848,105198,2.013,0.041,33.9814336,-84.7237289
1400000US13067030240,Census Tract 302.40; Cobb County; Georgia,5829319,6090,2.251,0.002,34.0208839,-84.6583971
1400000US13067030241,Census Tract 302.41; Cobb County; Georgia,4800862,53605,1.854,0.021,34.0093157,-84.6617405
1400000US13067030242,Census Tract 302.42; Cobb County; Georgia,3628970,5678,1.401,0.002,34.0154237,-84.636263
1400000US13067030243,Census Tract 302.43; Cobb County; Georgia,3569439,14220,1.378,0.005,34.0075962,-84.6278459
1400000US13067030244,Census Tract 302.44; Cobb County; Georgia,7961710,33413,3.074,0.013,33.9981062,-84.6885166
1400000US13067030245,Census Tract 302.45; Cobb County; Georgia,2305552,31663,0.89,0.012,34.048113,-84.6315945
1400000US13067030246,Census Tract 302.46; Cobb County; Georgia,1913022,0,0.739,0,34.0385156,-84.6088896
1400000US13067030247,Census Tract 302.47; Cobb County; Georgia,2757692,10879,1.065,0.004,34.0425921,-84.5690036
1400000US13067030248,Census Tract 302.48; Cobb County; Georgia,6806089,136876,2.628,0.053,34.027749,-84.5614772
1400000US13067030249,Census Tract 302.49; Cobb County; Georgia,4932304,265715,1.904,0.103,33.9964041,-84.6117998
1400000US13067030250,Census Tract 302.50; Cobb County; Georgia,9203963,104859,3.554,0.04,33.9742875,-84.6378884
1400000US13067030251,Census Tract 302.51; Cobb County; Georgia,5248612,36775,2.027,0.014,33.9586268,-84.6270273
1400000US13067030252,Census Tract 302.52; Cobb County; Georgia,9648830,81983,3.725,0.032,33.973974,-84.6930963
1400000US13067030253,Census Tract 302.53; Cobb County; Georgia,9789494,15753,3.78,0.006,33.9572783,-84.6821778
1400000US13067030254,Census Tract 302.54; Cobb County; Georgia,1263805,12541,0.488,0.005,34.0615606,-84.6256328
1400000US13067030255,Census Tract 302.55; Cobb County; Georgia,3185907,6439,1.23,0.002,34.0594006,-84.6132845
1400000US13067030256,Census Tract 302.56; Cobb County; Georgia,8156423,69736,3.149,0.027,33.975085,-84.6024632
1400000US13067030257,Census Tract 302.57; Cobb County; Georgia,2291768,55109,0.885,0.021,33.9942198,-84.6004193
1400000US13067030258,Census Tract 302.58; Cobb County; Georgia,3697770,48274,1.428,0.019,34.0254274,-84.6086214
1400000US13067030259,Census Tract 302.59; Cobb County; Georgia,3038794,9772,1.173,0.004,34.0368452,-84.6190164
1400000US13067030260,Census Tract 302.60; Cobb County; Georgia,2560797,3487,0.989,0.001,34.0315703,-84.6394243
1400000US13067030261,Census Tract 302.61; Cobb County; Georgia,2018838,1544,0.779,0.001,34.041346,-84.6363649
1400000US13067030262,Census Tract 302.62; Cobb County; Georgia,7053139,27791,2.723,0.011,33.9331947,-84.6262778
1400000US13067030263,Census Tract 302.63; Cobb County; Georgia,6335753,68311,2.446,0.026,33.9409913,-84.655053
1400000US13067030264,Census Tract 302.64; Cobb County; Georgia,4596692,81272,1.775,0.031,33.9856605,-84.6622744
1400000US13067030265,Census Tract 302.65; Cobb County; Georgia,4366878,34746,1.686,0.013,33.9915642,-84.6468702
1400000US13067030266,Census Tract 302.66; Cobb County; Georgia,6918197,64015,2.671,0.025,34.0147673,-84.7238167
1400000US13067030267,Census Tract 302.67; Cobb County; Georgia,3652613,69506,1.41,0.027,34.0117643,-84.7033711
1400000US13067030268,Census Tract 302.68; Cobb County; Georgia,6720378,9953,2.595,0.004,33.9135913,-84.7072365
1400000US13067030269,Census Tract 302.69; Cobb County; Georgia,5067932,17214,1.957,0.007,33.914285,-84.6941394
1400000US13067030270,Census Tract 302.70; Cobb County; Georgia,4227537,0,1.632,0,33.913629,-84.635517
1400000US13067030271,Census Tract 302.71; Cobb County; Georgia,6189092,0,2.39,0,33.9103861,-84.6538898
1400000US13067030272,Census Tract 302.72; Cobb County; Georgia,1845608,33931,0.713,0.013,34.0724465,-84.582441
1400000US13067030273,Census Tract 302.73; Cobb County; Georgia,2691068,43569,1.039,0.017,34.0598553,-84.5706959
1400000US13067030274,Census Tract 302.74; Cobb County; Georgia,3430419,76152,1.324,0.029,34.0679172,-84.5972639
1400000US13067030275,Census Tract 302.75; Cobb County; Georgia,1176831,36309,0.454,0.014,34.0571302,-84.5882687
1400000US13067030276,Census Tract 302.76; Cobb County; Georgia,7156031,92993,2.763,0.036,33.9547647,-84.712198
1400000US13067030277,Census Tract 302.77; Cobb County; Georgia,3730855,44087,1.44,0.017,33.9585262,-84.7305642
1400000US13067030278,Census Tract 302.78; Cobb County; Georgia,13019811,112557,5.027,0.043,34.0216596,-84.587748
1400000US13067030319,Census Tract 303.19; Cobb County; Georgia,6903193,683956,2.665,0.264,33.9657259,-84.3959056
1400000US13067030322,Census Tract 303.22; Cobb County; Georgia,3679046,52252,1.42,0.02,34.0469993,-84.4472175
1400000US13067030324,Census Tract 303.24; Cobb County; Georgia,3778854,40655,1.459,0.016,34.0715256,-84.5008181
1400000US13067030326,Census Tract 303.26; Cobb County; Georgia,7092189,82265,2.738,0.032,34.0656798,-84.443664
1400000US13067030327,Census Tract 303.27; Cobb County; Georgia,4831740,21845,1.866,0.008,34.0249511,-84.4575396
1400000US13067030329,Census Tract 303.29; Cobb County; Georgia,4267367,34425,1.648,0.013,34.0004346,-84.4819319
1400000US13067030331,Census Tract 303.31; Cobb County; Georgia,6302660,84594,2.433,0.033,34.0016443,-84.4487328
1400000US13067030332,Census Tract 303.32; Cobb County; Georgia,3586978,63948,1.385,0.025,33.9852375,-84.4415196
1400000US13067030334,Census Tract 303.34; Cobb County; Georgia,3953905,35363,1.527,0.014,33.9714862,-84.426608
1400000US13067030335,Census Tract 303.35; Cobb County; Georgia,5177919,110396,1.999,0.043,34.0075935,-84.4120365
1400000US13067030337,Census Tract 303.37; Cobb County; Georgia,4555570,123097,1.759,0.048,33.9790594,-84.3993265
1400000US13067030340,Census Tract 303.40; Cobb County; Georgia,4283249,9517,1.654,0.004,34.0517167,-84.465787
1400000US13067030341,Census Tract 303.41; Cobb County; Georgia,4637317,2885,1.79,0.001,34.0637418,-84.4796959
1400000US13067030342,Census Tract 303.42; Cobb County; Georgia,4661436,143492,1.8,0.055,34.0505085,-84.4280278
1400000US13067030343,Census Tract 303.43; Cobb County; Georgia,4563653,92448,1.762,0.036,34.033716,-84.417613
1400000US13067030344,Census Tract 303.44; Cobb County; Georgia,2315056,22644,0.894,0.009,33.9075148,-84.4754314
1400000US13067030345,Census Tract 303.45; Cobb County; Georgia,4281262,64352,1.653,0.025,33.8976294,-84.468274
1400000US13067030346,Census Tract 303.46; Cobb County; Georgia,4134538,52797,1.596,0.02,34.0624052,-84.5377067
1400000US13067030347,Census Tract 303.47; Cobb County; Georgia,4561512,22041,1.761,0.009,34.0716402,-84.5458621
1400000US13067030348,Census Tract 303.48; Cobb County; Georgia,5315108,41263,2.052,0.016,34.0464588,-84.5459083
1400000US13067030349,Census Tract 303.49; Cobb County; Georgia,4194696,19522,1.62,0.008,34.0237239,-84.5380328
1400000US13067030350,Census Tract 303.50; Cobb County; Georgia,2440742,12455,0.942,0.005,34.0218541,-84.4767536
1400000US13067030351,Census Tract 303.51; Cobb County; Georgia,3141385,47383,1.213,0.018,33.9435293,-84.450985
1400000US13067030352,Census Tract 303.52; Cobb County; Georgia,8360656,290016,3.228,0.112,33.9369194,-84.4272688
1400000US13067030353,Census Tract 303.53; Cobb County; Georgia,2968921,71175,1.146,0.027,33.9134415,-84.4536934
1400000US13067030354,Census Tract 303.54; Cobb County; Georgia,5950587,213865,2.298,0.083,33.928059,-84.446541
1400000US13067030355,Census Tract 303.55; Cobb County; Georgia,1588395,74410,0.613,0.029,33.8818421,-84.4602191
1400000US13067030356,Census Tract 303.56; Cobb County; Georgia,2483009,246765,0.959,0.095,33.8892338,-84.4480402
1400000US13067030357,Census Tract 303.57; Cobb County; Georgia,2176788,8847,0.84,0.003,33.9988961,-84.4656727
1400000US13067030358,Census Tract 303.58; Cobb County; Georgia,3868983,7228,1.494,0.003,33.983964,-84.4699895
1400000US13067030359,Census Tract 303.59; Cobb County; Georgia,4046418,76041,1.562,0.029,34.0192143,-84.439655
1400000US13067030360,Census Tract 303.60; Cobb County; Georgia,2562579,68212,0.989,0.026,34.0211987,-84.4141967
1400000US13067030361,Census Tract 303.61; Cobb County; Georgia,5269697,42763,2.035,0.017,34.0339068,-84.5187871
1400000US13067030362,Census Tract 303.62; Cobb County; Georgia,3388888,13907,1.308,0.005,34.021202,-84.4950591
1400000US13067030363,Census Tract 303.63; Cobb County; Georgia,5130239,19442,1.981,0.008,34.0583095,-84.5097659
1400000US13067030364,Census Tract 303.64; Cobb County; Georgia,3334856,136406,1.288,0.053,34.0493113,-84.4953941
1400000US13067030365,Census Tract 303.65; Cobb County; Georgia,4140998,55046,1.599,0.021,33.956739,-84.4475506
1400000US13067030366,Census Tract 303.66; Cobb County; Georgia,3511719,24149,1.356,0.009,33.9714293,-84.4541656
1400000US13067030367,Census Tract 303.67; Cobb County; Georgia,2811501,19457,1.086,0.008,34.0351329,-84.4765802
1400000US13067030368,Census Tract 303.68; Cobb County; Georgia,2714367,15355,1.048,0.006,34.0279203,-84.4889103
1400000US13067030369,Census Tract 303.69; Cobb County; Georgia,3147349,104853,1.215,0.04,33.9972369,-84.4288057
1400000US13067030370,Census Tract 303.70; Cobb County; Georgia,4300337,115173,1.66,0.044,33.9904162,-84.4121739
1400000US13067030405,Census Tract 304.05; Cobb County; Georgia,4005714,0,1.547,0,33.9369589,-84.4922596
1400000US13067030407,Census Tract 304.07; Cobb County; Georgia,4302686,20829,1.661,0.008,33.9472881,-84.4806579
1400000US13067030408,Census Tract 304.08; Cobb County; Georgia,2347935,14357,0.907,0.006,33.9346665,-84.466767
1400000US13067030409,Census Tract 304.09; Cobb County; Georgia,3663792,6456,1.415,0.002,33.9655821,-84.4710691
1400000US13067030410,Census Tract 304.10; Cobb County; Georgia,4294328,11180,1.658,0.004,33.9591968,-84.4871763
1400000US13067030411,Census Tract 304.11; Cobb County; Georgia,1997458,3160,0.771,0.001,33.9371615,-84.5025541
1400000US13067030412,Census Tract 304.12; Cobb County; Georgia,2000219,5818,0.772,0.002,33.9279372,-84.5038913
1400000US13067030413,Census Tract 304.13; Cobb County; Georgia,1441033,0,0.556,0,33.9183927,-84.4753509
1400000US13067030414,Census Tract 304.14; Cobb County; Georgia,2457350,18830,0.949,0.007,33.9160389,-84.4925104
1400000US13067030505,Census Tract 305.05; Cobb County; Georgia,5226059,57159,2.018,0.022,33.9632907,-84.5068036
1400000US13067030506,Census Tract 305.06; Cobb County; Georgia,8003215,41208,3.09,0.016,33.9974216,-84.5386849
1400000US13067030507,Census Tract 305.07; Cobb County; Georgia,6091182,84766,2.352,0.033,34.0070818,-84.5138141
1400000US13067030508,Census Tract 305.08; Cobb County; Georgia,6059991,31619,2.34,0.012,33.9839024,-84.5213926
1400000US13067030509,Census Tract 305.09; Cobb County; Georgia,3521018,16597,1.359,0.006,34.0069599,-84.4957404
1400000US13067030510,Census Tract 305.10; Cobb County; Georgia,2223021,31825,0.858,0.012,33.9782867,-84.495491
1400000US13067030511,Census Tract 305.11; Cobb County; Georgia,4365168,0,1.685,0,33.9727972,-84.5179957
1400000US13067030602,Census Tract 306.02; Cobb County; Georgia,15969423,31474,6.166,0.012,33.9692855,-84.570859
1400000US13067030603,Census Tract 306.03; Cobb County; Georgia,5785181,67644,2.234,0.026,33.9935407,-84.5705241
1400000US13067030604,Census Tract 306.04; Cobb County; Georgia,3399063,92007,1.312,0.036,34.0011415,-84.552512
1400000US13067030700,Census Tract 307; Cobb County; Georgia,4307269,0,1.663,0,33.9598687,-84.5382553
1400000US13067030800,Census Tract 308; Cobb County; Georgia,6325712,3605,2.442,0.001,33.9397344,-84.5258982
1400000US13067030906,Census Tract 309.06; Cobb County; Georgia,4987884,50599,1.926,0.02,33.9301603,-84.5812007
1400000US13067030907,Census Tract 309.07; Cobb County; Georgia,5678731,0,2.193,0,33.939473,-84.5900316
1400000US13067030908,Census Tract 309.08; Cobb County; Georgia,2600656,0,1.004,0,33.898059,-84.6000892
1400000US13067030909,Census Tract 309.09; Cobb County; Georgia,3504509,27393,1.353,0.011,33.9073366,-84.5863344
1400000US13067030910,Census Tract 309.10; Cobb County; Georgia,1824425,0,0.704,0,33.9255647,-84.5613937
1400000US13067030911,Census Tract 309.11; Cobb County; Georgia,1591040,0,0.614,0,33.9181175,-84.5712725
1400000US13067030912,Census Tract 309.12; Cobb County; Georgia,5203820,2563,2.009,0.001,33.9399249,-84.5563214
1400000US13067031001,Census Tract 310.01; Cobb County; Georgia,14358044,64594,5.544,0.025,33.9140637,-84.5138531
1400000US13067031004,Census Tract 310.04; Cobb County; Georgia,4166467,8814,1.609,0.003,33.8929788,-84.5559847
1400000US13067031005,Census Tract 310.05; Cobb County; Georgia,5065794,8926,1.956,0.003,33.8927977,-84.5830911
1400000US13067031006,Census Tract 310.06; Cobb County; Georgia,1995218,0,0.77,0,33.9067538,-84.5527644
1400000US13067031007,Census Tract 310.07; Cobb County; Georgia,2736219,0,1.056,0,33.9110589,-84.5626895
1400000US13067031101,Census Tract 311.01; Cobb County; Georgia,3329288,0,1.285,0,33.8927434,-84.5284027
1400000US13067031110,Census Tract 311.10; Cobb County; Georgia,2704162,0,1.044,0,33.8768783,-84.5232851
1400000US13067031111,Census Tract 311.11; Cobb County; Georgia,1955628,0,0.755,0,33.8795362,-84.5002382
1400000US13067031112,Census Tract 311.12; Cobb County; Georgia,4085328,0,1.577,0,33.8669361,-84.5087129
1400000US13067031113,Census Tract 311.13; Cobb County; Georgia,1094201,4879,0.422,0.002,33.9030531,-84.4940806
1400000US13067031114,Census Tract 311.14; Cobb County; Georgia,2815964,9701,1.087,0.004,33.8912084,-84.48562
1400000US13067031115,Census Tract 311.15; Cobb County; Georgia,3663348,11227,1.414,0.004,33.8752006,-84.5514728
1400000US13067031116,Census Tract 311.16; Cobb County; Georgia,2739123,0,1.058,0,33.8848484,-84.5424899
1400000US13067031117,Census Tract 311.17; Cobb County; Georgia,5997324,94273,2.316,0.036,33.8584711,-84.5512277
1400000US13067031118,Census Tract 311.18; Cobb County; Georgia,5065714,46123,1.956,0.018,33.8554556,-84.5269135
1400000US13067031119,Census Tract 311.19; Cobb County; Georgia,4237039,69800,1.636,0.027,33.8739171,-84.5760121
1400000US13067031120,Census Tract 311.20; Cobb County; Georgia,4705852,7212,1.817,0.003,33.8536821,-84.5768047
1400000US13067031121,Census Tract 311.21; Cobb County; Georgia,1004612,6625,0.388,0.003,33.8943861,-84.4980478
1400000US13067031122,Census Tract 311.22; Cobb County; Georgia,2341485,6546,0.904,0.003,33.8913573,-84.5114413
1400000US13067031207,Census Tract 312.07; Cobb County; Georgia,2775451,49508,1.072,0.019,33.8710765,-84.4701703
1400000US13067031209,Census Tract 312.09; Cobb County; Georgia,3407142,4863,1.316,0.002,33.8558432,-84.4944264
1400000US13067031212,Census Tract 312.12; Cobb County; Georgia,3992991,165031,1.542,0.064,33.8546655,-84.4647072
1400000US13067031213,Census Tract 312.13; Cobb County; Georgia,2596435,130416,1.002,0.05,33.8393641,-84.4683124
1400000US13067031214,Census Tract 312.14; Cobb County; Georgia,4636312,95702,1.79,0.037,33.8272257,-84.4759555
1400000US13067031215,Census Tract 312.15; Cobb County; Georgia,2662587,0,1.028,0,33.8381405,-84.4921868
1400000US13067031216,Census Tract 312.16; Cobb County; Georgia,1409362,8510,0.544,0.003,33.86659,-84.488867
1400000US13067031217,Census Tract 312.17; Cobb County; Georgia,2220705,15387,0.857,0.006,33.8768216,-84.4849758
1400000US13067031218,Census Tract 312.18; Cobb County; Georgia,912636,17356,0.352,0.007,33.8625998,-84.4746031
1400000US13067031219,Census Tract 312.19; Cobb County; Georgia,572921,3809,0.221,0.001,33.8569667,-84.4771181
1400000US13067031220,Census Tract 312.20; Cobb County; Georgia,1972918,36928,0.762,0.014,33.845068,-84.5083032
1400000US13067031221,Census Tract 312.21; Cobb County; Georgia,4595614,0,1.774,0,33.8337249,-84.5088667
1400000US13067031306,Census Tract 313.06; Cobb County; Georgia,5539411,2515,2.139,0.001,33.827175,-84.5907695
1400000US13067031308,Census Tract 313.08; Cobb County; Georgia,6403618,16824,2.472,0.006,33.8057144,-84.5835878
1400000US13067031314,Census Tract 313.14; Cobb County; Georgia,8247496,82612,3.184,0.032,33.8129949,-84.5158661
1400000US13067031315,Census Tract 313.15; Cobb County; Georgia,7207468,19392,2.783,0.007,33.8240864,-84.535442
1400000US13067031316,Census Tract 313.16; Cobb County; Georgia,6438016,143662,2.486,0.055,33.7972152,-84.530541
1400000US13067031317,Census Tract 313.17; Cobb County; Georgia,6176430,0,2.385,0,33.8013587,-84.5544585
1400000US13067031318,Census Tract 313.18; Cobb County; Georgia,2788606,15098,1.077,0.006,33.7863383,-84.5604073
1400000US13067031319,Census Tract 313.19; Cobb County; Georgia,5411565,62956,2.089,0.024,33.7730622,-84.542881
1400000US13067031320,Census Tract 313.20; Cobb County; Georgia,2018328,0,0.779,0,33.7781145,-84.5861869
1400000US13067031321,Census Tract 313.21; Cobb County; Georgia,9642293,155411,3.723,0.06,33.7658488,-84.5739412
1400000US13067031322,Census Tract 313.22; Cobb County; Georgia,4174075,0,1.612,0,33.7916049,-84.6017859
1400000US13067031323,Census Tract 313.23; Cobb County; Georgia,3848790,2518,1.486,0.001,33.8059134,-84.6079351
1400000US13067031324,Census Tract 313.24; Cobb County; Georgia,6565087,5750,2.535,0.002,33.8348391,-84.5568121
1400000US13067031325,Census Tract 313.25; Cobb County; Georgia,3787124,20374,1.462,0.008,33.843181,-84.5576225
1400000US13067031409,Census Tract 314.09; Cobb County; Georgia,13498216,11929,5.212,0.005,33.8372094,-84.6426281
1400000US13067031410,Census Tract 314.10; Cobb County; Georgia,4179770,0,1.614,0,33.8806746,-84.6033584
1400000US13067031411,Census Tract 314.11; Cobb County; Georgia,5948299,0,2.297,0,33.8653647,-84.6209497
1400000US13067031412,Census Tract 314.12; Cobb County; Georgia,4040315,0,1.56,0,33.8577837,-84.6031847
1400000US13067031413,Census Tract 314.13; Cobb County; Georgia,2195006,0,0.847,0,33.8495653,-84.6167465
1400000US13067031414,Census Tract 314.14; Cobb County; Georgia,5743746,43856,2.218,0.017,33.8360567,-84.6007976
1400000US13067031415,Census Tract 314.15; Cobb County; Georgia,3040008,12326,1.174,0.005,33.8326387,-84.6186135
1400000US13067031416,Census Tract 314.16; Cobb County; Georgia,9759830,31387,3.768,0.012,33.8295928,-84.67321
1400000US13067031417,Census Tract 314.17; Cobb County; Georgia,4618675,0,1.783,0,33.8112452,-84.6381022
1400000US13067031506,Census Tract 315.06; Cobb County; Georgia,9308891,14760,3.594,0.006,33.8774058,-84.66583
1400000US13067031507,Census Tract 315.07; Cobb County; Georgia,3969777,0,1.533,0,33.8666958,-84.6473056
1400000US13067031510,Census Tract 315.10; Cobb County; Georgia,3933175,33296,1.519,0.013,33.8833004,-84.6460122
1400000US13067031511,Census Tract 315.11; Cobb County; Georgia,12073220,21515,4.661,0.008,33.8585434,-84.7121624
1400000US13067031512,Census Tract 315.12; Cobb County; Georgia,12561094,28338,4.85,0.011,33.8259984,-84.697061
1400000US13067031513,Census Tract 315.13; Cobb County; Georgia,6756910,5541,2.609,0.002,33.8527257,-84.6826678
1400000US13067031514,Census Tract 315.14; Cobb County; Georgia,2957538,0,1.142,0,33.872402,-84.6880263
1400000US13067031515,Census Tract 315.15; Cobb County; Georgia,8842387,32599,3.414,0.013,33.8993367,-84.7134913
1400000US13067031516,Census Tract 315.16; Cobb County; Georgia,3347393,69858,1.292,0.027,33.8854925,-84.6959487
1400000US13067031517,Census Tract 315.17; Cobb County; Georgia,3750741,33058,1.448,0.013,33.8969345,-84.6154241
1400000US13067031518,Census Tract 315.18; Cobb County; Georgia,3843181,0,1.484,0,33.8844443,-84.6327236
1400000US13069010100,Census Tract 101; Coffee County; Georgia,323467804,7107327,124.892,2.744,31.6831279,-82.9024926
1400000US13069010200,Census Tract 102; Coffee County; Georgia,257239186,3900433,99.321,1.506,31.6070079,-82.7422568
1400000US13069010301,Census Tract 103.01; Coffee County; Georgia,204953684,1009742,79.133,0.39,31.4677406,-82.691187
1400000US13069010302,Census Tract 103.02; Coffee County; Georgia,68923298,456396,26.611,0.176,31.5415179,-82.6425155
1400000US13069010401,Census Tract 104.01; Coffee County; Georgia,14898305,219429,5.752,0.085,31.535541,-82.8313348
1400000US13069010402,Census Tract 104.02; Coffee County; Georgia,17594741,206047,6.793,0.08,31.5211057,-82.8028461
1400000US13069010500,Census Tract 105; Coffee County; Georgia,43584974,1012057,16.828,0.391,31.5450683,-82.8867978
1400000US13069010600,Census Tract 106; Coffee County; Georgia,358997478,9313875,138.61,3.596,31.5128477,-83.0119626
1400000US13069010701,Census Tract 107.01; Coffee County; Georgia,44359350,892158,17.127,0.344,31.4815736,-82.886938
1400000US13069010702,Census Tract 107.02; Coffee County; Georgia,43530484,673652,16.807,0.26,31.4300526,-82.9148817
1400000US13069010801,Census Tract 108.01; Coffee County; Georgia,87244134,1011901,33.685,0.391,31.424169,-82.8009061
1400000US13069010802,Census Tract 108.02; Coffee County; Georgia,69119984,1139679,26.687,0.44,31.4327794,-82.7641805
