Grid ID,Min Lat,Max Lat,Min Long,Max Long,NAMELSAD,AREALAND,AREAWATR,AREALAND_SQMI,AREAWATR_SQMI,total_population,"Ride Count (Average, NYC Norm)","Ride Count (Model 1, NYC Norm)","Ride Count (Model 2, NYC Norm)","Ride Count (Average, ATL Norm)","Ride Count (Model 1, ATL Norm)","Ride Count (Model 2, ATL Norm)"
114,33.70829787,33.71106383,-84.38909091,-84.38545455,0,102469.9953,947.617601,0.039563712,0.000373286,131.2904947,24917.684,31413.514,18421.854,23638.379,35104.7,12172.059
115,33.70829787,33.71106383,-84.38545455,-84.38181818,0,102193.158,1226.064496,0.039442708,0.000482972,74.94114474,24342.857,30002.738,18682.977,17869.48,20183.768,15555.192
116,33.70829787,33.71106383,-84.38181818,-84.37818182,0,102193.158,1226.064496,0.039442708,0.000482972,74.94114474,24342.857,30002.738,18682.977,17869.48,20183.768,15555.192
117,33.70829787,33.71106383,-84.37818182,-84.37454545,0,102273.3746,1144.823126,0.039474271,0.000450969,74.89410682,24333.602,29977.082,18690.123,19160.766,22110.156,16211.374
118,33.70829787,33.71106383,-84.37454545,-84.37090909,0,103242.553,178.3071744,0.039851838,6.84E-05,37.69810516,24538.73,30316.168,18761.291,32749.451,48027.027,17471.875
119,33.70829787,33.71106383,-84.37090909,-84.36727273,0,103405.8117,8.758928779,0.039913562,3.22E-06,3.084371952,24829.781,30887.068,18772.496,50801.965,78629.98,22973.955
120,33.70829787,33.71106383,-84.36727273,-84.36363636,0,103413.6642,0,0.039916452,0,0,24848.613,30924.088,18773.14,52399.246,80863.37,23935.127
121,33.70829787,33.71106383,-84.36363636,-84.36,0,103413.3107,0,0.039916839,0,71.73929377,25558.287,32694.72,18421.854,45936.336,73982.72,17889.951
122,33.70829787,33.71106383,-84.36,-84.35636364,0,103410.1784,0,0.039939241,0,122.8210644,24880.91,31199.44,18562.38,28007.688,40059.246,15956.129
123,33.70829787,33.71106383,-84.35636364,-84.35272727,0,103410.2203,0,0.039942838,0,116.4265761,25279.762,31843.074,18716.451,27761.182,38011.47,17510.895
124,33.70829787,33.71106383,-84.35272727,-84.34909091,0,103336.7744,77.57959286,0.039912867,2.96E-05,101.2626318,25115.984,31518.906,18713.06,29103.986,40780,17427.973
125,33.70829787,33.71106383,-84.34909091,-84.34545455,0,102759.9796,671.5523687,0.039677153,0.000256395,0,24848.613,30924.088,18773.14,52399.246,80863.37,23935.127
126,33.70829787,33.71106383,-84.34545455,-84.34181818,0,102762.773,655.755536,0.039675537,0.000247679,0,24848.613,30924.088,18773.14,52399.246,80863.37,23935.127
127,33.70829787,33.71106383,-84.34181818,-84.33818182,0,102765.693,639.2427966,0.039673849,0.000238568,0,24848.613,30924.088,18773.14,52399.246,80863.37,23935.127
128,33.70829787,33.71106383,-84.33818182,-84.33454545,0,102765.693,639.2427966,0.039673849,0.000238568,0,24848.613,30924.088,18773.14,52399.246,80863.37,23935.127
129,33.70829787,33.71106383,-84.33454545,-84.33090909,0,102765.693,639.2427966,0.039673849,0.000238568,0,24848.613,30924.088,18773.14,52399.246,80863.37,23935.127
130,33.70829787,33.71106383,-84.33090909,-84.32727273,0,102761.6336,662.1993252,0.039676196,0.000251235,0,24848.613,30924.088,18773.14,52399.246,80863.37,23935.127
131,33.70829787,33.71106383,-84.32727273,-84.32363636,0,102759.9796,671.5523687,0.039677153,0.000256395,0,24848.613,30924.088,18773.14,52399.246,80863.37,23935.127
132,33.70829787,33.71106383,-84.32363636,-84.32,0,103192.6061,227.4139612,0.039849799,8.91E-05,0,24848.613,30924.088,18773.14,52399.246,80863.37,23935.127
133,33.71106383,33.71382979,-84.44,-84.43636364,0,103416.9368,0,0.039919258,0,115.8002862,24217.725,29589.96,18845.488,22651.92,29276.47,16027.37
134,33.71106383,33.71382979,-84.43636364,-84.43272727,0,103418.189,0,0.039917855,0,130.1655314,24231.137,29576.643,18885.629,23567.525,30517.227,16617.824
135,33.71106383,33.71382979,-84.43272727,-84.42909091,0,103418.1913,0,0.039917853,0,130.1910951,24231.158,29576.615,18885.701,23570.625,30521.3,16619.947
136,33.71106383,33.71382979,-84.42909091,-84.42545455,0,103416.0516,0,0.039924603,0,122.3712495,24389.164,29885.166,18893.16,18887.268,20833.977,16940.559
137,33.71106383,33.71382979,-84.42545455,-84.42181818,0,103412.4021,0,0.039936116,0,109.0336383,25398.023,31890.18,18905.867,24559.512,31600.896,17518.127
138,33.71106383,33.71382979,-84.42181818,-84.41818182,0,103412.4021,0,0.039936116,0,109.0336383,25398.023,31890.18,18905.867,24559.512,31600.896,17518.127
139,33.71106383,33.71382979,-84.41818182,-84.41454545,0,103409.2657,0,0.039925718,0,116.1646799,24746.852,30736.059,18757.643,28262.975,39559.617,16966.332
140,33.71106383,33.71382979,-84.41454545,-84.41090909,0,103409.2394,0,0.039925631,0,116.2244553,24743.777,30729.844,18757.713,28635.297,40309.73,16960.863
141,33.71106383,33.71382979,-84.41090909,-84.40727273,0,103409.2394,0,0.039925631,0,116.2244553,24743.777,30729.844,18757.713,28635.297,40309.73,16960.863
142,33.71106383,33.71382979,-84.40727273,-84.40363636,0,103409.2394,0,0.039925631,0,116.2244553,24743.777,30729.844,18757.713,28635.297,40309.73,16960.863
143,33.71106383,33.71382979,-84.40363636,-84.4,0,103409.8069,0,0.039932405,0,141.4588394,24577.086,30548.064,18606.105,19997.666,26239.602,13755.731
144,33.71106383,33.71382979,-84.4,-84.39636364,0,103412.0576,0,0.039959272,0,241.5425399,24479.133,30518.217,18440.047,25291.207,46431.07,4151.345
145,33.71106383,33.71382979,-84.39636364,-84.39272727,0,103412.0958,0,0.039962927,0,259.5471472,25148.643,31887.533,18409.752,26544.15,50400.824,2687.4778
146,33.71106383,33.71382979,-84.39272727,-84.38909091,0,103412.1354,0,0.039975515,0,323.0600449,36015.035,53975.504,18054.568,33152.074,65345.465,958.68744
147,33.71106383,33.71382979,-84.38909091,-84.38545455,0,102843.9293,569.0359766,0.039699302,0.000224155,143.5545972,25873.82,33325.79,18421.854,36318.5,61963.625,10673.376
148,33.71106383,33.71382979,-84.38545455,-84.38181818,0,102463.8861,951.9567826,0.03954071,0.000374995,83.44222237,24500.848,30333.695,18667.998,22473.918,28764.375,16183.46
149,33.71106383,33.71382979,-84.38181818,-84.37818182,0,102193.158,1226.064496,0.039442708,0.000482972,74.94114474,24342.857,30002.738,18682.977,17869.48,20183.768,15555.192
150,33.71106383,33.71382979,-84.37818182,-84.37454545,0,102981.1724,427.9556478,0.039752773,0.000168581,74.48549712,24677.172,30434.77,18919.576,33097.125,44109.633,22084.613
151,33.71106383,33.71382979,-84.37454545,-84.37090909,0,103411.4092,0,0.039917037,0,16.82762589,24552.777,30328.314,18777.242,40118.773,59385.617,20851.926
152,33.71106383,33.71382979,-84.37090909,-84.36727273,0,103413.397,0,0.039917128,0,3.485529972,24880.441,30988.33,18772.55,51495.633,79656.69,23334.58
153,33.71106383,33.71382979,-84.36727273,-84.36363636,0,103409.7971,0,0.039926274,0,50.51337505,25215.43,31666.545,18764.316,39933.38,60046.234,19820.523
