date,station,lon,lat,tmpf,relh,sped,vsby
2019-10-04,jrb,-74.009,40.7012,62.04761904761905,73.23380952380951,4.873809523809523,10.0
2019-10-04,nyc,-73.9693,40.779,58.87567567567568,81.78567567567568,4.071621621621622,6.054054054054054
2019-10-05,jrb,-74.009,40.7012,62.04761904761905,73.23380952380951,4.873809523809523,10.0
2019-10-05,nyc,-73.9693,40.779,52.0,53.25875,5.941666666666666,10.0
2019-10-06,jrb,-74.009,40.7012,62.04761904761905,73.23380952380951,4.873809523809523,10.0
2019-10-06,nyc,-73.9693,40.779,62.68181818181818,68.90772727272727,2.5090909090909093,9.818181818181818
2019-10-07,jrb,-74.009,40.7012,71.0,78.28,0.0,10.0
2019-10-07,nyc,-73.9693,40.779,71.76190476190476,68.45857142857143,3.2857142857142856,9.761904761904763
2019-10-08,jrb,-74.009,40.7012,60.05,73.07,10.18828125,9.203125
2019-10-08,nyc,-73.9693,40.779,60.27428571428571,80.456,6.308571428571429,7.9714285714285715
2019-10-09,jrb,-74.009,40.7012,57.222988505747125,72.31954022988506,13.614942528735632,6.568965517241379
2019-10-09,nyc,-73.9693,40.779,55.37647058823529,76.37823529411764,10.180882352941175,7.007352941176471
2019-10-10,jrb,-74.009,40.7012,59.78297872340426,64.03106382978723,9.51808510638298,9.787234042553191
2019-10-10,nyc,-73.9693,40.779,58.56428571428571,58.76107142857143,8.994642857142857,10.0
2019-10-11,jrb,-74.009,40.7012,59.18867924528302,61.23207547169811,11.782075471698114,9.566037735849056
2019-10-11,nyc,-73.9693,40.779,59.375,45.53,9.535416666666666,10.0
2019-10-12,jrb,-74.009,40.7012,59.292,67.741,7.521,9.54
2019-10-12,nyc,-73.9693,40.779,59.84,62.0212,4.324000000000001,10.0
2019-10-13,jrb,-74.009,40.7012,60.417647058823526,66.19088235294117,4.498529411764705,9.852941176470589
2019-10-13,nyc,-73.9693,40.779,59.78260869565217,61.46826086956521,2.9,10.0
2019-10-14,jrb,-74.009,40.7012,60.642105263157895,70.09929824561404,7.565789473684211,9.578947368421053
2019-10-14,nyc,-73.9693,40.779,62.74193548387097,67.19806451612902,2.411290322580645,10.0
2019-10-15,jrb,-74.009,40.7012,59.609756097560975,58.860243902439024,6.451219512195122,9.634146341463415
2019-10-15,nyc,-73.9693,40.779,58.17391304347826,48.95782608695652,3.1999999999999997,10.0
2019-10-16,jrb,-74.009,40.7012,58.96,74.30376470588234,9.768235294117646,9.576470588235294
2019-10-16,nyc,-73.9693,40.779,60.16410256410256,81.79615384615386,4.865384615384615,6.217948717948718
2019-10-17,jrb,-74.009,40.7012,56.566101694915254,70.70186440677966,13.99491525423729,10.0
2019-10-17,nyc,-73.9693,40.779,56.08235294117647,74.82735294117647,9.876470588235295,7.4338235294117645
2019-10-18,jrb,-74.009,40.7012,56.63636363636363,61.46636363636363,5.262121212121213,10.0
2019-10-18,nyc,-73.9693,40.779,53.19130434782609,56.33695652173913,9.15,10.0
2019-10-19,jrb,-74.009,40.7012,54.516129032258064,62.12903225806452,5.564516129032258,10.0
2019-10-19,nyc,-73.9693,40.779,51.8,56.0005,2.8175,10.0
2019-10-20,jrb,-74.009,40.7012,57.15,75.67921875,6.45078125,10.0
2019-10-20,nyc,-73.9693,40.779,54.74418604651163,84.35767441860466,4.894186046511628,5.773255813953488
2019-10-21,jrb,-74.009,40.7012,57.66808510638298,73.50425531914894,8.29468085106383,10.0
2019-10-21,nyc,-73.9693,40.779,54.87317073170732,79.09341463414634,6.114634146341463,9.512195121951219
2019-10-22,jrb,-74.009,40.7012,58.81578947368421,77.74605263157895,9.139473684210527,10.0
2019-10-22,nyc,-73.9693,40.779,57.65581395348837,84.03651162790698,4.305813953488372,6.843023255813954
2019-10-23,jrb,-74.009,40.7012,60.431372549019606,71.33901960784314,8.05,10.0
2019-10-23,nyc,-73.9693,40.779,60.85957446808511,81.17553191489361,5.431914893617021,6.180851063829787
2019-10-24,jrb,-74.009,40.7012,58.94285714285714,55.067142857142855,7.392857142857143,10.0
2019-10-24,nyc,-73.9693,40.779,58.0,41.902727272727276,2.665909090909091,10.0
2019-10-25,jrb,-74.009,40.7012,59.04516129032258,69.57032258064515,6.491935483870968,10.0
2019-10-25,nyc,-73.9693,40.779,58.34782608695652,64.04478260869566,3.65,9.826086956521738
2019-10-26,jrb,-74.009,40.7012,59.588235294117645,65.1020588235294,6.9338235294117645,10.0
2019-10-26,nyc,-73.9693,40.779,58.56521739130435,61.71217391304347,3.3000000000000003,10.0
2019-10-27,jrb,-74.009,40.7012,59.31525423728814,76.95,9.336440677966102,10.0
2019-10-27,nyc,-73.9693,40.779,61.03333333333334,88.64809523809524,5.038095238095238,5.982142857142857
2019-10-28,jrb,-74.009,40.7012,59.354285714285716,72.18714285714286,6.177142857142857,10.0
2019-10-28,nyc,-73.9693,40.779,59.03846153846154,72.22730769230769,3.45,10.0
2019-10-29,jrb,-74.009,40.7012,57.49189189189189,83.71243243243244,8.29864864864865,10.0
2019-10-29,nyc,-73.9693,40.779,56.81428571428571,89.42625,4.291964285714285,4.982142857142857
