station,date,lon,lat,weather_class
jrb,4/4/2019,-74.009,40.7012,bad
jrb,4/4/2019,-74.009,40.7012,good
nyc,4/4/2019,-73.9693,40.779,bad
jrb,4/4/2019,-74.009,40.7012,good
jrb,4/4/2019,-74.009,40.7012,good
nyc,4/4/2019,-73.9693,40.779,good
jrb,4/4/2019,-74.009,40.7012,good
nyc,4/4/2019,-73.9693,40.779,bad
jrb,4/4/2019,-74.009,40.7012,good
jrb,4/4/2019,-74.009,40.7012,good
jrb,4/4/2019,-74.009,40.7012,good
nyc,4/4/2019,-73.9693,40.779,bad
jrb,4/4/2019,-74.009,40.7012,good
jrb,4/4/2019,-74.009,40.7012,good
jrb,4/4/2019,-74.009,40.7012,good
nyc,4/4/2019,-73.9693,40.779,bad
jrb,4/4/2019,-74.009,40.7012,good
nyc,4/4/2019,-73.9693,40.779,bad
jrb,4/4/2019,-74.009,40.7012,bad
nyc,4/4/2019,-73.9693,40.779,bad
jrb,4/4/2019,-74.009,40.7012,bad
nyc,4/4/2019,-73.9693,40.779,bad
jrb,4/4/2019,-74.009,40.7012,bad
nyc,4/4/2019,-73.9693,40.779,bad
jrb,4/4/2019,-74.009,40.7012,bad
nyc,4/4/2019,-73.9693,40.779,bad
jrb,4/4/2019,-74.009,40.7012,good
jrb,4/5/2019,-74.009,40.7012,good
jrb,4/5/2019,-74.009,40.7012,good
jrb,4/5/2019,-74.009,40.7012,good
nyc,4/5/2019,-73.9693,40.779,bad
jrb,4/5/2019,-74.009,40.7012,good
jrb,4/5/2019,-74.009,40.7012,good
jrb,4/5/2019,-74.009,40.7012,good
jrb,4/5/2019,-74.009,40.7012,good
jrb,4/5/2019,-74.009,40.7012,good
nyc,4/5/2019,-73.9693,40.779,bad
jrb,4/5/2019,-74.009,40.7012,good
jrb,4/5/2019,-74.009,40.7012,good
nyc,4/5/2019,-73.9693,40.779,bad
jrb,4/5/2019,-74.009,40.7012,bad
nyc,4/5/2019,-73.9693,40.779,bad
jrb,4/5/2019,-74.009,40.7012,bad
jrb,4/5/2019,-74.009,40.7012,good
nyc,4/5/2019,-73.9693,40.779,bad
jrb,4/5/2019,-74.009,40.7012,bad
jrb,4/5/2019,-74.009,40.7012,good
nyc,4/5/2019,-73.9693,40.779,bad
jrb,4/5/2019,-74.009,40.7012,bad
jrb,4/5/2019,-74.009,40.7012,good
nyc,4/5/2019,-73.9693,40.779,bad
jrb,4/5/2019,-74.009,40.7012,bad
jrb,4/5/2019,-74.009,40.7012,good
nyc,4/5/2019,-73.9693,40.779,bad
jrb,4/5/2019,-74.009,40.7012,bad
nyc,4/5/2019,-73.9693,40.779,bad
jrb,4/5/2019,-74.009,40.7012,bad
nyc,4/5/2019,-73.9693,40.779,bad
jrb,4/5/2019,-74.009,40.7012,bad
nyc,4/5/2019,-73.9693,40.779,bad
jrb,4/5/2019,-74.009,40.7012,bad
nyc,4/5/2019,-73.9693,40.779,bad
jrb,4/5/2019,-74.009,40.7012,bad
nyc,4/5/2019,-73.9693,40.779,bad
jrb,4/5/2019,-74.009,40.7012,bad
nyc,4/5/2019,-73.9693,40.779,bad
jrb,4/5/2019,-74.009,40.7012,bad
nyc,4/5/2019,-73.9693,40.779,bad
jrb,4/5/2019,-74.009,40.7012,bad
nyc,4/5/2019,-73.9693,40.779,bad
jrb,4/5/2019,-74.009,40.7012,bad
nyc,4/5/2019,-73.9693,40.779,bad
jrb,4/5/2019,-74.009,40.7012,bad
nyc,4/5/2019,-73.9693,40.779,bad
jrb,4/5/2019,-74.009,40.7012,bad
jrb,4/5/2019,-74.009,40.7012,good
jrb,4/5/2019,-74.009,40.7012,good
jrb,4/5/2019,-74.009,40.7012,good
jrb,4/5/2019,-74.009,40.7012,good
jrb,4/5/2019,-74.009,40.7012,good
nyc,4/5/2019,-73.9693,40.779,bad
jrb,4/5/2019,-74.009,40.7012,bad
nyc,4/5/2019,-73.9693,40.779,bad
nyc,4/5/2019,-73.9693,40.779,bad
jrb,4/5/2019,-74.009,40.7012,bad
jrb,4/5/2019,-74.009,40.7012,bad
jrb,4/5/2019,-74.009,40.7012,bad
nyc,4/5/2019,-73.9693,40.779,bad
jrb,4/5/2019,-74.009,40.7012,bad
nyc,4/5/2019,-73.9693,40.779,bad
nyc,4/5/2019,-73.9693,40.779,bad
nyc,4/5/2019,-73.9693,40.779,bad
nyc,4/5/2019,-73.9693,40.779,bad
nyc,4/5/2019,-73.9693,40.779,bad
jrb,4/5/2019,-74.009,40.7012,bad
jrb,4/5/2019,-74.009,40.7012,good
jrb,4/5/2019,-74.009,40.7012,good
nyc,4/5/2019,-73.9693,40.779,bad
jrb,4/5/2019,-74.009,40.7012,bad
nyc,4/5/2019,-73.9693,40.779,bad
jrb,4/5/2019,-74.009,40.7012,bad
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,bad
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,bad
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,bad
jrb,4/6/2019,-74.009,40.7012,bad
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,bad
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,bad
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,bad
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,bad
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,bad
nyc,4/6/2019,-73.9693,40.779,bad
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,bad
jrb,4/6/2019,-74.009,40.7012,bad
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,bad
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,bad
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,bad
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,bad
jrb,4/6/2019,-74.009,40.7012,bad
nyc,4/6/2019,-73.9693,40.779,good
jrb,4/6/2019,-74.009,40.7012,bad
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,good
jrb,4/6/2019,-74.009,40.7012,bad
nyc,4/6/2019,-73.9693,40.779,bad
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,bad
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,bad
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,bad
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,bad
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,bad
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,bad
nyc,4/6/2019,-73.9693,40.779,bad
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,bad
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,bad
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,bad
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,bad
jrb,4/6/2019,-74.009,40.7012,bad
nyc,4/6/2019,-73.9693,40.779,bad
jrb,4/6/2019,-74.009,40.7012,bad
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,bad
jrb,4/6/2019,-74.009,40.7012,bad
nyc,4/6/2019,-73.9693,40.779,bad
jrb,4/6/2019,-74.009,40.7012,bad
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,bad
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,bad
nyc,4/6/2019,-73.9693,40.779,bad
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,good
jrb,4/6/2019,-74.009,40.7012,bad
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,good
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,good
nyc,4/6/2019,-73.9693,40.779,good
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,good
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,good
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,good
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,good
jrb,4/6/2019,-74.009,40.7012,good
nyc,4/6/2019,-73.9693,40.779,good
jrb,4/6/2019,-74.009,40.7012,good
jrb,4/7/2019,-74.009,40.7012,good
jrb,4/7/2019,-74.009,40.7012,good
nyc,4/7/2019,-73.9693,40.779,good
jrb,4/7/2019,-74.009,40.7012,good
jrb,4/7/2019,-74.009,40.7012,good
nyc,4/7/2019,-73.9693,40.779,good
jrb,4/7/2019,-74.009,40.7012,good
nyc,4/7/2019,-73.9693,40.779,good
jrb,4/7/2019,-74.009,40.7012,good
nyc,4/7/2019,-73.9693,40.779,good
jrb,4/7/2019,-74.009,40.7012,good
nyc,4/7/2019,-73.9693,40.779,good
jrb,4/7/2019,-74.009,40.7012,good
jrb,4/7/2019,-74.009,40.7012,good
jrb,4/7/2019,-74.009,40.7012,good
jrb,4/7/2019,-74.009,40.7012,bad
nyc,4/7/2019,-73.9693,40.779,good
jrb,4/7/2019,-74.009,40.7012,bad
nyc,4/7/2019,-73.9693,40.779,good
jrb,4/7/2019,-74.009,40.7012,bad
jrb,4/7/2019,-74.009,40.7012,good
nyc,4/7/2019,-73.9693,40.779,good
jrb,4/7/2019,-74.009,40.7012,good
nyc,4/7/2019,-73.9693,40.779,good
jrb,4/7/2019,-74.009,40.7012,good
nyc,4/7/2019,-73.9693,40.779,good
jrb,4/7/2019,-74.009,40.7012,good
nyc,4/7/2019,-73.9693,40.779,good
jrb,4/7/2019,-74.009,40.7012,good
nyc,4/7/2019,-73.9693,40.779,good
jrb,4/7/2019,-74.009,40.7012,good
jrb,4/7/2019,-74.009,40.7012,good
jrb,4/7/2019,-74.009,40.7012,good
nyc,4/7/2019,-73.9693,40.779,good
jrb,4/7/2019,-74.009,40.7012,good
nyc,4/7/2019,-73.9693,40.779,good
jrb,4/7/2019,-74.009,40.7012,good
nyc,4/7/2019,-73.9693,40.779,good
jrb,4/7/2019,-74.009,40.7012,good
jrb,4/7/2019,-74.009,40.7012,good
nyc,4/7/2019,-73.9693,40.779,good
jrb,4/7/2019,-74.009,40.7012,good
jrb,4/7/2019,-74.009,40.7012,good
jrb,4/7/2019,-74.009,40.7012,good
nyc,4/7/2019,-73.9693,40.779,good
jrb,4/7/2019,-74.009,40.7012,good
nyc,4/7/2019,-73.9693,40.779,good
jrb,4/7/2019,-74.009,40.7012,good
nyc,4/7/2019,-73.9693,40.779,good
jrb,4/7/2019,-74.009,40.7012,good
nyc,4/7/2019,-73.9693,40.779,good
jrb,4/7/2019,-74.009,40.7012,good
nyc,4/7/2019,-73.9693,40.779,good
jrb,4/7/2019,-74.009,40.7012,good
nyc,4/7/2019,-73.9693,40.779,good
jrb,4/7/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,good
nyc,4/8/2019,-73.9693,40.779,good
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,good
nyc,4/8/2019,-73.9693,40.779,good
jrb,4/8/2019,-74.009,40.7012,good
nyc,4/8/2019,-73.9693,40.779,good
jrb,4/8/2019,-74.009,40.7012,good
nyc,4/8/2019,-73.9693,40.779,good
jrb,4/8/2019,-74.009,40.7012,good
nyc,4/8/2019,-73.9693,40.779,good
jrb,4/8/2019,-74.009,40.7012,bad
nyc,4/8/2019,-73.9693,40.779,bad
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,bad
nyc,4/8/2019,-73.9693,40.779,bad
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,bad
nyc,4/8/2019,-73.9693,40.779,bad
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,bad
nyc,4/8/2019,-73.9693,40.779,bad
jrb,4/8/2019,-74.009,40.7012,bad
nyc,4/8/2019,-73.9693,40.779,bad
jrb,4/8/2019,-74.009,40.7012,bad
nyc,4/8/2019,-73.9693,40.779,bad
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,bad
nyc,4/8/2019,-73.9693,40.779,bad
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,bad
nyc,4/8/2019,-73.9693,40.779,bad
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,bad
nyc,4/8/2019,-73.9693,40.779,bad
nyc,4/8/2019,-73.9693,40.779,bad
jrb,4/8/2019,-74.009,40.7012,bad
nyc,4/8/2019,-73.9693,40.779,bad
jrb,4/8/2019,-74.009,40.7012,bad
nyc,4/8/2019,-73.9693,40.779,bad
jrb,4/8/2019,-74.009,40.7012,bad
nyc,4/8/2019,-73.9693,40.779,bad
jrb,4/8/2019,-74.009,40.7012,bad
nyc,4/8/2019,-73.9693,40.779,bad
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,good
nyc,4/8/2019,-73.9693,40.779,bad
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,good
nyc,4/8/2019,-73.9693,40.779,bad
nyc,4/8/2019,-73.9693,40.779,bad
nyc,4/8/2019,-73.9693,40.779,bad
jrb,4/8/2019,-74.009,40.7012,bad
nyc,4/8/2019,-73.9693,40.779,bad
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,good
nyc,4/8/2019,-73.9693,40.779,bad
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,good
nyc,4/8/2019,-73.9693,40.779,bad
jrb,4/8/2019,-74.009,40.7012,bad
nyc,4/8/2019,-73.9693,40.779,bad
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,good
nyc,4/8/2019,-73.9693,40.779,good
jrb,4/8/2019,-74.009,40.7012,bad
nyc,4/8/2019,-73.9693,40.779,good
jrb,4/8/2019,-74.009,40.7012,good
nyc,4/8/2019,-73.9693,40.779,good
jrb,4/8/2019,-74.009,40.7012,good
nyc,4/8/2019,-73.9693,40.779,good
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,good
nyc,4/8/2019,-73.9693,40.779,good
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,good
nyc,4/8/2019,-73.9693,40.779,good
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,good
nyc,4/8/2019,-73.9693,40.779,good
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,bad
jrb,4/8/2019,-74.009,40.7012,bad
nyc,4/8/2019,-73.9693,40.779,good
jrb,4/8/2019,-74.009,40.7012,good
nyc,4/8/2019,-73.9693,40.779,good
jrb,4/8/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
nyc,4/9/2019,-73.9693,40.779,good
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,bad
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,bad
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,good
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,good
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,bad
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,bad
jrb,4/9/2019,-74.009,40.7012,bad
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
nyc,4/9/2019,-73.9693,40.779,bad
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,good
nyc,4/9/2019,-73.9693,40.779,bad
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,bad
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,bad
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,bad
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,bad
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,bad
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,bad
jrb,4/9/2019,-74.009,40.7012,good
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,bad
nyc,4/9/2019,-73.9693,40.779,bad
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,bad
jrb,4/9/2019,-74.009,40.7012,bad
jrb,4/9/2019,-74.009,40.7012,bad
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,bad
nyc,4/9/2019,-73.9693,40.779,bad
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,bad
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,bad
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,bad
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,bad
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,bad
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,bad
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,bad
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,good
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,bad
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,bad
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,bad
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,bad
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,good
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,good
jrb,4/9/2019,-74.009,40.7012,bad
nyc,4/9/2019,-73.9693,40.779,bad
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,bad
jrb,4/9/2019,-74.009,40.7012,bad
jrb,4/9/2019,-74.009,40.7012,bad
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,bad
jrb,4/9/2019,-74.009,40.7012,bad
jrb,4/9/2019,-74.009,40.7012,bad
nyc,4/9/2019,-73.9693,40.779,bad
jrb,4/9/2019,-74.009,40.7012,bad
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
nyc,4/10/2019,-73.9693,40.779,bad
jrb,4/10/2019,-74.009,40.7012,bad
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,bad
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
nyc,4/10/2019,-73.9693,40.779,bad
jrb,4/10/2019,-74.009,40.7012,bad
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
nyc,4/10/2019,-73.9693,40.779,bad
jrb,4/10/2019,-74.009,40.7012,bad
jrb,4/10/2019,-74.009,40.7012,good
nyc,4/10/2019,-73.9693,40.779,bad
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
nyc,4/10/2019,-73.9693,40.779,bad
jrb,4/10/2019,-74.009,40.7012,bad
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
nyc,4/10/2019,-73.9693,40.779,bad
jrb,4/10/2019,-74.009,40.7012,good
nyc,4/10/2019,-73.9693,40.779,bad
jrb,4/10/2019,-74.009,40.7012,bad
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
nyc,4/10/2019,-73.9693,40.779,bad
jrb,4/10/2019,-74.009,40.7012,bad
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
nyc,4/10/2019,-73.9693,40.779,good
jrb,4/10/2019,-74.009,40.7012,bad
nyc,4/10/2019,-73.9693,40.779,good
jrb,4/10/2019,-74.009,40.7012,bad
jrb,4/10/2019,-74.009,40.7012,good
nyc,4/10/2019,-73.9693,40.779,bad
jrb,4/10/2019,-74.009,40.7012,bad
nyc,4/10/2019,-73.9693,40.779,bad
jrb,4/10/2019,-74.009,40.7012,bad
nyc,4/10/2019,-73.9693,40.779,bad
jrb,4/10/2019,-74.009,40.7012,bad
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,bad
nyc,4/10/2019,-73.9693,40.779,good
jrb,4/10/2019,-74.009,40.7012,good
nyc,4/10/2019,-73.9693,40.779,good
jrb,4/10/2019,-74.009,40.7012,good
nyc,4/10/2019,-73.9693,40.779,good
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
nyc,4/10/2019,-73.9693,40.779,good
jrb,4/10/2019,-74.009,40.7012,good
nyc,4/10/2019,-73.9693,40.779,good
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
nyc,4/10/2019,-73.9693,40.779,good
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
nyc,4/10/2019,-73.9693,40.779,good
jrb,4/10/2019,-74.009,40.7012,good
nyc,4/10/2019,-73.9693,40.779,good
jrb,4/10/2019,-74.009,40.7012,good
nyc,4/10/2019,-73.9693,40.779,good
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
jrb,4/10/2019,-74.009,40.7012,good
nyc,4/10/2019,-73.9693,40.779,good
jrb,4/10/2019,-74.009,40.7012,good
nyc,4/10/2019,-73.9693,40.779,good
