station,date,lon,lat,tmpf,relh,sped,p01i,vsby,weather_class
jrb,2019-03-27,-74.009,40.7012,45.0,39.62,6.9,0.0,10.0,bad
nyc,2019-03-27,-73.9693,40.779,44.0,34.72,3.45,0.0,10.0,bad
jrb,2019-03-27,-74.009,40.7012,46.0,41.84,5.75,0.0,10.0,bad
nyc,2019-03-27,-73.9693,40.779,42.0,37.49,0.0,0.0,10.0,bad
jrb,2019-03-27,-74.009,40.7012,43.0,44.8,10.35,0.0,10.0,bad
nyc,2019-03-27,-73.9693,40.779,40.0,42.62,0.0,0.0,10.0,bad
jrb,2019-03-27,-74.009,40.7012,40.0,52.88,9.2,0.0,10.0,bad
nyc,2019-03-27,-73.9693,40.779,39.0,48.06,3.45,0.0,10.0,bad
jrb,2019-03-27,-74.009,40.7012,39.0,56.86,6.9,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,57.0,69.52,5.75,0.0,10.0,good
jrb,2019-03-28,-74.009,40.7012,57.0,69.52,9.2,0.0,10.0,good
jrb,2019-03-28,-74.009,40.7012,57.0,69.52,8.05,0.0,10.0,good
nyc,2019-03-28,-73.9693,40.779,38.0,54.6,0.0,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,38.0,59.36,9.2,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,57.0,69.52,4.6,0.0,10.0,good
nyc,2019-03-28,-73.9693,40.779,38.0,52.13,0.0,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,38.0,59.36,6.9,0.0,10.0,bad
nyc,2019-03-28,-73.9693,40.779,38.0,54.6,3.45,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,38.0,62.14,6.9,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,38.0,67.2,5.75,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,38.0,67.2,6.9,0.0,10.0,bad
nyc,2019-03-28,-73.9693,40.779,37.0,61.5,3.45,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,37.0,72.24,5.75,0.0,10.0,bad
nyc,2019-03-28,-73.9693,40.779,37.0,61.5,0.0,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,37.0,72.24,4.6,0.0,10.0,bad
nyc,2019-03-28,-73.9693,40.779,38.0,57.18,0.0,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,57.0,69.52,2.3,0.0,10.0,good
jrb,2019-03-28,-74.009,40.7012,37.0,72.24,3.45,0.0,10.0,bad
nyc,2019-03-28,-73.9693,40.779,37.0,64.38,0.0,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,36.0,75.15,3.45,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,57.0,69.52,0.0,0.0,10.0,good
nyc,2019-03-28,-73.9693,40.779,39.0,64.37,0.0,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,37.0,75.56,3.45,0.0,10.0,bad
nyc,2019-03-28,-73.9693,40.779,42.0,54.78,0.0,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,41.0,67.03,4.6,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,57.0,69.52,8.05,0.0,9.0,good
jrb,2019-03-28,-74.009,40.7012,57.0,69.52,9.2,0.0,9.0,good
nyc,2019-03-28,-73.9693,40.779,42.0,54.78,3.45,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,57.0,69.52,10.35,0.0,10.0,good
jrb,2019-03-28,-74.009,40.7012,44.0,59.5,10.35,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,57.0,69.52,11.5,0.0,10.0,good
nyc,2019-03-28,-73.9693,40.779,45.0,49.02,0.0,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,57.0,69.52,9.2,0.0,7.0,good
jrb,2019-03-28,-74.009,40.7012,46.0,53.37,9.2,0.0,7.0,bad
jrb,2019-03-28,-74.009,40.7012,57.0,69.52,8.05,0.0,7.0,good
jrb,2019-03-28,-74.009,40.7012,57.0,69.52,9.2,0.0,8.0,good
jrb,2019-03-28,-74.009,40.7012,46.4,53.0,9.2,0.0,8.0,bad
jrb,2019-03-28,-74.009,40.7012,57.0,69.52,8.05,0.0,8.0,good
nyc,2019-03-28,-73.9693,40.779,48.0,37.06,0.0,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,47.0,51.58,5.75,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,57.0,69.52,5.75,0.0,9.0,good
nyc,2019-03-28,-73.9693,40.779,49.0,42.32,3.45,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,49.0,49.63,6.9,0.0,10.0,bad
nyc,2019-03-28,-73.9693,40.779,50.0,43.92,0.0,0.0,10.0,good
jrb,2019-03-28,-74.009,40.7012,50.0,52.06,9.2,0.0,10.0,good
nyc,2019-03-28,-73.9693,40.779,52.0,34.72,3.45,0.0,10.0,good
jrb,2019-03-28,-74.009,40.7012,51.0,45.73,9.2,0.0,10.0,good
jrb,2019-03-28,-74.009,40.7012,57.0,69.52,12.65,0.0,10.0,good
nyc,2019-03-28,-73.9693,40.779,50.0,47.64,0.0,0.0,10.0,good
jrb,2019-03-28,-74.009,40.7012,49.0,49.63,12.65,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,57.0,69.52,12.65,0.0,9.0,good
jrb,2019-03-28,-74.009,40.7012,57.0,69.52,10.35,0.0,9.0,good
nyc,2019-03-28,-73.9693,40.779,48.0,49.49,0.0,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,49.0,54.24,8.05,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,57.0,69.52,11.5,0.0,8.0,good
jrb,2019-03-28,-74.009,40.7012,57.0,69.52,12.65,0.0,8.0,good
nyc,2019-03-28,-73.9693,40.779,47.0,53.5,5.75,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,46.0,65.52,8.05,0.0,10.0,bad
nyc,2019-03-28,-73.9693,40.779,46.0,60.49,0.0,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,45.0,70.53,9.2,0.0,10.0,bad
nyc,2019-03-28,-73.9693,40.779,46.0,65.52,3.45,0.0,10.0,bad
jrb,2019-03-28,-74.009,40.7012,45.0,73.37,3.45,0.0,10.0,bad
jrb,2019-03-29,-74.009,40.7012,57.0,69.52,2.3,0.0,10.0,good
jrb,2019-03-29,-74.009,40.7012,57.0,69.52,0.0,0.0,10.0,good
nyc,2019-03-29,-73.9693,40.779,47.0,65.63,0.0,0.0,10.0,bad
jrb,2019-03-29,-74.009,40.7012,46.0,70.64,0.0,0.0,10.0,bad
jrb,2019-03-29,-74.009,40.7012,57.0,69.52,4.6,0.0,10.0,good
jrb,2019-03-29,-74.009,40.7012,57.0,69.52,5.75,0.0,10.0,good
nyc,2019-03-29,-73.9693,40.779,49.0,56.23,4.6,0.0,10.0,bad
jrb,2019-03-29,-74.009,40.7012,46.0,65.52,4.6,0.0,10.0,bad
nyc,2019-03-29,-73.9693,40.779,49.0,51.89,3.45,0.0,10.0,bad
jrb,2019-03-29,-74.009,40.7012,47.0,58.47,5.75,0.0,10.0,bad
nyc,2019-03-29,-73.9693,40.779,50.0,52.06,0.0,,10.0,bad
jrb,2019-03-29,-74.009,40.7012,47.0,65.63,4.6,,10.0,bad
nyc,2019-03-29,-73.9693,40.779,49.0,58.75,0.0,0.0,10.0,bad
jrb,2019-03-29,-74.009,40.7012,47.0,68.27,5.75,,10.0,bad
nyc,2019-03-29,-73.9693,40.779,50.0,58.44,0.0,0.0,10.0,good
jrb,2019-03-29,-74.009,40.7012,47.0,70.73,4.6,0.0,10.0,bad
nyc,2019-03-29,-73.9693,40.779,51.0,58.36,0.0,0.0,10.0,good
jrb,2019-03-29,-74.009,40.7012,47.0,70.73,5.75,0.0,10.0,bad
nyc,2019-03-29,-73.9693,40.779,51.0,56.1,0.0,0.0,10.0,good
jrb,2019-03-29,-74.009,40.7012,48.0,67.87,5.75,0.0,10.0,bad
nyc,2019-03-29,-73.9693,40.779,50.0,56.39,0.0,0.0,10.0,good
jrb,2019-03-29,-74.009,40.7012,48.0,65.51,4.6,0.0,10.0,bad
jrb,2019-03-29,-74.009,40.7012,48.0,62.97,4.6,0.0,10.0,bad
nyc,2019-03-29,-73.9693,40.779,51.0,58.36,4.6,,10.0,bad
nyc,2019-03-29,-73.9693,40.779,52.0,56.45,0.0,,10.0,bad
jrb,2019-03-29,-74.009,40.7012,50.0,60.79,5.75,0.0,10.0,good
jrb,2019-03-29,-74.009,40.7012,57.0,69.52,10.35,0.0,10.0,good
nyc,2019-03-29,-73.9693,40.779,52.0,56.45,3.45,0.0,10.0,good
jrb,2019-03-29,-74.009,40.7012,50.0,62.98,5.75,0.0,10.0,good
jrb,2019-03-29,-74.009,40.7012,57.0,69.52,2.3,0.0,9.0,good
jrb,2019-03-29,-74.009,40.7012,57.0,69.52,0.0,0.0,9.0,good
nyc,2019-03-29,-73.9693,40.779,54.0,54.34,0.0,0.0,10.0,good
jrb,2019-03-29,-74.009,40.7012,51.0,63.12,0.0,0.0,10.0,good
nyc,2019-03-29,-73.9693,40.779,53.0,56.17,4.6,0.0,10.0,good
jrb,2019-03-29,-74.009,40.7012,52.0,61.06,4.6,0.0,10.0,good
jrb,2019-03-29,-74.009,40.7012,57.0,69.52,8.05,0.0,10.0,good
nyc,2019-03-29,-73.9693,40.779,55.0,52.4,3.45,0.0,10.0,good
jrb,2019-03-29,-74.009,40.7012,53.0,60.73,6.9,0.0,10.0,good
nyc,2019-03-29,-73.9693,40.779,56.0,52.94,4.6,0.0,10.0,good
jrb,2019-03-29,-74.009,40.7012,55.0,56.66,4.6,0.0,10.0,good
jrb,2019-03-29,-74.009,40.7012,57.0,69.52,12.65,0.0,10.0,good
jrb,2019-03-29,-74.009,40.7012,57.0,69.52,19.55,0.01,10.0,good
jrb,2019-03-29,-74.009,40.7012,57.0,69.52,8.05,0.01,10.0,good
jrb,2019-03-29,-74.009,40.7012,57.0,69.52,5.75,0.01,10.0,good
jrb,2019-03-29,-74.009,40.7012,57.0,69.52,4.6,0.02,10.0,bad
nyc,2019-03-29,-73.9693,40.779,58.0,51.02,0.0,0.0,10.0,good
jrb,2019-03-29,-74.009,40.7012,57.0,69.52,2.3,0.02,10.0,bad
jrb,2019-03-29,-74.009,40.7012,55.0,59.13,3.45,0.02,10.0,bad
jrb,2019-03-29,-74.009,40.7012,57.0,69.52,4.6,0.0,9.0,good
jrb,2019-03-29,-74.009,40.7012,57.0,69.52,9.2,0.0,9.0,good
nyc,2019-03-29,-73.9693,40.779,58.0,57.51,4.6,,10.0,bad
jrb,2019-03-29,-74.009,40.7012,57.0,69.52,5.75,0.0,9.0,good
jrb,2019-03-29,-74.009,40.7012,55.0,66.61,5.75,,9.0,bad
nyc,2019-03-29,-73.9693,40.779,57.0,59.4,0.0,,10.0,bad
jrb,2019-03-29,-74.009,40.7012,55.0,66.61,5.75,,10.0,bad
nyc,2019-03-29,-73.9693,40.779,59.0,57.66,0.0,,10.0,bad
jrb,2019-03-29,-74.009,40.7012,56.0,64.47,4.6,0.0,10.0,good
jrb,2019-03-29,-74.009,40.7012,57.0,69.52,9.2,0.0,10.0,good
nyc,2019-03-29,-73.9693,40.779,58.0,59.98,5.75,0.0,10.0,good
jrb,2019-03-29,-74.009,40.7012,56.0,66.72,5.75,0.0,10.0,good
nyc,2019-03-29,-73.9693,40.779,58.0,62.07,0.0,0.0,10.0,good
jrb,2019-03-29,-74.009,40.7012,56.0,66.72,3.45,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,57.0,69.52,4.6,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,57.0,69.52,2.3,0.0,10.0,good
nyc,2019-03-30,-73.9693,40.779,58.0,62.07,5.75,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,57.0,69.52,5.75,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,56.0,66.72,5.75,0.0,10.0,good
nyc,2019-03-30,-73.9693,40.779,58.0,62.07,0.0,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,57.0,69.52,0.0,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,53.0,71.4,3.45,0.0,10.0,bad
jrb,2019-03-30,-74.009,40.7012,52.0,74.35,3.45,0.0,10.0,bad
nyc,2019-03-30,-73.9693,40.779,57.0,64.12,3.45,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,55.0,71.6,0.0,0.0,10.0,bad
nyc,2019-03-30,-73.9693,40.779,58.0,64.47,0.0,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,53.0,73.89,3.45,0.0,10.0,bad
nyc,2019-03-30,-73.9693,40.779,56.0,69.3,3.45,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,56.0,69.3,0.0,0.0,10.0,good
nyc,2019-03-30,-73.9693,40.779,56.0,66.72,3.45,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,53.0,73.89,4.6,0.0,10.0,bad
nyc,2019-03-30,-73.9693,40.779,55.0,68.93,0.0,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,52.0,76.94,5.75,0.0,10.0,bad
nyc,2019-03-30,-73.9693,40.779,53.0,71.4,0.0,0.0,10.0,bad
jrb,2019-03-30,-74.009,40.7012,52.0,76.94,0.0,0.0,10.0,bad
jrb,2019-03-30,-74.009,40.7012,57.0,69.52,8.05,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,57.0,69.52,9.2,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,57.0,69.52,10.35,0.0,10.0,good
nyc,2019-03-30,-73.9693,40.779,54.0,69.09,0.0,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,51.0,76.86,10.35,0.0,10.0,bad
nyc,2019-03-30,-73.9693,40.779,52.0,74.35,3.45,0.0,10.0,bad
jrb,2019-03-30,-74.009,40.7012,57.0,69.52,11.5,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,50.0,76.76,10.35,0.0,10.0,bad
nyc,2019-03-30,-73.9693,40.779,52.0,71.28,3.45,0.0,10.0,bad
jrb,2019-03-30,-74.009,40.7012,50.0,76.76,6.9,0.0,10.0,bad
nyc,2019-03-30,-73.9693,40.779,54.0,63.98,4.6,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,52.0,71.28,0.0,0.0,10.0,bad
nyc,2019-03-30,-73.9693,40.779,57.0,57.38,5.75,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,55.0,66.61,6.9,0.0,10.0,good
nyc,2019-03-30,-73.9693,40.779,60.0,53.15,0.0,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,58.0,59.98,8.05,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,57.0,69.52,2.3,0.0,9.0,good
jrb,2019-03-30,-74.009,40.7012,57.0,69.52,10.35,0.0,9.0,good
nyc,2019-03-30,-73.9693,40.779,61.0,51.48,0.0,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,60.0,55.44,5.75,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,57.0,69.52,12.65,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,57.0,69.52,10.35,0.0,8.0,good
jrb,2019-03-30,-74.009,40.7012,57.0,69.52,12.65,0.0,8.0,good
nyc,2019-03-30,-73.9693,40.779,64.0,44.74,0.0,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,61.0,51.48,8.05,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,57.0,69.52,14.95,0.0,9.0,good
jrb,2019-03-30,-74.009,40.7012,57.0,69.52,5.75,0.0,9.0,good
jrb,2019-03-30,-74.009,40.7012,57.0,69.52,14.95,0.0,10.0,good
nyc,2019-03-30,-73.9693,40.779,67.0,38.76,0.0,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,64.0,46.32,6.9,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,57.0,69.52,8.05,0.0,9.0,good
jrb,2019-03-30,-74.009,40.7012,57.0,69.52,9.2,0.0,8.0,good
nyc,2019-03-30,-73.9693,40.779,67.0,38.76,4.6,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,62.0,49.52,6.9,0.0,10.0,good
nyc,2019-03-30,-73.9693,40.779,67.0,37.14,4.6,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,60.0,53.15,8.05,0.0,10.0,good
nyc,2019-03-30,-73.9693,40.779,65.0,39.82,6.9,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,57.0,69.52,4.6,0.0,8.0,good
jrb,2019-03-30,-74.009,40.7012,60.0,53.15,3.45,0.0,8.0,good
jrb,2019-03-30,-74.009,40.7012,57.0,69.52,4.6,0.0,9.0,good
jrb,2019-03-30,-74.009,40.7012,57.0,69.52,8.05,0.0,8.0,good
nyc,2019-03-30,-73.9693,40.779,64.0,42.88,0.0,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,60.0,55.44,6.9,0.0,8.0,good
jrb,2019-03-30,-74.009,40.7012,57.0,69.52,5.75,0.0,8.0,good
nyc,2019-03-30,-73.9693,40.779,60.0,51.35,4.6,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,57.0,61.95,0.0,0.0,10.0,good
nyc,2019-03-30,-73.9693,40.779,59.0,53.4,3.45,0.0,10.0,good
jrb,2019-03-30,-74.009,40.7012,56.0,61.81,0.0,0.0,10.0,good
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,2.3,0.0,10.0,good
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,0.0,0.0,10.0,good
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,5.75,0.0,10.0,good
nyc,2019-03-31,-73.9693,40.779,57.0,54.99,3.45,0.0,10.0,good
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,4.6,0.0,10.0,good
jrb,2019-03-31,-74.009,40.7012,55.0,61.69,4.6,0.0,10.0,good
nyc,2019-03-31,-73.9693,40.779,58.0,53.24,4.6,0.0,10.0,good
jrb,2019-03-31,-74.009,40.7012,54.0,63.98,0.0,0.0,10.0,good
nyc,2019-03-31,-73.9693,40.779,57.0,52.7,3.45,0.0,10.0,good
jrb,2019-03-31,-74.009,40.7012,54.0,61.32,0.0,0.0,10.0,good
nyc,2019-03-31,-73.9693,40.779,57.0,54.99,4.6,0.0,10.0,good
jrb,2019-03-31,-74.009,40.7012,54.0,66.24,0.0,0.0,10.0,good
nyc,2019-03-31,-73.9693,40.779,56.0,61.81,3.45,0.0,10.0,good
jrb,2019-03-31,-74.009,40.7012,53.0,71.4,0.0,0.0,10.0,bad
nyc,2019-03-31,-73.9693,40.779,55.0,68.93,5.75,0.0,10.0,good
jrb,2019-03-31,-74.009,40.7012,53.0,76.75,3.45,0.0,10.0,bad
nyc,2019-03-31,-73.9693,40.779,55.0,74.08,0.0,0.0,10.0,bad
jrb,2019-03-31,-74.009,40.7012,52.0,79.92,3.45,0.0,10.0,bad
nyc,2019-03-31,-73.9693,40.779,54.0,74.26,4.6,0.0,10.0,bad
jrb,2019-03-31,-74.009,40.7012,52.0,82.68,3.45,0.0,10.0,bad
jrb,2019-03-31,-74.009,40.7012,52.0,82.68,4.6,0.0,10.0,bad
nyc,2019-03-31,-73.9693,40.779,53.0,76.75,3.45,0.0,9.0,bad
nyc,2019-03-31,-73.9693,40.779,53.0,76.75,0.0,0.0,7.0,bad
jrb,2019-03-31,-74.009,40.7012,51.0,82.62,0.0,0.0,10.0,bad
nyc,2019-03-31,-73.9693,40.779,54.0,71.5,3.45,0.0,10.0,bad
nyc,2019-03-31,-73.9693,40.779,58.0,64.47,0.0,0.0,10.0,good
jrb,2019-03-31,-74.009,40.7012,55.0,74.08,5.75,0.0,10.0,bad
nyc,2019-03-31,-73.9693,40.779,61.0,57.72,0.0,0.0,7.0,good
jrb,2019-03-31,-74.009,40.7012,58.0,71.9,3.45,,10.0,bad
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,8.05,0.0,10.0,good
nyc,2019-03-31,-73.9693,40.779,64.0,57.91,3.45,,10.0,bad
jrb,2019-03-31,-74.009,40.7012,60.0,66.46,8.05,,10.0,bad
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,9.2,0.0,10.0,good
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,9.2,0.0,9.0,good
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,8.05,0.0,9.0,good
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,10.35,0.0,10.0,good
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,12.65,0.0,10.0,good
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,12.65,0.01,10.0,good
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,12.65,0.01,9.0,good
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,11.5,0.01,8.0,good
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,11.5,0.01,10.0,good
nyc,2019-03-31,-73.9693,40.779,61.0,75.2,0.0,0.04,4.0,bad
jrb,2019-03-31,-74.009,40.7012,58.0,80.67,11.5,0.01,10.0,bad
jrb,2019-03-31,-74.009,40.7012,57.2,82.12,12.65,0.0,10.0,bad
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,11.5,0.0,10.0,good
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,14.95,0.0,10.0,good
jrb,2019-03-31,-74.009,40.7012,57.2,82.12,13.8,0.0,10.0,bad
nyc,2019-03-31,-73.9693,40.779,60.8,72.2,6.9,,9.0,bad
nyc,2019-03-31,-73.9693,40.779,60.0,74.57,9.2,,9.0,bad
nyc,2019-03-31,-73.9693,40.779,58.0,69.52,0.0,0.01,9.0,good
jrb,2019-03-31,-74.009,40.7012,55.4,76.66,9.2,,10.0,bad
nyc,2019-03-31,-73.9693,40.779,52.0,76.94,10.35,0.01,7.0,bad
jrb,2019-03-31,-74.009,40.7012,54.0,76.83,3.45,,10.0,bad
jrb,2019-03-31,-74.009,40.7012,51.8,81.74,4.6,,10.0,bad
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,5.75,0.01,10.0,good
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,4.6,0.01,10.0,good
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,0.0,0.01,10.0,good
nyc,2019-03-31,-73.9693,40.779,49.0,70.95,4.6,,9.0,bad
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,4.6,0.02,10.0,bad
jrb,2019-03-31,-74.009,40.7012,49.0,79.98,5.75,0.02,10.0,bad
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,5.75,0.01,8.0,good
jrb,2019-03-31,-74.009,40.7012,48.2,81.47,5.75,0.01,8.0,bad
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,2.3,0.02,7.0,bad
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,4.6,0.02,8.0,bad
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,0.0,0.02,10.0,bad
nyc,2019-03-31,-73.9693,40.779,49.0,77.26,8.05,0.01,10.0,bad
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,4.6,0.03,10.0,bad
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,0.0,0.03,10.0,bad
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,2.3,0.03,10.0,bad
jrb,2019-03-31,-74.009,40.7012,48.2,81.47,3.45,0.03,10.0,bad
nyc,2019-03-31,-73.9693,40.779,49.0,60.88,11.5,0.01,10.0,bad
nyc,2019-03-31,-73.9693,40.779,49.0,60.88,0.0,0.01,10.0,bad
jrb,2019-03-31,-74.009,40.7012,57.0,69.52,5.75,0.03,10.0,bad
jrb,2019-03-31,-74.009,40.7012,48.0,73.38,6.9,0.03,10.0,bad
nyc,2019-03-31,-73.9693,40.779,50.0,56.39,6.9,,10.0,bad
jrb,2019-03-31,-74.009,40.7012,49.0,65.62,4.6,,10.0,bad
nyc,2019-03-31,-73.9693,40.779,50.0,47.64,9.2,0.0,10.0,good
jrb,2019-03-31,-74.009,40.7012,51.0,54.13,5.75,0.0,10.0,good
nyc,2019-03-31,-73.9693,40.779,48.0,43.77,11.5,0.0,10.0,bad
jrb,2019-03-31,-74.009,40.7012,49.0,47.85,3.45,0.0,10.0,bad
nyc,2019-03-31,-73.9693,40.779,46.0,43.44,6.9,0.0,10.0,bad
jrb,2019-03-31,-74.009,40.7012,46.0,51.03,3.45,0.0,10.0,bad
jrb,2019-04-01,-74.009,40.7012,57.0,69.52,2.3,0.0,10.0,good
jrb,2019-04-01,-74.009,40.7012,57.0,69.52,5.75,0.0,10.0,good
jrb,2019-04-01,-74.009,40.7012,57.0,69.52,4.6,0.0,10.0,good
jrb,2019-04-01,-74.009,40.7012,57.0,69.52,0.0,0.0,10.0,good
nyc,2019-04-01,-73.9693,40.779,45.0,45.12,6.9,0.0,10.0,bad
jrb,2019-04-01,-74.009,40.7012,45.0,51.08,3.45,0.0,10.0,bad
nyc,2019-04-01,-73.9693,40.779,44.0,44.98,9.2,0.0,10.0,bad
jrb,2019-04-01,-74.009,40.7012,44.0,52.86,5.75,0.0,10.0,bad
nyc,2019-04-01,-73.9693,40.779,42.0,48.56,0.0,0.0,10.0,bad
jrb,2019-04-01,-74.009,40.7012,42.0,52.78,4.6,0.0,10.0,bad
jrb,2019-04-01,-74.009,40.7012,57.0,69.52,8.05,0.0,10.0,good
nyc,2019-04-01,-73.9693,40.779,40.0,46.41,9.2,0.0,10.0,bad
jrb,2019-04-01,-74.009,40.7012,41.0,50.67,3.45,0.0,10.0,bad
nyc,2019-04-01,-73.9693,40.779,40.0,44.29,4.6,0.0,10.0,bad
jrb,2019-04-01,-74.009,40.7012,40.0,48.21,3.45,0.0,10.0,bad
nyc,2019-04-01,-73.9693,40.779,38.0,44.14,12.65,0.0,10.0,bad
jrb,2019-04-01,-74.009,40.7012,38.0,50.18,4.6,0.0,10.0,bad
nyc,2019-04-01,-73.9693,40.779,36.0,45.77,10.35,0.0,10.0,bad
jrb,2019-04-01,-74.009,40.7012,37.0,45.73,3.45,0.0,10.0,bad
nyc,2019-04-01,-73.9693,40.779,35.0,47.43,10.35,0.0,10.0,bad
jrb,2019-04-01,-74.009,40.7012,36.0,49.66,6.9,0.0,10.0,bad
jrb,2019-04-01,-74.009,40.7012,57.0,69.52,10.35,0.0,10.0,good
nyc,2019-04-01,-73.9693,40.779,35.0,45.22,9.2,0.0,10.0,bad
jrb,2019-04-01,-74.009,40.7012,35.0,53.49,4.6,0.0,10.0,bad
nyc,2019-04-01,-73.9693,40.779,34.0,47.25,8.05,0.0,10.0,bad
jrb,2019-04-01,-74.009,40.7012,35.0,51.47,5.75,0.0,10.0,bad
nyc,2019-04-01,-73.9693,40.779,33.0,47.1,8.05,0.0,10.0,bad
jrb,2019-04-01,-74.009,40.7012,34.0,55.88,5.75,0.0,10.0,bad
nyc,2019-04-01,-73.9693,40.779,33.0,47.1,10.35,0.0,10.0,bad
jrb,2019-04-01,-74.009,40.7012,35.0,53.49,6.9,0.0,10.0,bad
jrb,2019-04-01,-74.009,40.7012,57.0,69.52,10.35,0.01,10.0,good
jrb,2019-04-01,-74.009,40.7012,57.0,69.52,5.75,0.01,10.0,good
jrb,2019-04-01,-74.009,40.7012,57.0,69.52,2.3,0.01,10.0,good
jrb,2019-04-01,-74.009,40.7012,57.0,69.52,4.6,0.01,10.0,good
jrb,2019-04-01,-74.009,40.7012,57.0,69.52,8.05,0.01,10.0,good
nyc,2019-04-01,-73.9693,40.779,35.0,45.22,8.05,0.0,10.0,bad
jrb,2019-04-01,-74.009,40.7012,37.0,49.61,5.75,0.01,10.0,bad
