station,date,lon,lat,tmpf,relh,sped,p01i,vsby
jrb,3/15/2019,-74.009,40.7012,54,80.07,3.45,0,10
nyc,3/15/2019,-73.9693,40.779,52,82.68,0,t,7
jrb,3/15/2019,-74.009,40.7012,54,82.82,3.45,t,10
jrb,3/15/2019,-74.009,40.7012,57,69.52,8.05,0,10
nyc,3/15/2019,-73.9693,40.779,53,82.76,3.45,0.01,8
jrb,3/15/2019,-74.009,40.7012,52,82.68,0,t,10
nyc,3/15/2019,-73.9693,40.779,54,82.82,0,t,9
jrb,3/15/2019,-74.009,40.7012,54,86.29,4.6,0,10
nyc,3/15/2019,-73.9693,40.779,59,75.02,3.45,t,10
jrb,3/15/2019,-74.009,40.7012,60,74.57,4.6,0,10
jrb,3/15/2019,-74.009,40.7012,60.8,72.2,5.75,0,10
jrb,3/15/2019,-74.009,40.7012,57,69.52,10.35,0,10
jrb,3/15/2019,-74.009,40.7012,57,69.52,11.5,0,10
nyc,3/15/2019,-73.9693,40.779,65,65.56,0,0,10
jrb,3/15/2019,-74.009,40.7012,57,69.52,12.65,0,10
jrb,3/15/2019,-74.009,40.7012,63,72.42,11.5,0,10
jrb,3/15/2019,-74.009,40.7012,64.4,67.95,16.1,0,10
jrb,3/15/2019,-74.009,40.7012,57,69.52,14.95,0,10
nyc,3/15/2019,-73.9693,40.779,68,63.12,5.75,0,10
nyc,3/15/2019,-73.9693,40.779,69,60.78,3.45,0,10
jrb,3/15/2019,-74.009,40.7012,57,69.52,20.7,0.01,10
jrb,3/15/2019,-74.009,40.7012,57,69.52,19.55,0.02,10
jrb,3/15/2019,-74.009,40.7012,57,69.52,14.95,0.02,10
nyc,3/15/2019,-73.9693,40.779,68,60.86,0,0,10
jrb,3/15/2019,-74.009,40.7012,57,69.52,11.5,0.02,10
jrb,3/15/2019,-74.009,40.7012,64,69.92,11.5,0.02,10
jrb,3/15/2019,-74.009,40.7012,57,69.52,16.1,0,10
nyc,3/15/2019,-73.9693,40.779,70,58.94,0,0,10
jrb,3/15/2019,-74.009,40.7012,65,67.76,16.1,0,10
nyc,3/15/2019,-73.9693,40.779,71,56.77,0,0,10
jrb,3/15/2019,-74.009,40.7012,67,65.56,10.35,0,10
nyc,3/15/2019,-73.9693,40.779,75,49.78,0,0,10
jrb,3/15/2019,-74.009,40.7012,68,63.12,9.2,0,10
nyc,3/15/2019,-73.9693,40.779,72,51.37,4.6,0,10
jrb,3/15/2019,-74.009,40.7012,68,63.12,6.9,0,10
nyc,3/15/2019,-73.9693,40.779,68,54.7,3.45,0,10
jrb,3/15/2019,-74.009,40.7012,67,56.82,5.75,0,10
nyc,3/15/2019,-73.9693,40.779,64,60.34,0,0,10
jrb,3/15/2019,-74.009,40.7012,63,59.98,4.6,0,10
nyc,3/15/2019,-73.9693,40.779,63,65.09,0,0,10
jrb,3/15/2019,-74.009,40.7012,61,69.86,3.45,0,10
jrb,3/15/2019,-74.009,40.7012,62.6,72.38,3.45,0,10
nyc,3/15/2019,-73.9693,40.779,64,67.66,0,0,10
jrb,3/15/2019,-74.009,40.7012,62,74.75,6.9,0,10
jrb,3/16/2019,-74.009,40.7012,57,69.52,5.75,0,10
jrb,3/16/2019,-74.009,40.7012,62.6,72.38,4.6,0,10
jrb,3/16/2019,-74.009,40.7012,62.6,77.29,6.9,0,10
jrb,3/16/2019,-74.009,40.7012,57,69.52,9.2,0,10
jrb,3/16/2019,-74.009,40.7012,57,69.52,11.5,0,10
jrb,3/16/2019,-74.009,40.7012,57,69.52,8.05,0,10
nyc,3/16/2019,-73.9693,40.779,63,75.11,5.75,t,10
jrb,3/16/2019,-74.009,40.7012,64,74.93,6.9,0,10
nyc,3/16/2019,-73.9693,40.779,62,77.53,0,t,1.5
jrb,3/16/2019,-74.009,40.7012,57,69.52,5.75,0.03,4
jrb,3/16/2019,-74.009,40.7012,60.8,82.37,5.75,0.04,3
nyc,3/16/2019,-73.9693,40.779,60,85.99,6.9,0.2,0.75
jrb,3/16/2019,-74.009,40.7012,57,69.52,4.6,0.05,6
jrb,3/16/2019,-74.009,40.7012,57,69.52,8.05,0.06,5
nyc,3/16/2019,-73.9693,40.779,61,83.29,0,0.25,2
jrb,3/16/2019,-74.009,40.7012,57,69.52,4.6,0.08,5
jrb,3/16/2019,-74.009,40.7012,57,69.52,9.2,0.1,6
jrb,3/16/2019,-74.009,40.7012,57,69.52,10.35,0.11,6
nyc,3/16/2019,-73.9693,40.779,60,89.48,6.9,0.31,3
jrb,3/16/2019,-74.009,40.7012,57,69.52,8.05,0.12,8
jrb,3/16/2019,-74.009,40.7012,57,69.52,10.35,0.13,9
nyc,3/16/2019,-73.9693,40.779,60.8,87.92,0,0.33,2.5
jrb,3/16/2019,-74.009,40.7012,57,69.52,10.35,0.14,9
nyc,3/16/2019,-73.9693,40.779,61,86.67,4.6,0.35,2
jrb,3/16/2019,-74.009,40.7012,57,69.52,10.35,0.15,9
jrb,3/16/2019,-74.009,40.7012,58,93.03,10.35,0.15,9
nyc,3/16/2019,-73.9693,40.779,61,86.67,0,0.02,4
jrb,3/16/2019,-74.009,40.7012,57,69.52,5.75,0.01,10
jrb,3/16/2019,-74.009,40.7012,57,69.52,8.05,0.02,10
jrb,3/16/2019,-74.009,40.7012,57,69.52,5.75,0.02,10
jrb,3/16/2019,-74.009,40.7012,57,69.52,5.75,0.03,10
nyc,3/16/2019,-73.9693,40.779,62,77.53,6.9,0.03,10
jrb,3/16/2019,-74.009,40.7012,59,93.07,5.75,0.03,10
jrb,3/16/2019,-74.009,40.7012,57,69.52,2.3,0,10
nyc,3/16/2019,-73.9693,40.779,62,57.43,9.2,0,10
jrb,3/16/2019,-74.009,40.7012,58,71.9,8.05,0,10
nyc,3/16/2019,-73.9693,40.779,59,42.08,0,0,10
jrb,3/16/2019,-74.009,40.7012,55,54.7,6.9,0,10
nyc,3/16/2019,-73.9693,40.779,56,41.92,10.35,0,10
jrb,3/16/2019,-74.009,40.7012,54,50.42,4.6,0,10
nyc,3/16/2019,-73.9693,40.779,54,42.98,10.35,0,10
jrb,3/16/2019,-74.009,40.7012,52,50.12,12.65,0,10
nyc,3/16/2019,-73.9693,40.779,52,42.65,13.8,0,10
jrb,3/16/2019,-74.009,40.7012,50,52.06,4.6,0,10
jrb,3/16/2019,-74.009,40.7012,57,69.52,10.35,0,10
jrb,3/16/2019,-74.009,40.7012,57,69.52,4.6,0,10
nyc,3/16/2019,-73.9693,40.779,50,45.93,9.2,0,10
jrb,3/16/2019,-74.009,40.7012,48,53.67,6.9,0,10
nyc,3/16/2019,-73.9693,40.779,48,49.49,0,0,10
jrb,3/16/2019,-74.009,40.7012,47,55.94,11.5,0,10
nyc,3/16/2019,-73.9693,40.779,47,51.58,8.05,0,10
jrb,3/16/2019,-74.009,40.7012,46,55.36,6.9,0,10
jrb,3/16/2019,-74.009,40.7012,57,69.52,12.65,0,10
nyc,3/16/2019,-73.9693,40.779,46,51.03,9.2,0,10
jrb,3/16/2019,-74.009,40.7012,45,57.5,10.35,0,10
jrb,3/16/2019,-74.009,40.7012,57,69.52,0,0,10
nyc,3/16/2019,-73.9693,40.779,47,49.32,17.25,0,10
jrb,3/16/2019,-74.009,40.7012,47,53.5,11.5,0,10
jrb,3/16/2019,-74.009,40.7012,57,69.52,12.65,0.01,10
jrb,3/16/2019,-74.009,40.7012,57,69.52,4.6,0.01,10
jrb,3/16/2019,-74.009,40.7012,57,69.52,10.35,0.01,10
nyc,3/16/2019,-73.9693,40.779,47,47.54,10.35,0,10
jrb,3/16/2019,-74.009,40.7012,48,49.49,6.9,0.01,10
nyc,3/16/2019,-73.9693,40.779,46,45.47,11.5,0,10
jrb,3/16/2019,-74.009,40.7012,48,43.77,3.45,0,10
nyc,3/16/2019,-73.9693,40.779,48,35.38,10.35,0,10
jrb,3/16/2019,-74.009,40.7012,49,37.52,8.05,0,10
nyc,3/16/2019,-73.9693,40.779,49,32.93,11.5,0,10
jrb,3/16/2019,-74.009,40.7012,49,40.77,6.9,0,10
jrb,3/16/2019,-74.009,40.7012,57,69.52,5.75,0,9
jrb,3/16/2019,-74.009,40.7012,57,69.52,4.6,0,9
nyc,3/16/2019,-73.9693,40.779,49,31.42,11.5,0,10
jrb,3/16/2019,-74.009,40.7012,51,31.52,4.6,0,10
nyc,3/16/2019,-73.9693,40.779,50,26.74,9.2,0,10
jrb,3/16/2019,-74.009,40.7012,51,31.52,6.9,0,10
nyc,3/16/2019,-73.9693,40.779,50,26.74,4.6,0,10
jrb,3/16/2019,-74.009,40.7012,51,30.34,6.9,0,10
nyc,3/16/2019,-73.9693,40.779,49,28.97,14.95,0,10
jrb,3/16/2019,-74.009,40.7012,52,30.49,6.9,0,10
nyc,3/16/2019,-73.9693,40.779,48,29.96,13.8,0,10
jrb,3/16/2019,-74.009,40.7012,49,34.2,3.45,0,10
nyc,3/16/2019,-73.9693,40.779,45,38.14,10.35,0,10
jrb,3/16/2019,-74.009,40.7012,46,43.44,4.6,0,10
nyc,3/16/2019,-73.9693,40.779,43,37.81,5.75,0,10
jrb,3/16/2019,-74.009,40.7012,43,44.8,4.6,0,10
jrb,3/17/2019,-74.009,40.7012,57,69.52,2.3,0,10
jrb,3/17/2019,-74.009,40.7012,57,69.52,4.6,0,10
jrb,3/17/2019,-74.009,40.7012,57,69.52,0,0,10
jrb,3/17/2019,-74.009,40.7012,57,69.52,5.75,0,10
nyc,3/17/2019,-73.9693,40.779,43,30.44,8.05,0,10
jrb,3/17/2019,-74.009,40.7012,43,39.29,4.6,0,10
nyc,3/17/2019,-73.9693,40.779,41,34.5,4.6,0,10
jrb,3/17/2019,-74.009,40.7012,42,37.49,0,0,10
nyc,3/17/2019,-73.9693,40.779,40,36.01,0,0,10
jrb,3/17/2019,-74.009,40.7012,41,40.83,4.6,0,10
nyc,3/17/2019,-73.9693,40.779,39,30.99,6.9,0,10
jrb,3/17/2019,-74.009,40.7012,40,39.27,4.6,0,10
nyc,3/17/2019,-73.9693,40.779,38,29.72,9.2,0,10
jrb,3/17/2019,-74.009,40.7012,38,35.35,4.6,0,10
nyc,3/17/2019,-73.9693,40.779,37,32.2,0,0,10
jrb,3/17/2019,-74.009,40.7012,37,36.63,6.9,0,10
jrb,3/17/2019,-74.009,40.7012,57,69.52,8.05,0,10
nyc,3/17/2019,-73.9693,40.779,36,34.87,6.9,0,10
jrb,3/17/2019,-74.009,40.7012,37,38.44,5.75,0,10
jrb,3/17/2019,-74.009,40.7012,57,69.52,9.2,0,10
nyc,3/17/2019,-73.9693,40.779,36,36.62,4.6,0,10
jrb,3/17/2019,-74.009,40.7012,36,43.64,5.75,0,10
nyc,3/17/2019,-73.9693,40.779,36,38.1,4.6,0,10
jrb,3/17/2019,-74.009,40.7012,36,45.77,9.2,0,10
nyc,3/17/2019,-73.9693,40.779,35,41.44,4.6,0,10
jrb,3/17/2019,-74.009,40.7012,36,45.77,6.9,0,10
nyc,3/17/2019,-73.9693,40.779,34,45.43,0,0,10
jrb,3/17/2019,-74.009,40.7012,35,49.31,5.75,0,10
nyc,3/17/2019,-73.9693,40.779,34,45.43,5.75,0,10
jrb,3/17/2019,-74.009,40.7012,35,49.31,6.9,0,10
jrb,3/17/2019,-74.009,40.7012,57,69.52,10.35,0,10
nyc,3/17/2019,-73.9693,40.779,35,41.44,6.9,0,10
jrb,3/17/2019,-74.009,40.7012,37,45.73,6.9,0,10
nyc,3/17/2019,-73.9693,40.779,36,41.96,0,0,10
jrb,3/17/2019,-74.009,40.7012,38,46.08,4.6,0,10
jrb,3/17/2019,-74.009,40.7012,57,69.52,11.5,0,10
nyc,3/17/2019,-73.9693,40.779,37,40.34,8.05,0,10
jrb,3/17/2019,-74.009,40.7012,40,39.27,9.2,0,10
nyc,3/17/2019,-73.9693,40.779,39,33.86,9.2,0,10
jrb,3/17/2019,-74.009,40.7012,41,34.5,8.05,0,10
jrb,3/17/2019,-74.009,40.7012,57,69.52,12.65,0,10
jrb,3/17/2019,-74.009,40.7012,57,69.52,14.95,0,10
nyc,3/17/2019,-73.9693,40.779,41,30.11,6.9,0,10
jrb,3/17/2019,-74.009,40.7012,43,33.22,5.75,0,10
nyc,3/17/2019,-73.9693,40.779,42,27.48,8.05,0,10
jrb,3/17/2019,-74.009,40.7012,45,29.59,14.95,0,10
nyc,3/17/2019,-73.9693,40.779,44,25.45,9.2,0,10
jrb,3/17/2019,-74.009,40.7012,46,31.07,14.95,0,10
nyc,3/17/2019,-73.9693,40.779,44,23.38,5.75,0,10
jrb,3/17/2019,-74.009,40.7012,47,28.64,8.05,0,10
nyc,3/17/2019,-73.9693,40.779,44,25.45,4.6,0,10
jrb,3/17/2019,-74.009,40.7012,48,27.48,11.5,0,10
nyc,3/17/2019,-73.9693,40.779,44,23.38,8.05,0,10
jrb,3/17/2019,-74.009,40.7012,48,27.48,6.9,0,10
nyc,3/17/2019,-73.9693,40.779,42,25.24,8.05,0,10
jrb,3/17/2019,-74.009,40.7012,45,29.59,3.45,0,10
nyc,3/17/2019,-73.9693,40.779,41,28.04,6.9,0,10
jrb,3/17/2019,-74.009,40.7012,42,33.07,4.6,0,10
jrb,3/18/2019,-74.009,40.7012,57,69.52,4.6,0,10
jrb,3/18/2019,-74.009,40.7012,57,69.52,2.3,0,10
jrb,3/18/2019,-74.009,40.7012,57,69.52,5.75,0,10
jrb,3/18/2019,-74.009,40.7012,57,69.52,0,0,10
nyc,3/18/2019,-73.9693,40.779,40,31.42,3.45,0,10
jrb,3/18/2019,-74.009,40.7012,40,36.01,3.45,0,10
jrb,3/18/2019,-74.009,40.7012,57,69.52,9.2,0,10
jrb,3/18/2019,-74.009,40.7012,57,69.52,8.05,0,10
nyc,3/18/2019,-73.9693,40.779,37,33.52,4.6,0,10
jrb,3/18/2019,-74.009,40.7012,39,42.28,5.75,0,10
jrb,3/18/2019,-74.009,40.7012,57,69.52,12.65,0,10
jrb,3/18/2019,-74.009,40.7012,57,69.52,10.35,0,10
nyc,3/18/2019,-73.9693,40.779,36,34.87,8.05,0,10
jrb,3/18/2019,-74.009,40.7012,38,40.49,9.2,0,10
jrb,3/18/2019,-74.009,40.7012,57,69.52,11.5,0,10
nyc,3/18/2019,-73.9693,40.779,35,34.72,5.75,0,10
jrb,3/18/2019,-74.009,40.7012,37,40.34,5.75,0,10
nyc,3/18/2019,-73.9693,40.779,34,36.27,6.9,0,10
jrb,3/18/2019,-74.009,40.7012,36,39.99,8.05,0,10
nyc,3/18/2019,-73.9693,40.779,34,34.69,6.9,0,10
jrb,3/18/2019,-74.009,40.7012,36,39.99,9.2,0,10
nyc,3/18/2019,-73.9693,40.779,33,37.6,0,0,10
jrb,3/18/2019,-74.009,40.7012,36,45.77,4.6,0,10
nyc,3/18/2019,-73.9693,40.779,33,39.14,0,0,10
jrb,3/18/2019,-74.009,40.7012,35,45.22,3.45,0,10
jrb,3/18/2019,-74.009,40.7012,35,51.47,6.9,0,10
nyc,3/18/2019,-73.9693,40.779,33,39.14,4.6,0,10
jrb,3/18/2019,-74.009,40.7012,34,51.52,6.9,0,10
nyc,3/18/2019,-73.9693,40.779,33,41.1,3.45,0,10
nyc,3/18/2019,-73.9693,40.779,34,39.65,3.45,0,10
jrb,3/18/2019,-74.009,40.7012,35,53.49,5.75,0,10
nyc,3/18/2019,-73.9693,40.779,35,39.49,0,0,10
jrb,3/18/2019,-74.009,40.7012,38,42.46,4.6,0,10
nyc,3/18/2019,-73.9693,40.779,37,40.34,0,0,10
jrb,3/18/2019,-74.009,40.7012,40,42.62,9.2,0,10
nyc,3/18/2019,-73.9693,40.779,39,33.86,3.45,0,10
jrb,3/18/2019,-74.009,40.7012,42,37.49,8.05,0,10
nyc,3/18/2019,-73.9693,40.779,41,30.11,0,0,10
jrb,3/18/2019,-74.009,40.7012,42,33.07,8.05,0,10
nyc,3/18/2019,-73.9693,40.779,43,27.87,4.6,0,10
jrb,3/18/2019,-74.009,40.7012,44,30.63,8.05,0,10
nyc,3/18/2019,-73.9693,40.779,45,24.59,0,0,10
jrb,3/18/2019,-74.009,40.7012,45,33.55,5.75,0,10
nyc,3/18/2019,-73.9693,40.779,44,24.45,0,0,10
jrb,3/18/2019,-74.009,40.7012,46,29.63,11.5,0,10
nyc,3/18/2019,-73.9693,40.779,44,26.73,0,0,10
jrb,3/18/2019,-74.009,40.7012,45,30.77,11.5,0,10
nyc,3/18/2019,-73.9693,40.779,44,24.45,3.45,0,10
jrb,3/18/2019,-74.009,40.7012,45,32.28,3.45,0,10
jrb,3/18/2019,-74.009,40.7012,43,44.8,8.05,t,10
nyc,3/18/2019,-73.9693,40.779,44,24.45,5.75,0,10
jrb,3/18/2019,-74.009,40.7012,42,54.78,6.9,0,10
jrb,3/18/2019,-74.009,40.7012,41,57.15,3.45,0,10
jrb,3/19/2019,-74.009,40.7012,57,69.52,2.3,0,10
jrb,3/19/2019,-74.009,40.7012,57,69.52,5.75,0,10
jrb,3/19/2019,-74.009,40.7012,57,69.52,4.6,0,10
jrb,3/19/2019,-74.009,40.7012,57,69.52,8.05,0,10
nyc,3/19/2019,-73.9693,40.779,42,28.86,0,0,10
jrb,3/19/2019,-74.009,40.7012,41,50.67,4.6,0,10
jrb,3/19/2019,-74.009,40.7012,57,69.52,0,0,10
nyc,3/19/2019,-73.9693,40.779,42,27.48,0,0,10
jrb,3/19/2019,-74.009,40.7012,40,64.49,3.45,0,10
nyc,3/19/2019,-73.9693,40.779,42,26.4,0,0,10
jrb,3/19/2019,-74.009,40.7012,39,69.85,4.6,0,10
nyc,3/19/2019,-73.9693,40.779,40,29.92,0,0,10
jrb,3/19/2019,-74.009,40.7012,39,72.45,4.6,0,10
jrb,3/19/2019,-74.009,40.7012,38,69.73,3.45,0,10
nyc,3/19/2019,-73.9693,40.779,40,34.31,3.45,0,10
jrb,3/19/2019,-74.009,40.7012,39,64.37,6.9,0,10
nyc,3/19/2019,-73.9693,40.779,37,40.34,3.45,0,10
jrb,3/19/2019,-74.009,40.7012,57,69.52,9.2,0,10
jrb,3/19/2019,-74.009,40.7012,39,45.87,8.05,0,10
nyc,3/19/2019,-73.9693,40.779,36,45.77,4.6,0,10
jrb,3/19/2019,-74.009,40.7012,38,54.6,6.9,0,10
nyc,3/19/2019,-73.9693,40.779,36,51.61,5.75,0,10
jrb,3/19/2019,-74.009,40.7012,37,59.24,6.9,0,10
nyc,3/19/2019,-73.9693,40.779,36,51.61,4.6,0,10
jrb,3/19/2019,-74.009,40.7012,37,59.24,0,0,10
nyc,3/19/2019,-73.9693,40.779,35,56.05,0,0,10
jrb,3/19/2019,-74.009,40.7012,36,63.98,0,0,10
nyc,3/19/2019,-73.9693,40.779,36,56.18,0,0,10
jrb,3/19/2019,-74.009,40.7012,37,61.5,0,0,10
nyc,3/19/2019,-73.9693,40.779,37,54.01,4.6,0,10
jrb,3/19/2019,-74.009,40.7012,39,59.52,8.05,0,10
nyc,3/19/2019,-73.9693,40.779,38,50.18,4.6,0,10
jrb,3/19/2019,-74.009,40.7012,41,50.67,5.75,0,10
nyc,3/19/2019,-73.9693,40.779,41,42.44,0,0,10
jrb,3/19/2019,-74.009,40.7012,43,46.91,5.75,0,10
jrb,3/19/2019,-74.009,40.7012,44.6,39.06,5.75,0,10
jrb,3/19/2019,-74.009,40.7012,57,69.52,12.65,0,10
nyc,3/19/2019,-73.9693,40.779,44,36.25,0,0,10
jrb,3/19/2019,-74.009,40.7012,44,44.98,6.9,0,10
jrb,3/19/2019,-74.009,40.7012,57,69.52,5.75,0,9
jrb,3/19/2019,-74.009,40.7012,57,69.52,9.2,0,9
nyc,3/19/2019,-73.9693,40.779,46,29.63,3.45,0,10
jrb,3/19/2019,-74.009,40.7012,48,34.05,6.9,0,10
nyc,3/19/2019,-73.9693,40.779,47,27.54,3.45,0,10
jrb,3/19/2019,-74.009,40.7012,48,34.05,4.6,0,10
jrb,3/19/2019,-74.009,40.7012,57,69.52,10.35,0,10
jrb,3/19/2019,-74.009,40.7012,57,69.52,9.2,0,6
jrb,3/19/2019,-74.009,40.7012,57,69.52,8.05,0,6
nyc,3/19/2019,-73.9693,40.779,48,23.06,9.2,0,10
jrb,3/19/2019,-74.009,40.7012,46,36.72,8.05,0,10
jrb,3/19/2019,-74.009,40.7012,57,69.52,11.5,0,10
nyc,3/19/2019,-73.9693,40.779,48,23.06,5.75,0,10
jrb,3/19/2019,-74.009,40.7012,48,29.96,6.9,0,9
jrb,3/19/2019,-74.009,40.7012,57,69.52,11.5,0,9
nyc,3/19/2019,-73.9693,40.779,47,25.01,8.05,0,10
jrb,3/19/2019,-74.009,40.7012,48,28.82,4.6,0,10
nyc,3/19/2019,-73.9693,40.779,48,23.99,3.45,0,10
jrb,3/19/2019,-74.009,40.7012,47,41.99,9.2,0,10
nyc,3/19/2019,-73.9693,40.779,47,24.03,5.75,0,10
jrb,3/19/2019,-74.009,40.7012,46,38.15,5.75,0,10
nyc,3/19/2019,-73.9693,40.779,46,25.87,0,0,10
jrb,3/19/2019,-74.009,40.7012,43,57.21,4.6,0,10
jrb,3/20/2019,-74.009,40.7012,57,69.52,4.6,0,10
jrb,3/20/2019,-74.009,40.7012,57,69.52,5.75,0,10
jrb,3/20/2019,-74.009,40.7012,57,69.52,8.05,0,10
nyc,3/20/2019,-73.9693,40.779,43,42.77,0,0,10
jrb,3/20/2019,-74.009,40.7012,41,57.15,4.6,0,10
jrb,3/20/2019,-74.009,40.7012,57,69.52,2.3,0,10
nyc,3/20/2019,-73.9693,40.779,43,39.29,0,0,10
jrb,3/20/2019,-74.009,40.7012,40,59.65,4.6,0,10
jrb,3/20/2019,-74.009,40.7012,57,69.52,0,0,10
nyc,3/20/2019,-73.9693,40.779,42,46.37,0,0,10
jrb,3/20/2019,-74.009,40.7012,40,59.65,3.45,0,10
nyc,3/20/2019,-73.9693,40.779,42,48.56,0,0,10
jrb,3/20/2019,-74.009,40.7012,40,64.49,4.6,0,10
nyc,3/20/2019,-73.9693,40.779,40,52.88,0,0,10
jrb,3/20/2019,-74.009,40.7012,39,66.79,3.45,0,10
nyc,3/20/2019,-73.9693,40.779,40,57.47,3.45,0,10
jrb,3/20/2019,-74.009,40.7012,38,69.73,0,0,10
nyc,3/20/2019,-73.9693,40.779,39.2,60.29,0,0,10
jrb,3/20/2019,-74.009,40.7012,38,72.93,3.45,0,10
nyc,3/20/2019,-73.9693,40.779,39,64.37,3.45,0,10
jrb,3/20/2019,-74.009,40.7012,38,72.93,0,0,10
nyc,3/20/2019,-73.9693,40.779,38,67.2,3.45,0,10
jrb,3/20/2019,-74.009,40.7012,37,78.37,3.45,0,10
nyc,3/20/2019,-73.9693,40.779,39,64.37,0,0,10
jrb,3/20/2019,-74.009,40.7012,36,81.53,0,0,10
nyc,3/20/2019,-73.9693,40.779,38,69.73,0,0,10
jrb,3/20/2019,-74.009,40.7012,36,85.23,0,0,10
nyc,3/20/2019,-73.9693,40.779,39,72.45,0,0,9
jrb,3/20/2019,-74.009,40.7012,37,85.64,6.9,0,10
nyc,3/20/2019,-73.9693,40.779,42,64.25,0,0,8
jrb,3/20/2019,-74.009,40.7012,40,82.8,5.75,0,10
nyc,3/20/2019,-73.9693,40.779,46,45.47,0,0,10
jrb,3/20/2019,-74.009,40.7012,42,72.78,3.45,0,10
nyc,3/20/2019,-73.9693,40.779,48,31.27,0,0,10
jrb,3/20/2019,-74.009,40.7012,46,57.87,4.6,0,10
jrb,3/20/2019,-74.009,40.7012,57,69.52,2.3,0,9
jrb,3/20/2019,-74.009,40.7012,57,69.52,0,0,9
nyc,3/20/2019,-73.9693,40.779,50,27.8,9.2,0,10
jrb,3/20/2019,-74.009,40.7012,49,44.1,4.6,0,10
jrb,3/20/2019,-74.009,40.7012,57,69.52,10.35,0,10
jrb,3/20/2019,-74.009,40.7012,57,69.52,11.5,0,10
jrb,3/20/2019,-74.009,40.7012,57,69.52,9.2,0,10
nyc,3/20/2019,-73.9693,40.779,51,26.69,5.75,0,10
jrb,3/20/2019,-74.009,40.7012,50,39.14,10.35,0,10
nyc,3/20/2019,-73.9693,40.779,52,28.01,3.45,0,10
jrb,3/20/2019,-74.009,40.7012,52,33.44,3.45,0,10
nyc,3/20/2019,-73.9693,40.779,52,25.82,3.45,0,10
jrb,3/20/2019,-74.009,40.7012,57,69.52,12.65,0,10
jrb,3/20/2019,-74.009,40.7012,51,31.52,12.65,0,10
nyc,3/20/2019,-73.9693,40.779,52,26.95,0,0,10
jrb,3/20/2019,-74.009,40.7012,51,33.01,14.95,0,10
jrb,3/20/2019,-74.009,40.7012,57,69.52,14.95,0,10
jrb,3/20/2019,-74.009,40.7012,57,69.52,17.25,0,10
jrb,3/20/2019,-74.009,40.7012,57,69.52,16.1,0,10
jrb,3/20/2019,-74.009,40.7012,57,69.52,18.4,0,10
jrb,3/20/2019,-74.009,40.7012,57,69.52,12.65,0,9
nyc,3/20/2019,-73.9693,40.779,49,27.86,4.6,0,10
jrb,3/20/2019,-74.009,40.7012,49,37.52,14.95,0,10
nyc,3/20/2019,-73.9693,40.779,47,38.62,8.05,0,10
jrb,3/20/2019,-74.009,40.7012,47,47.54,12.65,0,10
nyc,3/20/2019,-73.9693,40.779,46,49.18,3.45,0,10
jrb,3/20/2019,-74.009,40.7012,45,60.11,9.2,0,10
nyc,3/20/2019,-73.9693,40.779,45,60.11,0,0,10
jrb,3/20/2019,-74.009,40.7012,44,67.41,6.9,0,10
jrb,3/21/2019,-74.009,40.7012,57,69.52,5.75,0,10
jrb,3/21/2019,-74.009,40.7012,57,69.52,8.05,0,10
jrb,3/21/2019,-74.009,40.7012,57,69.52,4.6,0,10
nyc,3/21/2019,-73.9693,40.779,44,65.02,0,0,10
jrb,3/21/2019,-74.009,40.7012,44,67.41,8.05,0,10
jrb,3/21/2019,-74.009,40.7012,57,69.52,2.3,0,10
jrb,3/21/2019,-74.009,40.7012,57,69.52,0,0,10
nyc,3/21/2019,-73.9693,40.779,44,65.02,3.45,0,10
jrb,3/21/2019,-74.009,40.7012,43,73.45,4.6,0,10
nyc,3/21/2019,-73.9693,40.779,44,67.41,3.45,0,10
jrb,3/21/2019,-74.009,40.7012,43,73.45,0,0,10
jrb,3/21/2019,-74.009,40.7012,43,76.12,0,0,10
nyc,3/21/2019,-73.9693,40.779,45,62.83,3.45,0,10
jrb,3/21/2019,-74.009,40.7012,44,70.43,3.45,0,10
nyc,3/21/2019,-73.9693,40.779,45,62.83,0,0,10
jrb,3/21/2019,-74.009,40.7012,45,68.05,6.9,0,10
jrb,3/21/2019,-74.009,40.7012,45,68.05,0,0,10
nyc,3/21/2019,-73.9693,40.779,44,70.43,4.6,0,10
jrb,3/21/2019,-74.009,40.7012,45,70.53,6.9,0,10
jrb,3/21/2019,-74.009,40.7012,57,69.52,9.2,0,10
jrb,3/21/2019,-74.009,40.7012,57,69.52,10.35,0,10
nyc,3/21/2019,-73.9693,40.779,44,70.43,5.75,0,10
jrb,3/21/2019,-74.009,40.7012,46,73.18,6.9,0,10
nyc,3/21/2019,-73.9693,40.779,43,76.12,4.6,t,10
jrb,3/21/2019,-74.009,40.7012,45,76.01,6.9,t,10
nyc,3/21/2019,-73.9693,40.779,43,79.19,6.9,0.01,10
jrb,3/21/2019,-74.009,40.7012,44,82.12,9.2,t,10
jrb,3/21/2019,-74.009,40.7012,57,69.52,10.35,0,9
jrb,3/21/2019,-74.009,40.7012,57,69.52,9.2,0,9
jrb,3/21/2019,-74.009,40.7012,57,69.52,8.05,0,9
jrb,3/21/2019,-74.009,40.7012,57,69.52,8.05,0,6
nyc,3/21/2019,-73.9693,40.779,42.8,81.07,5.75,0.01,2.5
jrb,3/21/2019,-74.009,40.7012,57,69.52,8.05,0,4
nyc,3/21/2019,-73.9693,40.779,42,84.93,4.6,0.01,2.5
