station,date,lon,lat,tmpf,relh,sped,p01i,vsby
jrb,5/22/2019,-74.009,40.7012,57,69.52,9.2,0,10
nyc,5/22/2019,-73.9693,40.779,58,49.26,6.9,0,10
jrb,5/22/2019,-74.009,40.7012,59,47.35,6.9,0,10
nyc,5/22/2019,-73.9693,40.779,61,40.77,4.6,0,10
jrb,5/22/2019,-74.009,40.7012,61,45.67,5.75,0,10
nyc,5/22/2019,-73.9693,40.779,64,35.26,5.75,0,10
jrb,5/22/2019,-74.009,40.7012,67,35.86,4.6,0,10
nyc,5/22/2019,-73.9693,40.779,67,33.16,4.6,0,10
jrb,5/22/2019,-74.009,40.7012,69,38.82,4.6,0,10
jrb,5/22/2019,-74.009,40.7012,57,69.52,10.35,0,10
nyc,5/22/2019,-73.9693,40.779,70,28.65,6.9,0,10
jrb,5/22/2019,-74.009,40.7012,71,31.05,8.05,0,10
nyc,5/22/2019,-73.9693,40.779,72,27.85,8.05,0,10
jrb,5/22/2019,-74.009,40.7012,73,27.89,8.05,0,10
nyc,5/22/2019,-73.9693,40.779,73,23.06,4.6,0,10
jrb,5/22/2019,-74.009,40.7012,74,27.06,5.75,0,10
nyc,5/22/2019,-73.9693,40.779,73,24.97,0,0,10
jrb,5/22/2019,-74.009,40.7012,75,27.23,5.75,0,10
jrb,5/22/2019,-74.009,40.7012,76,25.31,6.9,0,10
nyc,5/22/2019,-73.9693,40.779,73,23.9,4.6,0,10
jrb,5/22/2019,-74.009,40.7012,76,29.8,6.9,0,10
nyc,5/22/2019,-73.9693,40.779,72,25.83,0,0,10
jrb,5/22/2019,-74.009,40.7012,75,30.71,8.05,0,10
nyc,5/22/2019,-73.9693,40.779,72,26.77,3.45,0,10
jrb,5/22/2019,-74.009,40.7012,72,33.97,5.75,0,10
nyc,5/22/2019,-73.9693,40.779,69,34.43,3.45,0,10
jrb,5/22/2019,-74.009,40.7012,70,37.64,3.45,0,10
jrb,5/23/2019,-74.009,40.7012,57,69.52,2.3,0,10
jrb,5/23/2019,-74.009,40.7012,57,69.52,5.75,0,10
jrb,5/23/2019,-74.009,40.7012,57,69.52,4.6,0,10
jrb,5/23/2019,-74.009,40.7012,57,69.52,8.05,0,10
nyc,5/23/2019,-73.9693,40.779,67,38.76,3.45,0,10
jrb,5/23/2019,-74.009,40.7012,67,45.19,5.75,0,10
nyc,5/23/2019,-73.9693,40.779,67,40.45,3.45,0,10
jrb,5/23/2019,-74.009,40.7012,66,48.43,4.6,0,10
nyc,5/23/2019,-73.9693,40.779,67,41.87,0,0,10
jrb,5/23/2019,-74.009,40.7012,65,54.26,5.75,0,10
nyc,5/23/2019,-73.9693,40.779,66,45.05,4.6,0,10
jrb,5/23/2019,-74.009,40.7012,65,50.32,5.75,0,10
jrb,5/23/2019,-74.009,40.7012,57,69.52,9.2,0,10
nyc,5/23/2019,-73.9693,40.779,65,48.44,4.6,0,10
jrb,5/23/2019,-74.009,40.7012,64,55.99,6.9,0,10
nyc,5/23/2019,-73.9693,40.779,65,46.81,3.45,0,10
jrb,5/23/2019,-74.009,40.7012,64,53.72,5.75,0,10
nyc,5/23/2019,-73.9693,40.779,64,48.31,3.45,0,10
jrb,5/23/2019,-74.009,40.7012,63,53.78,4.6,0,10
nyc,5/23/2019,-73.9693,40.779,65,46.81,0,0,10
nyc,5/23/2019,-73.9693,40.779,64,53.72,3.45,0,10
jrb,5/23/2019,-74.009,40.7012,62,64.5,5.75,t,10
jrb,5/23/2019,-74.009,40.7012,57,69.52,2.3,0.01,9
jrb,5/23/2019,-74.009,40.7012,57,69.52,2.3,0.01,10
jrb,5/23/2019,-74.009,40.7012,57,69.52,5.75,0.01,10
nyc,5/23/2019,-73.9693,40.779,57,93.01,0,0.04,4
jrb,5/23/2019,-74.009,40.7012,60,77.65,3.45,0.01,10
nyc,5/23/2019,-73.9693,40.779,57,93.01,6.9,0.02,1.75
nyc,5/23/2019,-73.9693,40.779,57,93.01,3.45,0.08,3
jrb,5/23/2019,-74.009,40.7012,57,69.52,0,0,10
jrb,5/23/2019,-74.009,40.7012,57,69.52,0,0.02,6
jrb,5/23/2019,-74.009,40.7012,57,69.52,0,0.03,5
jrb,5/23/2019,-74.009,40.7012,57,69.52,5.75,0.03,10
nyc,5/23/2019,-73.9693,40.779,57,96.1,3.45,0.12,2.5
jrb,5/23/2019,-74.009,40.7012,57,69.52,8.05,0.03,10
nyc,5/23/2019,-73.9693,40.779,57,93.01,4.6,0.13,7
jrb,5/23/2019,-74.009,40.7012,59,82.25,5.75,0.03,10
jrb,5/23/2019,-74.009,40.7012,57,69.52,5.75,0.04,10
jrb,5/23/2019,-74.009,40.7012,57,69.52,8.05,0.04,10
nyc,5/23/2019,-73.9693,40.779,57,93.01,8.05,0.13,9
jrb,5/23/2019,-74.009,40.7012,58,86.82,6.9,0.04,9
jrb,5/23/2019,-74.009,40.7012,57,69.52,5.75,0.01,9
jrb,5/23/2019,-74.009,40.7012,57,69.52,5.75,0.02,9
jrb,5/23/2019,-74.009,40.7012,57,69.52,9.2,0.03,8
jrb,5/23/2019,-74.009,40.7012,57,69.52,8.05,0.04,8
jrb,5/23/2019,-74.009,40.7012,57,69.52,8.05,0.05,8
jrb,5/23/2019,-74.009,40.7012,57,69.52,9.2,0.06,8
nyc,5/23/2019,-73.9693,40.779,56,90.29,4.6,0.02,1.75
jrb,5/23/2019,-74.009,40.7012,57,69.52,10.35,0.08,6
jrb,5/23/2019,-74.009,40.7012,57,69.52,9.2,0.09,6
jrb,5/23/2019,-74.009,40.7012,57,69.52,9.2,0.11,7
jrb,5/23/2019,-74.009,40.7012,57,69.52,10.35,0.12,7
jrb,5/23/2019,-74.009,40.7012,57,69.52,10.35,0.13,9
nyc,5/23/2019,-73.9693,40.779,55,93.29,0,0.1,2.5
jrb,5/23/2019,-74.009,40.7012,57.2,87.74,10.35,0.14,9
jrb,5/23/2019,-74.009,40.7012,57,69.52,9.2,0.14,10
jrb,5/23/2019,-74.009,40.7012,57,86.77,9.2,0.14,10
nyc,5/23/2019,-73.9693,40.779,55,93.29,4.6,t,10
jrb,5/23/2019,-74.009,40.7012,57,69.52,8.05,0.01,9
jrb,5/23/2019,-74.009,40.7012,57,69.52,8.05,0.02,9
jrb,5/23/2019,-74.009,40.7012,57,69.52,5.75,0.02,10
jrb,5/23/2019,-74.009,40.7012,57,69.52,4.6,0.02,10
jrb,5/23/2019,-74.009,40.7012,57.2,82.12,4.6,0.02,10
jrb,5/23/2019,-74.009,40.7012,55.4,87.65,4.6,0.02,10
nyc,5/23/2019,-73.9693,40.779,56,93.32,4.6,0.01,7
jrb,5/23/2019,-74.009,40.7012,57,69.52,0,0.02,10
jrb,5/23/2019,-74.009,40.7012,57,86.77,0,0.02,10
jrb,5/23/2019,-74.009,40.7012,57,69.52,2.3,0,8
nyc,5/23/2019,-73.9693,40.779,58,78.03,3.45,t,10
jrb,5/23/2019,-74.009,40.7012,61,75.2,5.75,0.01,10
jrb,5/23/2019,-74.009,40.7012,57,69.52,5.75,0,9
jrb,5/23/2019,-74.009,40.7012,57,69.52,5.75,0,8
jrb,5/23/2019,-74.009,40.7012,57,69.52,11.5,0,10
jrb,5/23/2019,-74.009,40.7012,57,69.52,10.35,0,10
nyc,5/23/2019,-73.9693,40.779,63,65.09,3.45,0,10
jrb,5/23/2019,-74.009,40.7012,61,69.86,5.75,t,10
jrb,5/23/2019,-74.009,40.7012,57,69.52,12.65,0,10
nyc,5/23/2019,-73.9693,40.779,65,58.47,0,0,10
jrb,5/23/2019,-74.009,40.7012,64,62.85,9.2,t,10
nyc,5/23/2019,-73.9693,40.779,68,56.55,0,0,10
jrb,5/23/2019,-74.009,40.7012,67,63.21,5.75,t,10
nyc,5/23/2019,-73.9693,40.779,69,60.78,8.05,0,10
jrb,5/23/2019,-74.009,40.7012,70,60.89,11.5,0,10
nyc,5/23/2019,-73.9693,40.779,71,61.03,0,0,10
jrb,5/23/2019,-74.009,40.7012,72,59.2,9.2,0,10
jrb,5/23/2019,-74.009,40.7012,73.4,56.88,9.2,0,10
nyc,5/23/2019,-73.9693,40.779,70,65.45,3.45,0,10
jrb,5/23/2019,-74.009,40.7012,71,63.05,6.9,t,10
jrb,5/23/2019,-74.009,40.7012,57,69.52,14.95,0,10
nyc,5/23/2019,-73.9693,40.779,67,75.74,0,0.01,1.75
jrb,5/23/2019,-74.009,40.7012,57,69.52,5.75,0.01,6
jrb,5/23/2019,-74.009,40.7012,69.8,73.09,0,0.09,1.5
jrb,5/23/2019,-74.009,40.7012,57,69.52,5.75,0.1,1.25
nyc,5/23/2019,-73.9693,40.779,64,89.97,4.6,0.1,0.5
jrb,5/23/2019,-74.009,40.7012,57,69.52,4.6,0.12,1.25
jrb,5/23/2019,-74.009,40.7012,68,82.86,5.75,0.13,1.25
jrb,5/23/2019,-74.009,40.7012,57,69.52,2.3,0.13,4
jrb,5/23/2019,-74.009,40.7012,66.2,88.18,3.45,0.14,7
nyc,5/23/2019,-73.9693,40.779,64,96.55,4.6,0.19,1.25
jrb,5/23/2019,-74.009,40.7012,57,69.52,4.6,0.14,9
nyc,5/23/2019,-73.9693,40.779,65,96.9,4.6,0.2,3
jrb,5/23/2019,-74.009,40.7012,57,69.52,4.6,0.14,10
jrb,5/23/2019,-74.009,40.7012,57,69.52,2.3,0.14,10
nyc,5/23/2019,-73.9693,40.779,66,90.05,3.45,0.2,9
jrb,5/23/2019,-74.009,40.7012,66.2,88.18,4.6,0.14,10
jrb,5/23/2019,-74.009,40.7012,66,90.05,0,0.14,10
jrb,5/23/2019,-74.009,40.7012,66.2,88.18,3.45,0,10
nyc,5/23/2019,-73.9693,40.779,66.2,88.18,4.6,0,7
nyc,5/23/2019,-73.9693,40.779,66,90.05,4.6,0,7
jrb,5/23/2019,-74.009,40.7012,66,87.24,6.9,0,10
nyc,5/23/2019,-73.9693,40.779,66,93.26,0,0,7
jrb,5/23/2019,-74.009,40.7012,57,69.52,11.5,0.01,10
jrb,5/23/2019,-74.009,40.7012,57,69.52,8.05,0.01,10
nyc,5/23/2019,-73.9693,40.779,66,90.05,3.45,0,9
jrb,5/23/2019,-74.009,40.7012,67,81.33,6.9,0.01,10
nyc,5/23/2019,-73.9693,40.779,66,87.24,4.6,0,10
jrb,5/23/2019,-74.009,40.7012,66,83.91,3.45,0,10
jrb,5/24/2019,-74.009,40.7012,57,69.52,0,0,10
jrb,5/24/2019,-74.009,40.7012,57,69.52,2.3,0,10
jrb,5/24/2019,-74.009,40.7012,57,69.52,4.6,0,10
nyc,5/24/2019,-73.9693,40.779,65,90.64,0,0,10
jrb,5/24/2019,-74.009,40.7012,66,87.24,4.6,0,10
jrb,5/24/2019,-74.009,40.7012,57,69.52,5.75,0,10
nyc,5/24/2019,-73.9693,40.779,66,90.05,3.45,0,10
jrb,5/24/2019,-74.009,40.7012,66,90.05,6.9,0,10
jrb,5/24/2019,-74.009,40.7012,64.4,93.88,6.9,0,10
jrb,5/24/2019,-74.009,40.7012,57,69.52,8.05,0,10
jrb,5/24/2019,-74.009,40.7012,57,69.52,9.2,0,10
nyc,5/24/2019,-73.9693,40.779,68,93.32,9.2,0,8
jrb,5/24/2019,-74.009,40.7012,67,93.29,8.05,0,10
jrb,5/24/2019,-74.009,40.7012,57,69.52,10.35,0,10
jrb,5/24/2019,-74.009,40.7012,57,69.52,11.5,0,10
jrb,5/24/2019,-74.009,40.7012,57,69.52,12.65,0,10
jrb,5/24/2019,-74.009,40.7012,57,69.52,14.95,0,10
nyc,5/24/2019,-73.9693,40.779,68,93.32,5.75,t,7
jrb,5/24/2019,-74.009,40.7012,68,89.81,11.5,t,10
jrb,5/24/2019,-74.009,40.7012,57,69.52,16.1,0,10
nyc,5/24/2019,-73.9693,40.779,69,86.48,0,0,10
jrb,5/24/2019,-74.009,40.7012,68,89.81,13.8,0,10
nyc,5/24/2019,-73.9693,40.779,68,89.81,5.75,0,8
jrb,5/24/2019,-74.009,40.7012,69,86.48,4.6,0,10
nyc,5/24/2019,-73.9693,40.779,68,89.81,8.05,0,10
jrb,5/24/2019,-74.009,40.7012,68,89.81,6.9,0,10
nyc,5/24/2019,-73.9693,40.779,68,84.03,4.6,0,10
jrb,5/24/2019,-74.009,40.7012,68,87.03,5.75,0,10
nyc,5/24/2019,-73.9693,40.779,68,72.92,6.9,0,10
jrb,5/24/2019,-74.009,40.7012,67,81.33,0,0,10
nyc,5/24/2019,-73.9693,40.779,67,67.74,9.2,0,10
jrb,5/24/2019,-74.009,40.7012,67,67.74,5.75,0,10
nyc,5/24/2019,-73.9693,40.779,66,60.6,8.05,0,10
jrb,5/24/2019,-74.009,40.7012,67,58.74,5.75,0,10
nyc,5/24/2019,-73.9693,40.779,66,54.01,11.5,0,10
jrb,5/24/2019,-74.009,40.7012,67,54.54,5.75,0,10
nyc,5/24/2019,-73.9693,40.779,67,50.62,9.2,0,10
jrb,5/24/2019,-74.009,40.7012,68,54.7,4.6,0,10
nyc,5/24/2019,-73.9693,40.779,68,48.73,10.35,0,10
jrb,5/24/2019,-74.009,40.7012,72,45.81,4.6,0,10
nyc,5/24/2019,-73.9693,40.779,70,45.5,0,0,10
jrb,5/24/2019,-74.009,40.7012,73,46.13,3.45,0,10
nyc,5/24/2019,-73.9693,40.779,72,43.97,16.1,0,10
jrb,5/24/2019,-74.009,40.7012,74,44.76,6.9,0,10
nyc,5/24/2019,-73.9693,40.779,71,47.23,11.5,0,10
jrb,5/24/2019,-74.009,40.7012,75,44.59,3.45,0,10
nyc,5/24/2019,-73.9693,40.779,72,45.81,0,0,10
jrb,5/24/2019,-74.009,40.7012,76,45.06,9.2,0,10
jrb,5/24/2019,-74.009,40.7012,57,69.52,5.75,0.01,10
jrb,5/24/2019,-74.009,40.7012,57,69.52,5.75,0.02,10
jrb,5/24/2019,-74.009,40.7012,57,69.52,4.6,0.02,10
jrb,5/24/2019,-74.009,40.7012,57,69.52,2.3,0.02,10
nyc,5/24/2019,-73.9693,40.779,73,42.51,8.05,0,10
jrb,5/24/2019,-74.009,40.7012,76,41.86,5.75,0.02,10
nyc,5/24/2019,-73.9693,40.779,72,45.81,10.35,0,10
nyc,5/24/2019,-73.9693,40.779,71,47.23,0,0,10
jrb,5/24/2019,-74.009,40.7012,75,44.59,5.75,0,10
nyc,5/24/2019,-73.9693,40.779,70,49.03,5.75,0,10
jrb,5/24/2019,-74.009,40.7012,75,44.59,4.6,0,10
jrb,5/24/2019,-74.009,40.7012,72,49.33,5.75,0,10
nyc,5/24/2019,-73.9693,40.779,68,49.1,8.05,0,10
jrb,5/24/2019,-74.009,40.7012,69,52.67,3.45,0,10
jrb,5/25/2019,-74.009,40.7012,57,69.52,5.75,0,10
jrb,5/25/2019,-74.009,40.7012,57,69.52,4.6,0,10
jrb,5/25/2019,-74.009,40.7012,57,69.52,2.3,0,10
nyc,5/25/2019,-73.9693,40.779,66,52.22,0,0,10
jrb,5/25/2019,-74.009,40.7012,57,69.52,0,0,10
jrb,5/25/2019,-74.009,40.7012,67,54.54,0,0,10
nyc,5/25/2019,-73.9693,40.779,64,55.99,5.75,0,10
jrb,5/25/2019,-74.009,40.7012,65,58.47,3.45,0,10
nyc,5/25/2019,-73.9693,40.779,63,57.99,3.45,0,10
jrb,5/25/2019,-74.009,40.7012,64,60.34,3.45,0,10
nyc,5/25/2019,-73.9693,40.779,61,64.37,4.6,0,10
jrb,5/25/2019,-74.009,40.7012,63,62.49,3.45,0,10
nyc,5/25/2019,-73.9693,40.779,61,64.37,0,0,10
jrb,5/25/2019,-74.009,40.7012,62,67.19,4.6,0,10
nyc,5/25/2019,-73.9693,40.779,60,66.46,0,0,10
jrb,5/25/2019,-74.009,40.7012,62,67.19,0,0,10
jrb,5/25/2019,-74.009,40.7012,57,69.52,8.05,0,10
nyc,5/25/2019,-73.9693,40.779,59,72.01,0,0,10
jrb,5/25/2019,-74.009,40.7012,62,69.46,5.75,0,10
nyc,5/25/2019,-73.9693,40.779,58,71.9,4.6,0,10
jrb,5/25/2019,-74.009,40.7012,59,77.55,4.6,0,10
jrb,5/25/2019,-74.009,40.7012,57,69.52,9.2,0,10
nyc,5/25/2019,-73.9693,40.779,57,74.27,3.45,0,10
jrb,5/25/2019,-74.009,40.7012,58,80.67,3.45,0,10
nyc,5/25/2019,-73.9693,40.779,55,77.21,0,0,10
nyc,5/25/2019,-73.9693,40.779,58,71.9,3.45,0,10
jrb,5/25/2019,-74.009,40.7012,58,78.03,3.45,0,10
nyc,5/25/2019,-73.9693,40.779,60,69.24,3.45,0,10
jrb,5/25/2019,-74.009,40.7012,58,78.03,5.75,0,10
nyc,5/25/2019,-73.9693,40.779,61,69.86,0,0,10
jrb,5/25/2019,-74.009,40.7012,59,75.02,5.75,0,10
nyc,5/25/2019,-73.9693,40.779,63,59.98,6.9,0,10
jrb,5/25/2019,-74.009,40.7012,64,62.85,8.05,0,10
nyc,5/25/2019,-73.9693,40.779,66,56.27,4.6,0,10
jrb,5/25/2019,-74.009,40.7012,68,54.7,6.9,0,10
jrb,5/25/2019,-74.009,40.7012,57,69.52,8.05,0,9
jrb,5/25/2019,-74.009,40.7012,57,69.52,5.75,0,9
jrb,5/25/2019,-74.009,40.7012,57,69.52,9.2,0,9
nyc,5/25/2019,-73.9693,40.779,69,52.67,0,0,10
jrb,5/25/2019,-74.009,40.7012,69,50.56,6.9,0,10
nyc,5/25/2019,-73.9693,40.779,70,49.03,0,0,10
jrb,5/25/2019,-74.009,40.7012,70,52.8,9.2,0,10
jrb,5/25/2019,-74.009,40.7012,57,69.52,11.5,0,9
jrb,5/25/2019,-74.009,40.7012,57,69.52,10.35,0,10
nyc,5/25/2019,-73.9693,40.779,70,49.03,4.6,0,10
jrb,5/25/2019,-74.009,40.7012,70,51.07,9.2,0,10
jrb,5/25/2019,-74.009,40.7012,57,69.52,12.65,0,10
jrb,5/25/2019,-74.009,40.7012,57,69.52,9.2,0,7
jrb,5/25/2019,-74.009,40.7012,57,69.52,11.5,0,7
nyc,5/25/2019,-73.9693,40.779,69,50.56,9.2,0,10
jrb,5/25/2019,-74.009,40.7012,57,69.52,11.5,0,10
jrb,5/25/2019,-74.009,40.7012,68,54.7,10.35,0,10
jrb,5/25/2019,-74.009,40.7012,57,69.52,14.95,0,10
jrb,5/25/2019,-74.009,40.7012,57,69.52,16.1,0,9
nyc,5/25/2019,-73.9693,40.779,67,50.62,0,0,10
jrb,5/25/2019,-74.009,40.7012,57,69.52,10.35,0,9
jrb,5/25/2019,-74.009,40.7012,67,48.56,12.65,0,9
jrb,5/25/2019,-74.009,40.7012,57,69.52,16.1,0,10
nyc,5/25/2019,-73.9693,40.779,65,46.81,9.2,0,10
jrb,5/25/2019,-74.009,40.7012,57,69.52,12.65,0,6
jrb,5/25/2019,-74.009,40.7012,67,48.56,13.8,0,6
nyc,5/25/2019,-73.9693,40.779,64,49.99,5.75,0,10
jrb,5/25/2019,-74.009,40.7012,66,48.43,10.35,0,10
nyc,5/25/2019,-73.9693,40.779,63,53.78,0,0,10
jrb,5/25/2019,-74.009,40.7012,63,59.98,6.9,0,10
nyc,5/25/2019,-73.9693,40.779,62,55.51,6.9,0,10
jrb,5/25/2019,-74.009,40.7012,62,64.5,9.2,0,10
jrb,5/26/2019,-74.009,40.7012,57,69.52,2.3,0,10
jrb,5/26/2019,-74.009,40.7012,57,69.52,8.05,0,10
jrb,5/26/2019,-74.009,40.7012,57,69.52,11.5,0,10
jrb,5/26/2019,-74.009,40.7012,57,69.52,10.35,0,10
jrb,5/26/2019,-74.009,40.7012,57,69.52,9.2,0,10
nyc,5/26/2019,-73.9693,40.779,62,61.91,9.2,0,10
jrb,5/26/2019,-74.009,40.7012,61,75.2,9.2,0,10
jrb,5/26/2019,-74.009,40.7012,57,69.52,5.75,0,10
jrb,5/26/2019,-74.009,40.7012,57,69.52,12.65,0,10
nyc,5/26/2019,-73.9693,40.779,61,72.22,3.45,0,10
jrb,5/26/2019,-74.009,40.7012,57,69.52,14.95,0,10
jrb,5/26/2019,-74.009,40.7012,61,75.2,13.8,0,10
nyc,5/26/2019,-73.9693,40.779,61,75.2,0,0,10
jrb,5/26/2019,-74.009,40.7012,61,80.61,9.2,0,10
jrb,5/26/2019,-74.009,40.7012,57,69.52,4.6,0,10
nyc,5/26/2019,-73.9693,40.779,62,72.33,0,0,10
jrb,5/26/2019,-74.009,40.7012,61,80.61,8.05,0,10
nyc,5/26/2019,-73.9693,40.779,62,69.46,0,0,10
jrb,5/26/2019,-74.009,40.7012,60.8,77.14,4.6,0,10
nyc,5/26/2019,-73.9693,40.779,62,69.46,5.75,0,10
jrb,5/26/2019,-74.009,40.7012,61,77.72,6.9,0,10
nyc,5/26/2019,-73.9693,40.779,59,86.56,5.75,t,10
nyc,5/26/2019,-73.9693,40.779,60,83.23,4.6,t,10
jrb,5/26/2019,-74.009,40.7012,61,80.61,8.05,t,10
nyc,5/26/2019,-73.9693,40.779,63,77.61,5.75,t,10
jrb,5/26/2019,-74.009,40.7012,61,83.29,5.75,0,10
nyc,5/26/2019,-73.9693,40.779,62,80.11,5.75,0,10
nyc,5/26/2019,-73.9693,40.779,62,83.36,9.2,0,10
jrb,5/26/2019,-74.009,40.7012,62,80.11,10.35,0,10
nyc,5/26/2019,-73.9693,40.779,62.6,77.29,5.75,0,10
nyc,5/26/2019,-73.9693,40.779,62,80.11,6.9,0,10
jrb,5/26/2019,-74.009,40.7012,62,83.36,6.9,0,10
jrb,5/26/2019,-74.009,40.7012,62.6,82.5,9.2,0,10
nyc,5/26/2019,-73.9693,40.779,62,83.36,6.9,0,10
jrb,5/26/2019,-74.009,40.7012,62.6,82.5,11.5,0,10
nyc,5/26/2019,-73.9693,40.779,62,83.36,3.45,0,10
jrb,5/26/2019,-74.009,40.7012,62,83.36,8.05,0,10
nyc,5/26/2019,-73.9693,40.779,63,80.76,5.75,0,10
nyc,5/26/2019,-73.9693,40.779,64,80.54,4.6,0,10
jrb,5/26/2019,-74.009,40.7012,62.6,82.5,5.75,0,10
jrb,5/26/2019,-74.009,40.7012,63,83.42,6.9,0,10
nyc,5/26/2019,-73.9693,40.779,64,83.78,5.75,0,10
nyc,5/26/2019,-73.9693,40.779,65,81.19,4.6,0,10
jrb,5/26/2019,-74.009,40.7012,64.4,82.62,5.75,0,10
jrb,5/26/2019,-74.009,40.7012,64,83.78,5.75,0,10
nyc,5/26/2019,-73.9693,40.779,69,78.39,4.6,0,10
jrb,5/26/2019,-74.009,40.7012,67,84.56,6.9,0,10
nyc,5/26/2019,-73.9693,40.779,73,70.87,0,0,10
jrb,5/26/2019,-74.009,40.7012,75,66.27,5.75,0,10
nyc,5/26/2019,-73.9693,40.779,77,60.06,8.05,0,10
jrb,5/26/2019,-74.009,40.7012,79,60.11,5.75,0,10
nyc,5/26/2019,-73.9693,40.779,83,47.62,4.6,0,10
jrb,5/26/2019,-74.009,40.7012,82,50.97,4.6,0,10
nyc,5/26/2019,-73.9693,40.779,85,44.65,3.45,0,10
jrb,5/26/2019,-74.009,40.7012,85,44.65,10.35,0,10
nyc,5/26/2019,-73.9693,40.779,85,43.24,0,0,10
jrb,5/26/2019,-74.009,40.7012,86,44.81,6.9,0,10
nyc,5/26/2019,-73.9693,40.779,86,37.35,5.75,0,10
jrb,5/26/2019,-74.009,40.7012,86,41.74,6.9,0,10
nyc,5/26/2019,-73.9693,40.779,84,38.28,0,0,10
jrb,5/26/2019,-74.009,40.7012,84,41.14,9.2,0,10
nyc,5/26/2019,-73.9693,40.779,84,39.83,6.9,0,10
jrb,5/26/2019,-74.009,40.7012,83,46.12,8.05,0,10
nyc,5/26/2019,-73.9693,40.779,76,64.31,9.2,0.01,0.75
nyc,5/26/2019,-73.9693,40.779,71,89.94,5.75,0.11,0.75
nyc,5/26/2019,-73.9693,40.779,71,89.94,6.9,t,2
jrb,5/26/2019,-74.009,40.7012,57,69.52,20.7,0,10
jrb,5/26/2019,-74.009,40.7012,77,64.21,24.15,t,10
jrb,5/26/2019,-74.009,40.7012,57,69.52,21.85,0.01,7
nyc,5/26/2019,-73.9693,40.779,70,83.86,3.45,0.03,1.75
jrb,5/26/2019,-74.009,40.7012,57,69.52,18.4,0.02,5
jrb,5/26/2019,-74.009,40.7012,57,69.52,9.2,0.02,7
jrb,5/26/2019,-74.009,40.7012,57,69.52,9.2,0.02,10
jrb,5/26/2019,-74.009,40.7012,57,69.52,0,0.02,10
jrb,5/26/2019,-74.009,40.7012,57,69.52,2.3,0.07,3
nyc,5/26/2019,-73.9693,40.779,69,92.71,5.75,0.09,3
jrb,5/26/2019,-74.009,40.7012,57,69.52,0,0.09,2
jrb,5/26/2019,-74.009,40.7012,71.6,83.09,0,0.09,2.5
jrb,5/26/2019,-74.009,40.7012,57,69.52,2.3,0.09,5
jrb,5/26/2019,-74.009,40.7012,71.6,83.09,6.9,0.1,10
jrb,5/26/2019,-74.009,40.7012,57,69.52,5.75,0.1,10
jrb,5/26/2019,-74.009,40.7012,57,69.52,2.3,0.1,10
nyc,5/26/2019,-73.9693,40.779,69,92.71,0,0.09,10
jrb,5/26/2019,-74.009,40.7012,71,83.93,3.45,0.1,10
jrb,5/26/2019,-74.009,40.7012,57,69.52,0,0,10
nyc,5/26/2019,-73.9693,40.779,70,93.37,3.45,t,5
jrb,5/26/2019,-74.009,40.7012,70,83.86,3.45,0,10
jrb,5/27/2019,-74.009,40.7012,57,69.52,2.3,0,10
jrb,5/27/2019,-74.009,40.7012,57,69.52,5.75,0,10
jrb,5/27/2019,-74.009,40.7012,57,69.52,4.6,0,10
nyc,5/27/2019,-73.9693,40.779,69,92.71,4.6,0,10
jrb,5/27/2019,-74.009,40.7012,71,86.59,4.6,0,10
nyc,5/27/2019,-73.9693,40.779,71,83.93,0,0,10
jrb,5/27/2019,-74.009,40.7012,69,92.71,5.75,0,10
jrb,5/27/2019,-74.009,40.7012,57,69.52,8.05,0,10
nyc,5/27/2019,-73.9693,40.779,72,81.41,3.45,0,10
jrb,5/27/2019,-74.009,40.7012,70,87.14,6.9,t,10
nyc,5/27/2019,-73.9693,40.779,71,83.93,4.6,t,10
jrb,5/27/2019,-74.009,40.7012,70,87.14,4.6,t,10
jrb,5/27/2019,-74.009,40.7012,57,69.52,0,0,10
nyc,5/27/2019,-73.9693,40.779,72,68.31,4.6,0,10
jrb,5/27/2019,-74.009,40.7012,70,83.86,0,0,10
nyc,5/27/2019,-73.9693,40.779,71,65.58,3.45,0,10
jrb,5/27/2019,-74.009,40.7012,71,65.58,0,0,10
nyc,5/27/2019,-73.9693,40.779,69,62.8,3.45,0,10
jrb,5/27/2019,-74.009,40.7012,71,54.73,0,0,10
nyc,5/27/2019,-73.9693,40.779,68,52.51,4.6,0,10
jrb,5/27/2019,-74.009,40.7012,68,58.88,5.75,0,10
nyc,5/27/2019,-73.9693,40.779,66,56.27,5.75,0,10
jrb,5/27/2019,-74.009,40.7012,67,58.74,0,0,10
nyc,5/27/2019,-73.9693,40.779,65,60.9,3.45,0,10
jrb,5/27/2019,-74.009,40.7012,66,63.1,4.6,0,10
nyc,5/27/2019,-73.9693,40.779,64,64.97,4.6,0,10
jrb,5/27/2019,-74.009,40.7012,65,65.56,5.75,0,10
nyc,5/27/2019,-73.9693,40.779,67,61.16,4.6,0,10
jrb,5/27/2019,-74.009,40.7012,66,63.1,3.45,0,10
nyc,5/27/2019,-73.9693,40.779,69,58.6,4.6,0,10
jrb,5/27/2019,-74.009,40.7012,68,60.86,4.6,0,10
jrb,5/27/2019,-74.009,40.7012,57,69.52,9.2,0,10
nyc,5/27/2019,-73.9693,40.779,70,54.98,5.75,0,10
jrb,5/27/2019,-74.009,40.7012,74,49.79,9.2,0,10
jrb,5/27/2019,-74.009,40.7012,57,69.52,12.65,0,10
