NAMELSAD,AREALAND,AREAWATR,AREALAND_SQMI,AREAWATR_SQMI,Ride Count,demographics_total_population,demographics_population_density,demographics_male_percent,demographics_percent_inhouseholds,demographics_percent_marriedhouseholds,demographics_percent_cohabitingcouple,demographics_percent_solomale,demographics_percent_solofemale,demographics_percent_occupiedhousingunits,demographics_percent_owneroccupied,demographics_percent_renteroccupied,demographics_median_age,demographics_percent_under5,demographics_percent_5to9,demographics_percent_10to14,demographics_percent_15to19,demographics_percent_20to24,demographics_percent_25to29,demographics_percent_30to34,demographics_percent_35to39,demographics_percent_40to44,demographics_percent_45to49,demographics_percent_50to54,demographics_percent_55to59,demographics_percent_60to64,demographics_percent_65to69,demographics_percent_70to74,demographics_percent_75to79,demographics_percent_80to84,demographics_percent_over85,demographics_male_median_age,demographics_male_percent_under5,demographics_male_percent_5to9,demographics_male_percent_10to14,demographics_male_percent_15to19,demographics_male_percent_20to24,demographics_male_percent_25to29,demographics_male_percent_30to34,demographics_male_percent_35to39,demographics_male_percent_40to44,demographics_male_percent_45to49,demographics_male_percent_50to54,demographics_male_percent_55to59,demographics_male_percent_60to64,demographics_male_percent_65to69,demographics_male_percent_70to74,demographics_male_percent_75to79,demographics_male_percent_80to84,demographics_male_percent_over85,demographics_Female_median_age,demographics_female_percent_under5,demographics_female_percent_5to9,demographics_female_percent_10to14,demographics_female_percent_15to19,demographics_female_percent_20to24,demographics_female_percent_25to29,demographics_female_percent_30to34,demographics_female_percent_35to39,demographics_female_percent_40to44,demographics_female_percent_45to49,demographics_female_percent_50to54,demographics_female_percent_55to59,demographics_female_percent_60to64,demographics_female_percent_65to69,demographics_female_percent_70to74,demographics_female_percent_75to79,demographics_female_percent_80to84,demographics_female_percent_over85,demographics_median_household_income,demographics_percent_income_under10k,demographics_percent_income_10to15k,demographics_percent_income_15to25k,demographics_percent_income_25to35k,demographics_percent_income_35to50k,demographics_percent_income_50to75k,demographics_percent_income_75to100k,demographics_percent_income_100to150k,demographics_percent_income_150to200k,demographics_percent_income_over200k,demographics_percent_novehicles,demographics_percent_1vehicle_perperson,demographics_percent_lessthan1vehicle_perperson,demographics_under25y_percent_highschool,demographics_under25y_percent_somecollege,demographics_under25y_percent_bachelors,demographics_over25y_percent_highschool,demographics_over25y_percent_somecollege,demographics_over25y_percent_bachelors,demographics_over25y_percent_graduatedegree
0.0,60104.409463430835,32536.55484946285,0.02321742834707791,0.012537896905185694,809.9351232676922,76.14517368337505,711.6371372278071,0.0318839314746592,0.061408032494779476,0.0065026439191739355,0.002464711808073987,0.0021500677474687972,0.002359830454538924,0.060333974910240215,0.008571121783905967,0.05176285312633425,2.034750699256993,0.003933050757564866,0.004562338878775246,0.004352576171705119,0.0035135253434246134,0.007184372717151809,0.005348949030288221,0.006135559181801196,0.006345321888871316,0.003461084666657082,0.00372328805049474,0.0040903727878674615,0.003618406696959677,0.002307389777771392,0.0009963728585831012,0.0017829830100960758,0.0011012542121181645,0.0004719660909077784,0.0002622033838376582,2.0916226132113813,0.0035337081038910646,0.004884831790672948,0.004988764381963858,0.002910112556145587,0.00613202288616391,0.004884831790672948,0.006443820660036632,0.007275281390363936,0.004157303651636548,0.0036376406951819807,0.004469101425509291,0.0038455058777638064,0.002494382190981929,0.0005196629564545677,0.0019747192345273613,0.0006235955477454776,0.00020786518258182585,0.00020786518258182585,1.9462832775501673,0.004339751483584416,0.00423390388642382,0.003704665900620843,0.004128056289263231,0.008256112578526436,0.005821617843832759,0.005821617843832759,0.005398227455190377,0.002752037526175483,0.003810513497781438,0.003704665900620843,0.003387123109139056,0.00211695194321191,0.001481866360248337,0.0015877139574089327,0.0015877139574089327,0.0007409331801241686,0.0003175427914817865,3501.856506233689,0.002401258589185271,0.0027804046822145247,0.004486562100846164,0.006508674597002183,0.004296989054331539,0.020473889023579682,0.006698247643516809,0.005939955457458302,0.005750382410943676,0.003917842961302285,0.011956474302997174,0.0014158982727233542,0.016413931828237364,0.02805681088416475,0.009162697248206956,0.004865708193875418,0.015039461690160382,0.008530787093158201,0.0077724949070996936,0.008214832015633822
0.0,79995.75473737753,12649.840329030138,0.030900714110989706,0.004874590891575556,3038.773156436295,330.459432290881,3191.985273847592,0.11797392686974736,0.2252441397342884,0.024352106337035363,0.008796992681387955,0.007901518560525697,0.008481444413974856,0.22115189795189374,0.032790144322223845,0.18836175362966992,7.533782592661497,0.014238082052712151,0.016277573603982295,0.015953501157418348,0.013187881805907499,0.025182383819510965,0.019799180989233764,0.022677499808602418,0.022694548166904104,0.013373682247161088,0.013804358146054543,0.014864916497962927,0.013020963648908491,0.008769586217982524,0.004532828981735691,0.006680138067146613,0.003993095860418238,0.0017123710969420192,0.0011763058275303488,7.701381255962721,0.012921081374950873,0.017376233738551797,0.018121298957176277,0.011207226240828837,0.021745200262570253,0.018169578296990188,0.023940056364624776,0.025517013265300117,0.01557619276484729,0.013585467485937572,0.015969215462990956,0.013798178718921354,0.009275793765622277,0.003227804929356019,0.00739264063022963,0.00241307406698299,0.0007909115043880287,0.000911930165844732,7.2574756000496174,0.015580074164299,0.015152017294610203,0.013732558858218055,0.015204511032955986,0.028679039876987472,0.02147676021833527,0.021348613389526056,0.019860642861186995,0.011145496965509887,0.014016450545496485,0.013764595565420359,0.012224131298735534,0.008272807028955213,0.005816594286030491,0.005940302437297402,0.00560391701167321,0.002660012662197389,0.0014603724986790643,12782.75562315682,0.00886208558843502,0.010616774960781814,0.016031994576479972,0.026189061061277122,0.017248272733507545,0.07052529008309492,0.02487596797508419,0.022262127325170206,0.02183255168638661,0.013702507171601541,0.04528556649571474,0.005246764750919784,0.06243182760129551,0.10063310867801466,0.04118270468433484,0.01674592346029912,0.05696833018034304,0.0300531571503257,0.029714467335797738,0.029208111180132557
0.0,89244.06501764525,3392.938834019928,0.03443927355747411,0.0013134380466543803,19772.617405310917,1345.5277116756824,18864.76524426332,0.13890913061608512,0.29082799439545187,0.05535065136121538,0.01152704539088039,0.015298946645798608,0.022914542878593062,0.27486209918800175,0.0956045634688311,0.1792575357191709,11.266301814214998,0.01845948652573241,0.01785437503317763,0.01767937424846723,0.010042074875475263,0.010162491994739961,0.02095804850466184,0.028496778705231873,0.02896837496708073,0.024806381371868552,0.023766231668848326,0.018759614722360596,0.015345070089133408,0.013792128183550672,0.014048560486493255,0.010883020700615751,0.007320178328819369,0.005041852618062446,0.005052740389822546,11.075842763003116,0.018994490189987466,0.020577758279721893,0.020219740643052885,0.011070055630196843,0.01118416282051446,0.01737746003612855,0.026205738587094306,0.030656009859394064,0.024081396986797125,0.025165913940614903,0.017838654619901306,0.015730954462685368,0.013411202189953411,0.014537083162493317,0.010343556313048062,0.006377298466872941,0.004712247717059394,0.0029530595086257137,11.42966747107085,0.017956034845786065,0.015406581897662629,0.015369992524418093,0.009089576575613482,0.009233417905691248,0.0241912470295717,0.030579011024397945,0.027427187588378345,0.02549104350444906,0.02247822125108331,0.019616692727308007,0.015020069494071519,0.014140954722317843,0.013591048220576522,0.011389098229087714,0.00816535412802924,0.005336640733147905,0.006954611012551237,43226.34235128823,0.019354930006445236,0.007093341119472628,0.014185941095220422,0.0026024282108734593,0.016865983640048456,0.01943620022213567,0.015356085254337688,0.06671560582397364,0.058519458540967254,0.07144227647244755,0.0633158147434947,0.009432108283622087,0.12736869750047275,0.06951940655164941,0.023164852174407734,0.19225011004263692,0.01792995771816077,0.040644438722621044,0.09100297602115581,0.12176198168556088
0.0,92633.14363775174,0.0,0.03590408938119706,0.0,20742.064547428217,2085.4258393594696,51257.291157458225,0.4208945643431934,0.8861513596824381,0.1725085967941102,0.046487415790523005,0.04160595999388275,0.06293809263834908,0.8486566460615451,0.32321352538380377,0.5254431206777415,33.15915814466117,0.06076332536486583,0.05831174998269428,0.044197557733770716,0.03015352680370438,0.028774917065392206,0.07947952882592692,0.11350338997299605,0.10672924669323045,0.08692994670514376,0.067749976227294,0.06462420141645292,0.04821784408888109,0.03665131654447834,0.035443204001622736,0.02562774871154785,0.012892468430836336,0.0059592857280275,0.003890070292896367,33.23987830416775,0.06917757509177838,0.05444140665018935,0.05479240437244309,0.03310951549746235,0.02217281723281649,0.0700081044903662,0.11050556943052954,0.10391155021522379,0.08829972060705946,0.07055684021064977,0.07165643400573114,0.048752290606659726,0.0359757367836574,0.0376749576734797,0.016937763080000234,0.012466300135209161,0.0052888434835730355,0.004171475022933009,33.20310763475142,0.05373625780853617,0.061540771096765826,0.03511456536388592,0.0275990285439674,0.03441468811659055,0.08761399893130385,0.11606699951091717,0.10897967670549953,0.08575935397484946,0.06525197499274155,0.05875307565770292,0.0477167105335331,0.037252887066799814,0.03354892300789368,0.03304994246952567,0.013260436159767804,0.00653266873229379,0.003707345917187695,145755.49656793315,0.006953698185443127,0.0005479615363663257,0.08379045243909233,0.003740721980108224,0.06006514187551188,0.10015464253637117,0.08774057531844907,0.08097109628991538,0.14744300433033014,0.3384920100981745,0.15964534821870813,0.031411214255267855,0.3411058947437262,0.11846219297585464,0.10342531304738409,0.5824232711602971,0.05574631312573604,0.07601167666358079,0.3520632024539042,0.362826536361318
0.0,85376.27519084835,7260.663432458597,0.03294676748152474,0.0028106700599859077,2555.760654082023,323.62703304743764,4978.877431499038,0.03284882583259697,0.06788852801758602,0.013603480619427675,0.002763654483736366,0.0035082660544839897,0.004524947237620162,0.06358067594083604,0.024495491875663095,0.03908518406517301,2.5936453426813997,0.0047683779434415,0.004424711064634905,0.004467669424485729,0.0026061404976166764,0.002062001272839567,0.004453349971202121,0.006987893202400736,0.006543990150608903,0.005828017486428504,0.005427072794487475,0.004925891929561189,0.0037803356668725378,0.0032218769888118265,0.0031216408158265697,0.002548862684482244,0.001603778767764106,0.0005298197714934948,0.0007732504773148401,2.5459930660442085,0.005044767111920839,0.0047480161053372605,0.005015092011262482,0.002997185166494142,0.0022849827506935534,0.0038874381862448837,0.006498847044180374,0.0069736486547141265,0.005430543420479492,0.005875669930354859,0.004540290400728756,0.003620362280319663,0.003115885569127573,0.0033532863743944356,0.0022849827506935534,0.00151343013357625,0.0005044767111920832,0.0003857763085586519,2.6412976193185904,0.0045106394261684914,0.004123222542939296,0.003957186735841069,0.002241483395826062,0.0018540665125968666,0.004981074212946803,0.007443938684903834,0.006143324862634389,0.006198670131667131,0.0050087468474631705,0.005285473192626881,0.0039295141013247015,0.003320716141964538,0.0029056266242189683,0.0027949360861534837,0.00168803070549864,0.0005534526903274218,0.0011345780151712183,12313.484432411993,0.001293418937295186,0.0006126721281924565,0.0034718087264239204,0.0005445974472821836,0.005173675749180744,0.0038121821309752856,0.0028591365982314643,0.011913069159297766,0.019333209378517516,0.019060910654876428,0.016682163075403426,0.0022338347122428646,0.030185407521845873,0.01177691979747722,0.0,0.056297761112795726,0.0028591365982314643,0.011708845116566948,0.018788611931235336,0.031858950666007746
0.0,88340.70986681334,4294.29207294684,0.03404990885227455,0.0016623602334063057,7489.931306227822,926.0911179113923,13487.464626087827,0.11083138781702759,0.24789745234678578,0.02336308551333447,0.010152358061852884,0.01703779937099869,0.02555974662461792,0.2364674054190543,0.02049492021432725,0.2159724852047269,9.090376272609912,0.010590527664688688,0.008341789225244211,0.00884998060192675,0.010684544600506433,0.01622444681651084,0.03045253642010611,0.030891658286404396,0.02376457553659118,0.017432586225920425,0.015547738237542548,0.012547051266692238,0.013500327992038517,0.014006585490345001,0.012963936816996046,0.009346634635048897,0.005636920360732722,0.003982520357266115,0.004647636280672742,8.756855421332107,0.011788831307057119,0.007630358266029752,0.01109406434304093,0.01207620231220979,0.017481668001461354,0.03041008005962884,0.033400266300253625,0.025056623732163247,0.018436561550760084,0.015495859804977162,0.0126438412340177,0.013557765048987553,0.01092437614038912,0.011667843030637209,0.007527196294435828,0.003592494310915561,0.003004420479349683,0.00362354459891913,9.463732999475232,0.009592213853005065,0.008923667460225488,0.007063259721948975,0.009595950957540574,0.015240322491487332,0.030504675027500438,0.028892160054993045,0.022737659021249627,0.016611434124222814,0.015589917296640714,0.012432065740895525,0.013481416835476094,0.016506093564850194,0.01397963304963356,0.010761803934480528,0.007281685640949807,0.004771047522545235,0.005446990517588681,15465.946249415052,0.01098469757012204,0.009546206978810642,0.017303924066185795,0.03574837131025542,0.029323449209797403,0.036619279482851305,0.029290686689756477,0.040843106242864254,0.02406751331226014,0.015585848600207924,0.07738936420286835,0.007466984005646923,0.10385908267046029,0.03198173794004925,0.13540946841734386,0.057203107298312225,0.05401006479044544,0.058676921556610015,0.06734836155368647,0.04147030892068013
0.0,92632.9851341462,0.0,0.03568402757199434,0.0,5880.316717270002,2217.5324933578763,33404.309697102515,0.2380629247375307,0.5311703008249222,0.051154447471643355,0.0200509116875097,0.032065224516692005,0.049426262877826824,0.5057491272501059,0.053343172064043855,0.45240595518606164,19.26198074770071,0.023883827730639056,0.021003532028797574,0.01893683400825691,0.02518965357047203,0.036565579269179686,0.06389105880284732,0.06344426603608036,0.04900348528038802,0.03566861593864656,0.031374469894508226,0.028543944344202182,0.02863644082450619,0.029833357322541304,0.026632335387808077,0.020096574867498263,0.013314356586330971,0.009138272817386259,0.008592756937365293,18.62077265849036,0.02735601742416112,0.021343845474760644,0.02276505892171396,0.02850248225824851,0.03718226117971532,0.061767160348643504,0.06837873409976443,0.05214618410570025,0.03823037644294171,0.03193102913989537,0.03024709863087502,0.026922389869165286,0.02356500094085753,0.02369131912862016,0.01699242349229709,0.008471367020622969,0.007011791285551762,0.007244821883919181,19.87900713274577,0.021025716834819904,0.020813798815966657,0.01584883580907633,0.022563206353880972,0.036045291838373184,0.0656044588337832,0.059472107648933834,0.046495393495972676,0.03363470008901974,0.03095007018703054,0.027116553244703842,0.03000973217259577,0.03492167413554459,0.028952093104354436,0.02253743817011726,0.01721137284773344,0.010868792930352164,0.009678125135195476,31823.254538465015,0.025506737083444343,0.03432496940972153,0.037069462053184093,0.06831424209881956,0.07449257723819903,0.06229777872273361,0.0675764759163594,0.0767289725397781,0.05285898973334842,0.03457915685186605,0.16388952339497145,0.012278355439774829,0.21055980305531224,0.09523311560780909,0.2658767482441875,0.10314553462668014,0.12908713511514847,0.11029580559543309,0.1487029457103131,0.0789676971499127
0.0,92632.39277756464,0.0,0.0357500086038033,0.0,6048.241000276635,2273.046387685155,35397.364845556775,0.2415851582350922,0.5416182431910259,0.05225372513225601,0.02005657615082775,0.029196900183247484,0.04821611893729616,0.5220837559529755,0.062188961665737626,0.4598947942872378,19.62474106403626,0.02540495815175871,0.023346406373829152,0.023483313910506506,0.02392519338378496,0.038062884714682776,0.06508615021443881,0.06619304978865916,0.04702133718223415,0.038220540535069465,0.030281325412301878,0.028227897886659963,0.02721858941382236,0.029305102306730925,0.02698383376533501,0.021506851467146086,0.0149860990713861,0.009930548588204803,0.009458969382490834,18.767756222936338,0.02786501067398707,0.026537293252375492,0.02740253260417153,0.02773768897885129,0.03875636925955721,0.0646605809702687,0.06992074002225046,0.050404724815714265,0.041661673447988955,0.031516326663813855,0.02739352556681818,0.0247710609189175,0.023710350464331766,0.022645726898797378,0.01763705894341506,0.01041751110809717,0.007958755196508543,0.007646121763177136,20.370850392767075,0.023384113621673537,0.02090694276814081,0.020394806553473678,0.020979073216697033,0.037470566613645465,0.0654034254065886,0.06330222755647033,0.04439342692492777,0.035571396835717715,0.029336012475034836,0.028837831148342978,0.02914887537418997,0.03373130767102766,0.03034296665942436,0.024463388914852707,0.018560581802838438,0.011512719507958246,0.010903388498037379,36510.53016972403,0.03445016934543874,0.032512957720451034,0.04241591246699837,0.055869924330929396,0.0639330569473025,0.06690464846985474,0.07343530187978202,0.080521520372546,0.06005004909070001,0.03835481528489373,0.15559357029087528,0.01446150514215512,0.21327376049997443,0.06752709400423662,0.3097801445093301,0.09853577976267759,0.12209950267103399,0.13166477782716887,0.14600877862258052,0.08532121112928992
0.0,92630.50603387621,0.0,0.03564325413307775,0.0,23800.539576991818,1942.1637334267211,53993.489164123224,0.44839477171986475,0.8863038300809933,0.15064493214787883,0.040981297233862915,0.04060578355180818,0.059284816029259634,0.9031804482279681,0.2976969162328769,0.6054835319950912,33.112076849778255,0.06787284336494105,0.071685807969732,0.0501171017481024,0.03315486039928777,0.053167258553544317,0.10915062068612719,0.12671549708039917,0.11169554949035566,0.08208035556775446,0.06396505890677748,0.055755521000633065,0.039539344921505716,0.032132791712809985,0.033077967686699135,0.02041531400574781,0.013212095311441106,0.00645338968851095,0.008610216616595619,33.60029693415869,0.07395701182831203,0.07311967375618948,0.05885725419148151,0.03965140562356632,0.04493540110178144,0.09304428305910867,0.12121001258902882,0.10982644085155231,0.08750553861317775,0.06890137590746875,0.05998088169824012,0.037314885695668334,0.03644798050538938,0.03365804563012571,0.019002628340726767,0.012401004950826484,0.004101810141726926,0.004885960226593309,32.64092058611237,0.06271418105901798,0.07043318785148013,0.04275420418800118,0.027855841358572758,0.06007209787893977,0.12243043959216691,0.1316098847071264,0.1132089889779675,0.07754691853616685,0.05982446449032546,0.05217550703711877,0.04137785002922137,0.02844228323202066,0.032645469525167205,0.021711184496054838,0.013821966642631633,0.008427490270879377,0.011749634838105965,114712.2688206108,0.08032766379289918,0.016701041806721616,0.02432493833282648,0.010387593139330058,0.03813583608668838,0.12464228885204201,0.14512014793639552,0.19499877815540856,0.13751443235477362,0.20738944871460072,0.15512873700663526,0.023320992674650737,0.28765516820743153,0.11230147141723228,0.027528255315087,0.8192216966908098,0.14611771397797366,0.10388500443376912,0.37656781557042485,0.3186309742349034
0.0,92629.16647913182,0.0,0.03553952600270129,0.0,11439.966393621082,2222.216780493501,45050.14605340017,0.3352812365119692,0.6968738238184564,0.11420817325354302,0.03202563086533658,0.02863091043205799,0.043726931093339576,0.6865686588426233,0.2176066793909128,0.46896197945171053,25.113963604762155,0.04270050268498739,0.04554975756835994,0.036535436879542645,0.0280930950761836,0.04684941355715698,0.08855523962892023,0.08890270668869614,0.07444119560098932,0.06181559135510494,0.04732165987825267,0.04172180007435364,0.03214161576790683,0.02884850763106936,0.025633499996913944,0.018264029769577594,0.013005024577849448,0.006628823242902994,0.00651136096128613,25.727960482222684,0.04731035867336587,0.04402506230323186,0.04112078507179509,0.03347403624860428,0.04061085089140823,0.07379217045345174,0.08518411222002137,0.07760195282085858,0.06771290925288426,0.05209979131304449,0.04317926260618412,0.03186911699864153,0.03329031065831919,0.02521154141213969,0.01563027566205006,0.012771813759515593,0.004738108942055092,0.0038968016524826912,24.5442492768052,0.03885459764456779,0.04683405458142503,0.032683116899814624,0.023596193937585087,0.052083622880884806,0.10093053420272555,0.09205199887541125,0.07172017530476912,0.05686251465323387,0.043282965182116113,0.040530367026285256,0.0323426677158531,0.025118294379678597,0.02599941942905985,0.020514151495722846,0.013189575735824771,0.008213244174909887,0.008711766820186522,99111.08072184131,0.02816505351466828,0.007811949311589057,0.02659100116533171,0.009585870881466646,0.023031851645528578,0.10289187835165581,0.08842008088126332,0.13192144762759234,0.11445036921662088,0.20045760960391296,0.13548568705688496,0.0214785787072809,0.23809726043255378,0.18433583044096688,0.07819564091496602,0.41751313223432523,0.07338499932401159,0.08597670745943925,0.2714815359191856,0.2743538409568287
