,Geography,Geography_name,total_population,population_density,male_percent,percent_inhouseholds,percent_marriedhouseholds,percent_cohabitingcouple,percent_solomale,percent_solofemale,percent_occupiedhousingunits,percent_owneroccupied,percent_renteroccupied,median_age,percent_under5,percent_5to9,percent_10to14,percent_15to19,percent_20to24,percent_25to29,percent_30to34,percent_35to39,percent_40to44,percent_45to49,percent_50to54,percent_55to59,percent_60to64,percent_65to69,percent_70to74,percent_75to79,percent_80to84,percent_over85,male_median_age,male_percent_under5,male_percent_5to9,male_percent_10to14,male_percent_15to19,male_percent_20to24,male_percent_25to29,male_percent_30to34,male_percent_35to39,male_percent_40to44,male_percent_45to49,male_percent_50to54,male_percent_55to59,male_percent_60to64,male_percent_65to69,male_percent_70to74,male_percent_75to79,male_percent_80to84,male_percent_over85,Female_median_age,female_percent_under5,female_percent_5to9,female_percent_10to14,female_percent_15to19,female_percent_20to24,female_percent_25to29,female_percent_30to34,female_percent_35to39,female_percent_40to44,female_percent_45to49,female_percent_50to54,female_percent_55to59,female_percent_60to64,female_percent_65to69,female_percent_70to74,female_percent_75to79,female_percent_80to84,female_percent_over85,median_household_income,percent_income_under10k,percent_income_10to15k,percent_income_15to25k,percent_income_25to35k,percent_income_35to50k,percent_income_50to75k,percent_income_75to100k,percent_income_100to150k,percent_income_150to200k,percent_income_over200k,percent_novehicles,percent_1vehicle_perperson,percent_lessthan1vehicle_perperson,under25y_percent_highschool,under25y_percent_somecollege,under25y_percent_bachelors,over25y_percent_highschool,over25y_percent_somecollege,over25y_percent_bachelors,over25y_percent_graduatedegree
89,1400000US13121007806,Census Tract 78.06; Fulton County; Georgia,5390,2829.396325,0.43432282,1,0.073654917,0.026159555,0.043784787,0.08812616,0.923650724,0.41904344,0.504607284,37.5,0.052504638,0.060853432,0.069387755,0.0716141,0.075510204,0.069573284,0.068274583,0.064749536,0.052875696,0.048423006,0.052875696,0.059554731,0.063079777,0.060667904,0.050649351,0.033951763,0.027458256,0.017996289,32.8,0.05638616,0.075181546,0.080734729,0.082870568,0.0824434,0.078598889,0.073472875,0.061512174,0.049551474,0.051687313,0.044852627,0.058094831,0.059376335,0.04826997,0.038872277,0.025202905,0.02007689,0.012815036,41,0.049524434,0.049852411,0.060675631,0.062971466,0.070186947,0.06264349,0.064283372,0.067235159,0.055428009,0.045916694,0.059035749,0.060675631,0.065923254,0.070186947,0.059691702,0.040669072,0.033125615,0.021974418,49101,0.041,0.01,0.19,0.114,0.154,0.202,0.167,0.087,0.036,0,0.029128015,0.189795918,0.190723562,0.383,0.49,0,0.28,0.339,0.19,0.085
90,1400000US13121007807,Census Tract 78.07; Fulton County; Georgia,2619,2340.482574,0.4620084,1,0.058419244,0.024436808,0.056128293,0.07674685,0.78343949,0.294585987,0.488853503,35.6,0.066055746,0.073310424,0.082092402,0.082856052,0.056891943,0.061473845,0.066055746,0.066437572,0.053073692,0.055364643,0.051546392,0.059946544,0.057273769,0.052691867,0.040855288,0.031691485,0.022145857,0.020236732,33.3,0.076033058,0.084297521,0.090909091,0.088429752,0.052892562,0.058677686,0.071900826,0.062809917,0.043801653,0.058677686,0.061157025,0.056198347,0.054545455,0.056198347,0.039669421,0.023966942,0.009917355,0.009917355,37.7,0.05748758,0.063875089,0.074520937,0.078069553,0.060326473,0.063875089,0.061036196,0.069552874,0.061036196,0.052519517,0.043293116,0.063165366,0.059616749,0.049680625,0.041873669,0.038325053,0.032647268,0.029098652,32543,0.237,0.101,0.08,0.11,0.129,0.117,0.185,0.033,0,0.009,0.141657121,0.114547537,0.244368079,0.312,0.162,0.308,0.311,0.183,0.05,0.064
91,1400000US13121007808,Census Tract 78.08; Fulton County; Georgia,3749,5950.793651,0.415577487,0.99759936,0.030674847,0.028540944,0.030141371,0.056281675,0.824583867,0.085787452,0.738796415,26.2,0.109095759,0.127500667,0.109629234,0.069618565,0.065617498,0.084555882,0.072285943,0.05814884,0.046412377,0.056281675,0.04001067,0.047479328,0.033608962,0.031208322,0.019205121,0.009335823,0.006401707,0.013603628,19.7,0.145699615,0.143774069,0.134146341,0.080872914,0.064184852,0.062259307,0.054557125,0.053915276,0.040436457,0.046854942,0.032734275,0.038510911,0.035301669,0.028241335,0.019255456,0.007060334,0.002567394,0.009627728,29,0.083067093,0.1159288,0.092195345,0.061615701,0.066636239,0.100410771,0.084892743,0.061159288,0.050661798,0.062984938,0.045184847,0.053856686,0.032405294,0.03331812,0.019169329,0.010953902,0.009128252,0.016430853,13577,0.378,0.193,0.167,0.088,0.051,0.069,0.024,0.02,0,0.01,0.161643105,0.045612163,0.272872766,0.776,0,0,0.492,0.229,0.038,0.026
92,1400000US13121007809,Census Tract 78.09; Fulton County; Georgia,4380,1572.146447,0.470319635,0.997716895,0.143835616,0.013926941,0.039041096,0.056849315,0.941736695,0.758543417,0.183193277,45.3,0.047945205,0.050913242,0.061415525,0.05890411,0.05890411,0.052739726,0.055707763,0.056392694,0.052283105,0.05913242,0.065753425,0.076712329,0.068721461,0.069406393,0.071232877,0.047716895,0.024200913,0.021917808,42.6,0.05631068,0.060679612,0.060194175,0.069902913,0.065048544,0.056796117,0.059708738,0.051941748,0.047572816,0.059708738,0.063106796,0.073300971,0.061650485,0.062621359,0.071359223,0.039320388,0.016990291,0.023786408,48,0.040517241,0.042241379,0.0625,0.049137931,0.053448276,0.049137931,0.052155172,0.060344828,0.056465517,0.05862069,0.068103448,0.079741379,0.075,0.075431034,0.07112069,0.055172414,0.030603448,0.020258621,52191,0.091,0.112,0.036,0.086,0.13,0.207,0.115,0.127,0.033,0.063,0.049086758,0.126940639,0.183105023,0.627,0.373,0,0.246,0.32,0.193,0.14
93,1400000US13121007810,Census Tract 78.10; Fulton County; Georgia,4498,1891.505467,0.439306358,1,0.081369498,0.024899956,0.060915963,0.085371276,0.913598429,0.312223859,0.60137457,33.3,0.071365051,0.078034682,0.077812361,0.064473099,0.064917741,0.085593597,0.084259671,0.070475767,0.060471321,0.051578479,0.048688306,0.05380169,0.050022232,0.041351712,0.037572254,0.024010671,0.01934193,0.016229435,31.4,0.081477733,0.087550607,0.082995951,0.075404858,0.061234818,0.084008097,0.094635628,0.056680162,0.063765182,0.048582996,0.044534413,0.057692308,0.043522267,0.035425101,0.035425101,0.019230769,0.015688259,0.012145749,35.3,0.063441713,0.070578906,0.073750991,0.05590801,0.067803331,0.086835845,0.076130056,0.081284695,0.057890563,0.053925456,0.051942902,0.05075337,0.055114988,0.045995242,0.03925456,0.027755749,0.0222046,0.019429025,39647,0.067,0.083,0.112,0.056,0.265,0.246,0.06,0.029,0.033,0.048,0.030680302,0.198977323,0.235660293,0.655,0.345,0,0.381,0.191,0.194,0.184
94,1400000US13121007900,Census Tract 79; Fulton County; Georgia,5067,1552.865461,0.437537004,0.986382475,0.109729623,0.021117032,0.047167949,0.097098875,0.924528302,0.691680961,0.232847341,45.5,0.043220841,0.04499704,0.045786461,0.053285968,0.056838366,0.052891257,0.060390764,0.070653246,0.064535228,0.06315374,0.068087626,0.057233077,0.064337873,0.060588119,0.046378528,0.049338859,0.053483323,0.044799684,42.3,0.050518719,0.057735679,0.054127199,0.060893099,0.057735679,0.053676139,0.065854759,0.066305819,0.064050519,0.060893099,0.078935498,0.059990979,0.060442039,0.045105999,0.034731619,0.046910239,0.043301759,0.038791159,48.1,0.03754386,0.035087719,0.039298246,0.047368421,0.056140351,0.052280702,0.056140351,0.074035088,0.064912281,0.064912281,0.059649123,0.055087719,0.067368421,0.072631579,0.055438596,0.05122807,0.061403509,0.049473684,73473,0.044,0.041,0.028,0.038,0.016,0.375,0.152,0.193,0.065,0.048,0.041247286,0.239786856,0.181764358,0.462,0.328,0,0.225,0.24,0.227,0.235
95,1400000US13121008000,Census Tract 80; Fulton County; Georgia,4672,2046.430136,0.471532534,1,0.091395548,0.027183219,0.063784247,0.073844178,0.850978648,0.533807829,0.317170819,42.3,0.04494863,0.051369863,0.064640411,0.053938356,0.050513699,0.064212329,0.069349315,0.070205479,0.065710616,0.063998288,0.06442637,0.066138699,0.065068493,0.057363014,0.058219178,0.038741438,0.029109589,0.022046233,41.6,0.043576941,0.05265547,0.072174308,0.057648661,0.049477985,0.070812528,0.068996823,0.064911484,0.067635043,0.076259646,0.073082161,0.070812528,0.066273264,0.051747617,0.047208352,0.033590558,0.017703132,0.0154335,43,0.046172539,0.050222762,0.057918186,0.050627785,0.051437829,0.058323208,0.069663832,0.074929121,0.06399352,0.053057918,0.056703119,0.061968408,0.06399352,0.062373431,0.068043742,0.043337384,0.039287161,0.027946537,40673,0.122,0.019,0.158,0.158,0.176,0.13,0.093,0.063,0.028,0.052,0.101027397,0.178082192,0.268835616,0.226,0.484,0,0.334,0.304,0.165,0.098
96,1400000US13121008103,Census Tract 81.03; Fulton County; Georgia,4361,4391.742195,0.412061454,1,0.050905756,0.033249255,0.062141711,0.103875258,0.88197026,0.118959108,0.763011152,35.5,0.06649851,0.085760147,0.070855308,0.054116028,0.062600321,0.081861958,0.071084614,0.064434763,0.058243522,0.049529924,0.049300619,0.054116028,0.067874341,0.059848659,0.043338684,0.025223573,0.018573722,0.01673928,31.8,0.085141903,0.105175292,0.089593767,0.06065665,0.055648303,0.074568726,0.069003895,0.064552031,0.051752922,0.041179744,0.050083472,0.065664997,0.061769616,0.046188091,0.039510295,0.015025042,0.015025042,0.009460211,37.7,0.053432137,0.072152886,0.057722309,0.049531981,0.067472699,0.086973479,0.072542902,0.064352574,0.062792512,0.055382215,0.04875195,0.046021841,0.072152886,0.069422777,0.046021841,0.032371295,0.021060842,0.021840874,26107,0.092,0.123,0.205,0.262,0.073,0.123,0.028,0.072,0.022,0,0.082549874,0.201559275,0.153175877,0.683,0.21,0,0.44,0.17,0.114,0.064
97,1400000US13121008104,Census Tract 81.04; Fulton County; Georgia,3413,1594.1149,0.453852915,1,0.082918254,0.023146792,0.057427483,0.072663346,0.850588965,0.449473032,0.401115933,38.2,0.056841488,0.058013478,0.073542338,0.060064459,0.051860533,0.075886317,0.080867272,0.066803399,0.063873425,0.054204512,0.050981541,0.060943452,0.060064459,0.045121594,0.031350718,0.041605626,0.034573689,0.033401699,37.3,0.067785668,0.063266624,0.089735313,0.061975468,0.045836023,0.074887024,0.071013557,0.066494513,0.063266624,0.061975468,0.060684312,0.056165268,0.060684312,0.043253712,0.029051001,0.030987734,0.028405423,0.024531956,39,0.047746781,0.053648069,0.060085837,0.058476395,0.056866953,0.076716738,0.089055794,0.067060086,0.064377682,0.047746781,0.042918455,0.064914163,0.059549356,0.04667382,0.033261803,0.050429185,0.039699571,0.040772532,36983,0.185,0.05,0.121,0.107,0.164,0.168,0.051,0.104,0.048,0.003,0.07998828,0.114268972,0.268092587,0.647,0.084,0,0.362,0.218,0.205,0.077
98,1400000US13121008202,Census Tract 82.02; Fulton County; Georgia,2031,753.8975501,0.459379616,0.989660266,0.067454456,0.032496307,0.039881832,0.066469719,0.825307951,0.360582307,0.464725644,36,0.062530773,0.086164451,0.082225505,0.061053668,0.066469719,0.066469719,0.065484983,0.064992614,0.050221566,0.045790251,0.056622354,0.063023141,0.071393402,0.055145249,0.036435254,0.021664205,0.016248154,0.028064993,33.3,0.06323687,0.102893891,0.091103966,0.07073955,0.066452304,0.068595927,0.057877814,0.062165059,0.049303323,0.036441586,0.064308682,0.061093248,0.06323687,0.060021436,0.041800643,0.020364416,0.009646302,0.010718114,37.6,0.061930783,0.071948998,0.074681239,0.052823315,0.066484517,0.064663024,0.071948998,0.067395264,0.051001821,0.053734062,0.050091075,0.064663024,0.078324226,0.051001821,0.031876138,0.02276867,0.021857923,0.0428051,16442,0.317,0.174,0.067,0.157,0.104,0.066,0.083,0.009,0.023,0,0.148695224,0.076809453,0.315608075,0.3,0.257,0,0.534,0.186,0.075,0.047
99,1400000US13121008203,Census Tract 82.03; Fulton County; Georgia,2520,3202.033037,0.429761905,1,0.06984127,0.028174603,0.069444444,0.094047619,0.89548495,0.387959866,0.507525084,40.7,0.050396825,0.063888889,0.073412698,0.05952381,0.059920635,0.063888889,0.069444444,0.049206349,0.051587302,0.054761905,0.048412698,0.057539683,0.068253968,0.067063492,0.061507937,0.03531746,0.030555556,0.03531746,37.6,0.051708218,0.082179132,0.0710988,0.061865189,0.0710988,0.066481994,0.068328717,0.047091413,0.046168052,0.06278855,0.048014774,0.05355494,0.072945522,0.064635272,0.055401662,0.029547553,0.024007387,0.023084026,42.7,0.04940849,0.050104384,0.075156576,0.057759221,0.051496173,0.061934586,0.070285317,0.050800278,0.055671538,0.048712596,0.048712596,0.060542797,0.064718163,0.068893528,0.066109951,0.039665971,0.035490605,0.04453723,30288,0.086,0.04,0.327,0.064,0.252,0.082,0.017,0.026,0.047,0.059,0.247619048,0.194047619,0.33015873,0.613,0,0.387,0.425,0.247,0.192,0.071
100,1400000US13121008204,Census Tract 82.04; Fulton County; Georgia,3260,2581.155978,0.458282209,0.999386503,0.073619632,0.026380368,0.065337423,0.091104294,0.883248731,0.473350254,0.409898477,40.6,0.045398773,0.069325153,0.054294479,0.051226994,0.049386503,0.072699387,0.079141104,0.064110429,0.059202454,0.053067485,0.059202454,0.075766871,0.073312883,0.05398773,0.040490798,0.031288344,0.028220859,0.039877301,36.9,0.050870147,0.085676037,0.05957162,0.052878179,0.058232932,0.072958501,0.09437751,0.068942436,0.0562249,0.050200803,0.053547523,0.070281124,0.068942436,0.047523427,0.03815261,0.027443106,0.024096386,0.020080321,45.1,0.040770102,0.055492639,0.049830125,0.049830125,0.041902605,0.072480181,0.066251416,0.06002265,0.061721404,0.055492639,0.06398641,0.080407701,0.077010193,0.059456399,0.042468856,0.034541336,0.031710079,0.056625142,42414,0.035,0.075,0.118,0.125,0.265,0.196,0.044,0.119,0.023,0,0.085276074,0.237423313,0.151226994,0.267,0.312,0,0.328,0.274,0.204,0.13
101,1400000US13121008301,Census Tract 83.01; Fulton County; Georgia,2524,2486.699507,0.505546751,0.960380349,0.052694136,0.035657686,0.062202853,0.056259905,0.672082718,0.29689808,0.375184638,36.8,0.049128368,0.074881141,0.073296355,0.076862124,0.06022187,0.064183835,0.071315372,0.073692552,0.072503962,0.064183835,0.05229794,0.068938193,0.064976228,0.051901743,0.024167987,0.015055468,0.021394612,0.020998415,35.7,0.052507837,0.090909091,0.069749216,0.081504702,0.054075235,0.061128527,0.07523511,0.064263323,0.077586207,0.069749216,0.059561129,0.074451411,0.065830721,0.042319749,0.022727273,0.009404389,0.01645768,0.012539185,37.7,0.045673077,0.05849359,0.076923077,0.072115385,0.06650641,0.067307692,0.067307692,0.083333333,0.067307692,0.05849359,0.044871795,0.063301282,0.064102564,0.061698718,0.025641026,0.020833333,0.026442308,0.029647436,27340,0.068,0.113,0.111,0.339,0.132,0.108,0.087,0.043,0,0,0.142234548,0.143423138,0.260301109,0.882,0.118,0,0.402,0.262,0.036,0.053
102,1400000US13121008302,Census Tract 83.02; Fulton County; Georgia,1657,2269.863014,0.473747737,0.912492456,0.068799034,0.021122511,0.065781533,0.06095353,0.759615385,0.383413462,0.376201923,42,0.051901026,0.061557031,0.049487025,0.055522028,0.044659022,0.070609535,0.068799034,0.067592034,0.063971032,0.045262523,0.053711527,0.066988533,0.072420036,0.068799034,0.06035003,0.025950513,0.030175015,0.042245021,41.1,0.062420382,0.057324841,0.040764331,0.059872611,0.050955414,0.059872611,0.077707006,0.062420382,0.076433121,0.043312102,0.061146497,0.068789809,0.080254777,0.080254777,0.062420382,0.01910828,0.026751592,0.010191083,42.6,0.042431193,0.065366972,0.05733945,0.051605505,0.038990826,0.080275229,0.060779817,0.072247706,0.052752294,0.047018349,0.047018349,0.065366972,0.065366972,0.058486239,0.058486239,0.032110092,0.033256881,0.071100917,28214,0.299,0.041,0.13,0.141,0.11,0.144,0.097,0.019,0.009,0.009,0.114665057,0.101388051,0.237779119,0.607,0.094,0,0.308,0.257,0.179,0.092
103,1400000US13121008400,Census Tract 84; Fulton County; Georgia,2865,4170.305677,0.514136126,0.97591623,0.048516579,0.030017452,0.10052356,0.079581152,0.769922879,0.214010283,0.555912596,38.7,0.052705061,0.061780105,0.069109948,0.056544503,0.052356021,0.078534031,0.076788831,0.067015707,0.057242583,0.067713787,0.061082024,0.072600349,0.069458988,0.061780105,0.038743455,0.023036649,0.016753927,0.016753927,40.1,0.044127631,0.067888663,0.071961982,0.051595384,0.046164291,0.073998642,0.079429735,0.063815343,0.063815343,0.073319756,0.064494229,0.083503055,0.079429735,0.067209776,0.029871012,0.021045485,0.011541073,0.006788866,37.3,0.061781609,0.055316092,0.066091954,0.061781609,0.058908046,0.083333333,0.073994253,0.070402299,0.050287356,0.061781609,0.057471264,0.061063218,0.058908046,0.056034483,0.048132184,0.025143678,0.022270115,0.027298851,21667,0.341,0.103,0.124,0.143,0.036,0.046,0.149,0.044,0,0.015,0.15113438,0.336474695,0.221640489,0.376,0.593,0,0.28,0.191,0.359,0.034
104,1400000US13121008500,Census Tract 85; Fulton County; Georgia,2818,1936.769759,0.486160397,1,0.067068843,0.029808375,0.062100781,0.054648687,0.784839204,0.34762634,0.437212864,34.3,0.057842441,0.070262598,0.082682754,0.076295245,0.062455642,0.082327892,0.076650106,0.073456352,0.05535841,0.063520227,0.050035486,0.056068133,0.058197303,0.047551455,0.028034067,0.017033357,0.017388219,0.024840312,32.1,0.062773723,0.075182482,0.089051095,0.083941606,0.062773723,0.081751825,0.080291971,0.073722628,0.058394161,0.059124088,0.045985401,0.065693431,0.055474453,0.048905109,0.025547445,0.01459854,0.008759124,0.008029197,36.4,0.053176796,0.065607735,0.076657459,0.069060773,0.062154696,0.082872928,0.07320442,0.07320442,0.052486188,0.067679558,0.053867403,0.046961326,0.060773481,0.046270718,0.03038674,0.019337017,0.025552486,0.040745856,30151,0.108,0.091,0.277,0.116,0.074,0.212,0.083,0,0.041,0,0.060681334,0.097586941,0.167849539,0.232,0.312,0.081,0.345,0.281,0.091,0.052
105,1400000US13121008601,Census Tract 86.01; Fulton County; Georgia,4993,2862.958716,0.457840977,0.978369718,0.049869818,0.032245143,0.052473463,0.073102343,0.868198874,0.23217636,0.636022514,31.2,0.093731224,0.090927298,0.084518326,0.059683557,0.06609253,0.087121971,0.071099539,0.062888043,0.04566393,0.038453835,0.04065692,0.055277388,0.051672341,0.055277388,0.037452433,0.0204286,0.02062888,0.018425796,30.4,0.107611549,0.099737533,0.08967629,0.065616798,0.059055118,0.071741032,0.070866142,0.058617673,0.044181977,0.039370079,0.044181977,0.063429571,0.057742782,0.052493438,0.032808399,0.019685039,0.011811024,0.011373578,31.7,0.082009605,0.083487255,0.080162542,0.05467307,0.072035464,0.100110824,0.071296638,0.066494274,0.046915405,0.037680089,0.037680089,0.048393055,0.046545992,0.057628371,0.041374215,0.02105652,0.02807536,0.024381234,19344,0.218,0.124,0.281,0.119,0.096,0.099,0.034,0.028,0,0,0.172241138,0.084918886,0.274784699,0.155,0.364,0.205,0.48,0.203,0.087,0.019
106,1400000US13121008602,Census Tract 86.02; Fulton County; Georgia,1413,817.2353962,0.406935598,1,0.072894551,0.031847134,0.03467799,0.048832272,0.926916221,0.310160428,0.616755793,30.5,0.08138712,0.091295117,0.08138712,0.076433121,0.06581741,0.095541401,0.080679406,0.061571125,0.070771408,0.055201699,0.051663128,0.056617127,0.035385704,0.025477707,0.032554848,0.020523708,0.008492569,0.009200283,26.8,0.083478261,0.090434783,0.123478261,0.092173913,0.071304348,0.08173913,0.08,0.050434783,0.067826087,0.045217391,0.045217391,0.062608696,0.024347826,0.022608696,0.033043478,0.013913043,0.003478261,0.008695652,32.7,0.079952267,0.091885442,0.052505967,0.065632458,0.062052506,0.105011933,0.081145585,0.069212411,0.072792363,0.062052506,0.056085919,0.052505967,0.042959427,0.027446301,0.03221957,0.025059666,0.011933174,0.009546539,35804,0.053,0.071,0.104,0.248,0.232,0.205,0.03,0.034,0.012,0.011,0.118188252,0.095541401,0.27034678,0.261,0.739,0,0.237,0.396,0.137,0.112
107,1400000US13121008701,Census Tract 87.01; Fulton County; Georgia,3333,2057.407407,0.456645665,0.99969997,0.04950495,0.03750375,0.064206421,0.097209721,0.907358739,0.276609724,0.630749014,32,0.069006901,0.074407441,0.079207921,0.067806781,0.061206121,0.102010201,0.094209421,0.066606661,0.057305731,0.04920492,0.0480048,0.051305131,0.050705071,0.03630363,0.03360336,0.02070207,0.01530153,0.02310231,30.1,0.078843627,0.08869908,0.100525624,0.070959264,0.061103811,0.097240473,0.097240473,0.05781866,0.052562418,0.051248357,0.047306176,0.051905388,0.047963206,0.032851511,0.025624179,0.018396846,0.007227332,0.012483574,34.4,0.060739923,0.062396466,0.061292104,0.065157372,0.061292104,0.106018774,0.091662065,0.073992269,0.061292104,0.047487576,0.048591938,0.050800663,0.053009387,0.039204859,0.040309221,0.022639426,0.022087245,0.032026505,38654,0.068,0.181,0.102,0.123,0.26,0.165,0.065,0.013,0,0.023,0.142214221,0.089708971,0.302130213,0.613,0.202,0.052,0.429,0.282,0.085,0.017
108,1400000US13121008702,Census Tract 87.02; Fulton County; Georgia,2287,1606.039326,0.459991255,0.971578487,0.086576301,0.04328815,0.064713599,0.095758636,0.914968999,0.308237378,0.606731621,31.6,0.067774377,0.064276345,0.064276345,0.035417578,0.072584171,0.137735024,0.142107564,0.106252733,0.060778312,0.049846961,0.031919545,0.042413642,0.030170529,0.024048972,0.023174464,0.020988194,0.013992129,0.012243113,30.8,0.067490494,0.064638783,0.075095057,0.033269962,0.070342205,0.141634981,0.134980989,0.114068441,0.065589354,0.05608365,0.039923954,0.044676806,0.036121673,0.018060837,0.016159696,0.008555133,0.008555133,0.004752852,32.4,0.068016194,0.063967611,0.055060729,0.037246964,0.074493927,0.134412955,0.148178138,0.099595142,0.056680162,0.044534413,0.025101215,0.04048583,0.025101215,0.029149798,0.029149798,0.031578947,0.018623482,0.018623482,46917,0.018,0.012,0.165,0.116,0.204,0.213,0.042,0.021,0.087,0.121,0.081329252,0.278530826,0.21950153,0.199,0,0.575,0.102,0.389,0.332,0.108
109,1400000US13121008801,Census Tract 88.01; Fulton County; Georgia,2654,2326.029798,0.490957046,0.993594574,0.174453655,0.034664657,0.061416729,0.065561417,0.920792079,0.638613861,0.282178218,33.2,0.082893745,0.062923888,0.070082894,0.053880934,0.044461191,0.101356443,0.132629992,0.119065561,0.100979653,0.086284853,0.042954032,0.036171816,0.02976639,0.019593067,0.008289375,0.003014318,0.003767898,0.001883949,33.4,0.085955487,0.064466616,0.074443592,0.049884881,0.043745203,0.092095165,0.134305449,0.115118956,0.095932464,0.097467383,0.048349962,0.033768227,0.029930929,0.019186493,0.006907137,0.003069839,0.003069839,0.002302379,32.8,0.079940785,0.061435973,0.065877128,0.057735011,0.045151739,0.110288675,0.131014064,0.122871947,0.10584752,0.07549963,0.037749815,0.038490007,0.029607698,0.019985196,0.009622502,0.00296077,0.004441155,0.001480385,134338,0.03,0.025,0,0,0.103,0.13,0.114,0.281,0.236,0.082,0.011303693,0.183496609,0.157874906,0,0.734,0.266,0.298,0.069,0.339,0.294
110,1400000US13121008802,Census Tract 88.02; Fulton County; Georgia,3689,1446.666667,0.483057739,1,0.206288967,0.034155598,0.046625102,0.06017891,0.920858896,0.671165644,0.249693252,34.5,0.096774194,0.07291949,0.063431824,0.04391434,0.027378693,0.073732719,0.133911629,0.124695039,0.103280022,0.090268365,0.058552453,0.031986988,0.025210084,0.019517484,0.015180266,0.006505828,0.00704798,0.0056926,34.2,0.098204265,0.083613917,0.067901235,0.039281706,0.023569024,0.07687991,0.120089787,0.127384961,0.112794613,0.090909091,0.062289562,0.034231201,0.019640853,0.014590348,0.015151515,0.004489338,0.006734007,0.002244669,34.6,0.095437861,0.062926062,0.059255375,0.048243314,0.030938647,0.07079182,0.146827478,0.122181437,0.094389093,0.089669638,0.055060304,0.029889879,0.030414263,0.024121657,0.015207132,0.008390142,0.007341374,0.008914525,139417,0.053,0.045,0.046,0.01,0.033,0.065,0.074,0.2,0.107,0.367,0.023312551,0.139062076,0.146381133,0.578,0.122,0.175,0.12,0.185,0.392,0.221
111,1400000US13121008903,Census Tract 89.03; Fulton County; Georgia,2419,5423.766816,0.479536999,1,0.106242249,0.054981397,0.095080612,0.108309219,0.895645646,0.385135135,0.510510511,31.1,0.046300124,0.047540306,0.057875155,0.049193882,0.080198429,0.171145101,0.173212071,0.121124432,0.076891277,0.058288549,0.038859033,0.027697396,0.025630426,0.009094667,0.004960728,0.005374122,0.003307152,0.003307152,30.8,0.055172414,0.053448276,0.062931034,0.056896552,0.069827586,0.165517241,0.167241379,0.119827586,0.082758621,0.060344828,0.032758621,0.019827586,0.026724138,0.006896552,0.00862069,0.007758621,0.001724138,0.001724138,31.4,0.038125496,0.042096902,0.053216839,0.042096902,0.089753773,0.176330421,0.178713264,0.122319301,0.071485306,0.056393963,0.044479746,0.034948372,0.024622716,0.011119936,0.001588562,0.003177125,0.004765687,0.004765687,79957,0.003,0.051,0.024,0.077,0.101,0.132,0.305,0.092,0.152,0.064,0.033484911,0.25134353,0.179412981,0.281,0.345,0.235,0.2,0.146,0.287,0.252
112,1400000US13121008905,Census Tract 89.05; Fulton County; Georgia,5536,2787.512588,0.497290462,0.998013006,0.104407514,0.062861272,0.162030347,0.16708815,0.924809989,0.189739414,0.735070575,30.1,0.028901734,0.018605491,0.019508671,0.014270231,0.149927746,0.265895954,0.183345376,0.112897399,0.068641618,0.050216763,0.029804913,0.024024566,0.015715318,0.007044798,0.006864162,0.001625723,0.000903179,0.001806358,30.7,0.028695968,0.018888485,0.019978206,0.013439884,0.130039956,0.260079913,0.185978932,0.120595714,0.07010534,0.055212495,0.03741373,0.027606248,0.014892844,0.006175082,0.006538322,0.00108972,0.001816201,0.00145296,29.5,0.029105282,0.018325548,0.019044197,0.015091628,0.16960115,0.271649299,0.180740208,0.10528207,0.067193676,0.045274883,0.022278117,0.020481495,0.016528926,0.007905138,0.007186489,0.002155947,0,0.002155947,98681,0.071,0.009,0.007,0.039,0.112,0.128,0.168,0.214,0.137,0.116,0.005780347,0.403179191,0.099710983,0.098,0.499,0.403,0.034,0.162,0.466,0.338
113,1400000US13121008906,Census Tract 89.06; Fulton County; Georgia,2247,2819.322459,0.477080552,1,0.209612817,0.022251891,0.039608367,0.093457944,0.965517241,0.865111562,0.10040568,35.6,0.072096128,0.060080107,0.074321317,0.065420561,0.033822875,0.069870939,0.113039608,0.085447263,0.076101469,0.073431242,0.089452603,0.050289275,0.037828215,0.035603026,0.032042724,0.02047174,0.005340454,0.005340454,35,0.081156716,0.070895522,0.069962687,0.063432836,0.031716418,0.076492537,0.107276119,0.088619403,0.080223881,0.071828358,0.094216418,0.045708955,0.042910448,0.018656716,0.027052239,0.020522388,0.003731343,0.005597015,35.9,0.063829787,0.050212766,0.078297872,0.067234043,0.035744681,0.063829787,0.118297872,0.082553191,0.072340426,0.074893617,0.085106383,0.054468085,0.033191489,0.05106383,0.036595745,0.020425532,0.006808511,0.005106383,166676,0.013,0.014,0,0.054,0.029,0.067,0.16,0.115,0.238,0.31,0.039163329,0.18647085,0.168669337,0.172,0,0.419,0.031,0.113,0.446,0.312
