Feature,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29
percent_55to59,0.15595125762843579,0.046040675222765844,0.04268514938259147,-0.12348192062858311,0.18891664555128113,0.046231336013332465,-0.046801014779070435,0.008629211496028168,0.04383376553482201,-0.10738803374930628,-0.029399002574917097,-0.07254626922973864,-0.1032060596477061,-0.00041159541950382475,-0.02044007512551215,-0.0541228108290699,0.12419116077699022,-0.12149288644048206,0.012667181454229012,0.03319662297808513,-0.07637631271085746,0.006598747085892587,-0.030402610089421828,-0.01220881496024459,0.06292031694970429,-0.08102592249040426,0.02979957861532545,0.013260363776283535,0.22082231449867332
percent_60to64,0.1768237619504155,0.020061589597224896,0.021999390325892376,-0.10931393225499894,0.09787151707901774,-0.030955224381147624,-0.015423009695580716,0.01533778615537287,0.006779601202609668,-0.0007915894692902548,-0.0185101411063252,-0.07196204384897797,-0.16056936839575292,0.06482461836487216,0.05710273285638881,-0.06103663744884003,0.10690172467017417,0.0005645291574070017,-0.15620436985903702,-0.05896978237965734,0.0067265863528544675,-0.02290217680954722,-0.04779418553291418,-0.009614361979873733,0.05933709108984132,0.028796286870176355,-0.019725870693228252,-0.09004383406881421,0.15547486537614547
percent_65to69,0.186689753681853,-0.03316168374362488,-0.006747002206281425,-0.054689840848628504,0.00472233545319794,-0.01775183458746753,0.005367488889728367,0.016958725438455367,0.016143397008075162,-0.04157800393638808,-0.04086751882480805,-0.02468311524871434,-0.11535043334650517,0.1535025073698596,0.06742968599651028,0.022631213372051238,-0.0015590888712927152,0.06754412959386501,0.03217325748081731,-0.009095942175313787,0.17121488488756048,0.03274698137265831,0.12599219722287874,0.020919541128190458,0.0055156090241146715,-0.03782454603315158,0.0340114744610812,0.08128956554462702,-0.11620485673296183
percent_70to74,0.18509709075124878,-0.05817524013620032,-0.01738369130720023,-0.002834523346739133,-0.0683406626759161,-0.0031522210352326117,0.008809546388854438,0.022443125757753105,0.00350661642486182,-0.01965052820396147,0.003366179969183352,0.01279202310194312,-0.034727899849782105,0.1359873748814584,-0.025574639281312858,0.03497407437695891,-0.09179135274500479,0.04440918536644782,0.024140622646119714,0.029407273664069526,0.08980986628450163,0.004790902541814751,0.05675395710716988,0.011900494502494002,-0.038780094871002035,0.00021178998904460705,0.030718223744601106,-0.03579410529913381,-0.13431343872053833
percent_75to79,0.1815072245683384,-0.06936776201046312,-0.022480609021910285,0.02280179647445241,-0.09186347921504887,-0.03655582273370833,0.014627839072043453,-0.014725258327906833,-0.01445063982159736,-0.005100036956902261,0.011475121586453686,0.01645950380110641,0.02592886326744375,-0.016995222926187957,-0.061586071089217556,-0.03375771478448624,-0.08349467680337676,0.032117886108382926,0.007054421149364535,-0.012534601597981615,-0.050697566077156454,-0.01837321836298686,-0.03659747854628633,0.02738846034484279,0.006750492271032003,0.07526342333960384,-0.07848714031125749,-0.10025274416944241,-0.0291304163751819
percent_80to84,0.1740403325884839,-0.06367938344036811,-0.03170749129593708,-0.0086139743676929,-0.11923217988145916,-0.10379371706641871,0.04527211934401783,-0.0647976733652422,-0.03329498850314462,0.06493086417265381,0.05833103391936109,0.04171425901954069,0.07333516030242532,-0.1006666813201132,-0.02156054653802765,0.05059000129970101,-0.025239917242288037,-0.0018806758147104086,0.042484131862030615,-0.02781905806077116,-0.06185645150544862,-0.0052322296497929605,-0.048565170684834055,-0.042796000923126354,0.07532221703957984,0.0292228778067068,-0.0808006273874938,0.031151840652458615,0.055851518060809846
percent_over85,0.16160342176025408,-0.06893792973359533,-0.03509874450087093,0.018941667876937063,-0.1509111593061685,-0.12005237792498163,0.03370080135923072,-0.12122191810118453,-0.037913429049483076,0.10987081051368897,0.03181128532952877,0.012275659266676633,0.10066340571578275,-0.17006868079863457,0.03762269181600161,0.0270465368148068,0.029710792927144344,-0.11157879191360576,0.047709021828784365,-0.028837019085338977,-0.05833000810532306,0.02154008155736408,0.018442108399061404,-0.0242600263874444,-0.008241463217424097,-0.06572810313783917,0.14764947968477238,0.009180613614910257,0.04724744886680707
male_median_age,0.14497247603195618,-0.11894917293495394,0.08244260842066393,-0.008669729445710709,0.06208968314981688,-0.11388545140303746,-0.004563741224327574,-0.07696636202339008,-0.06693332185109825,0.07049408888887189,-0.023989440565563333,-0.07691660444089816,-0.0014838506979996495,0.02141547111585701,-0.02284183610920325,0.02166414718661981,0.007240317931615184,-0.034821288910699716,-0.11734029386421164,0.076049869962698,-0.03116460933364988,-0.050549498271329915,0.010758658107505328,-0.007114513794387463,-0.05410028032977168,0.06994608158885288,0.013235142916668871,-0.003242195322692846,-0.08124009077688203
male_percent_under5,-0.014857082982711472,0.1049305469664092,0.16265892057180428,0.13837089822173457,-0.2082520842786696,0.11565448547323248,-0.02049685791599528,-0.06786708523311824,0.07517149847238395,-0.03417772806619576,-0.08137087285886764,-0.11638310653950558,-0.12503008934916426,0.04971880934481018,0.024156433412203387,0.07244472287649478,0.06828248414324849,-0.021390329466692025,0.09901749156035435,-0.13705788297216734,-0.041900380319102565,0.10003300323074842,-0.16867229189666358,0.03578672908244261,0.11728673835028697,-0.0724113288830095,0.06394055188742326,0.006117335756817682,-0.040071846912745186
male_percent_5to9,0.032327783460735046,0.16641726560427567,0.13759412164734647,0.0921242374246226,-0.114398736788109,0.12060413646413448,-0.0685765205057903,0.014812170391810282,-0.004355743264038127,-0.027426620387417472,-0.012177691823806916,0.010768258660086428,0.03169660023734253,0.03996649171532734,-0.03601917513427536,-0.05269531189651179,0.007768537480007664,0.03865290660134326,-0.06906926746460504,-0.0736912950177909,-0.03039119004041145,-0.08290101907040827,0.13167926294105126,-0.06180082370789933,0.019899588677283225,0.016720937892973995,0.017289360326553677,0.023773886729656347,0.0870177999621507
male_percent_10to14,0.058845048156844125,0.1883492717950568,0.08686949044347718,0.03850950177516589,-0.09054869572212398,0.0820859401785071,-0.0723703022285845,0.0474017801241026,0.02162170449464264,-0.05425110755028803,0.07365205949959563,0.03234132457199317,0.08503996744335551,-0.03577215210749787,-0.08944922928128865,-0.10032543282641815,-0.05097337803029193,0.07140213776850748,-0.10373903164029706,-0.012031819841330484,-0.011354982295586256,0.0015623678869658725,0.043058380483976415,-0.0799274840147982,-0.08165046779122088,0.058352485997180334,-0.05006805562864676,-0.022604540237346187,0.05686794346710472
male_percent_15to19,0.016913245209977674,0.12684627196309656,-0.11507322860138287,0.18947182228466403,0.05335522633245698,-0.00506101950173715,0.2242345119118419,0.16257353656349438,-0.22920833976063806,-0.07002946403218388,-0.19384584176333702,0.13445994821759308,0.010198416748701773,-0.07450942531348223,-0.03409331460136697,-0.00811890025233232,-0.027006069819983294,-0.032116898139982766,0.05508622161135192,0.051583511913155654,0.12247053684553344,-0.04781198810002546,0.0377807827945113,-0.030782729565718085,0.13101888714207932,0.001399620724432369,-0.11562406785996451,0.05180368286373476,0.0615630272732562
male_percent_20to24,-0.0401573092740078,0.06141213080219769,-0.21558906839928932,0.10242016424410713,0.06292175664537128,0.009276380175492744,-0.10244075823465963,-0.05275305522496864,0.23399321810687498,0.04525320639249103,0.20413536490290102,0.08644655615375695,-0.054604769253973534,0.04453749394569428,0.17841696296012485,0.04571400563651139,-0.013969273015485742,0.09806730805408621,0.0589776712764675,0.1257580302481336,-0.035957532150409144,0.04227362627129197,0.10609537177009608,0.011082521048662823,0.035390001613342,0.05219018407608183,-0.11046261943090102,0.0647362089319639,0.03267035856133184
male_percent_25to29,-0.12528574995452174,-0.06237191017960787,-0.12417114982238373,-0.1781468969462303,-0.07640268523208765,0.017396659851089437,-0.14379759838366635,0.04737526341919563,-0.03529085244524647,-0.07063823544556708,0.00981516288184206,-0.009855664243849573,0.1483173955418666,-0.05730630818634905,-0.09796431194325886,-0.04876795576392231,0.010208449832221127,-0.04826694683786834,-0.01802594178920191,0.05523015834918872,0.006401024678981654,-0.054782741204588856,-0.06322925392941361,0.10588315605676711,0.06206676246318798,-0.14379071855680464,0.09463671773166872,-0.04049578192791611,-0.05697876629197937
male_percent_30to34,-0.15063004202118263,-0.1133258296802596,0.030562714534751605,-0.12541043787737785,-0.08373497442360327,-0.05458310941297981,0.05362746197003021,-0.007970650019575233,-0.01021700542349549,-0.017408545552108388,-0.034848480448555125,-0.047237348115956174,-0.02641763782024995,0.01317377914276726,-0.0583820869373203,-0.05857401815171203,0.03472389417257714,-0.08645635189270036,0.01596098692314958,-0.0036908083618643894,0.011032297366502852,0.0426302293386918,-0.04114609934444573,0.0501770322491923,-0.08881793834407672,-0.02994978543862381,-0.0928926585006623,0.016499534211067084,0.018971732383131754
male_percent_35to39,-0.13055649809675648,-0.10728423711229045,0.13547625651882308,-0.04419773558163462,-0.025552920427255477,-0.07521887719669726,0.12376603716249515,-0.032325915868446575,-0.006722835693202282,0.06902058716462492,-0.009967470513342382,-0.023775562844397143,-0.0936863115276606,0.015848698766974374,0.10425250890294854,0.04013624872808506,0.024437118876516915,0.0014660570699241392,-0.002019278114772094,0.004527787238750662,-0.0063916130850179146,0.021906449488161003,-0.04139495098022234,0.013994717611333325,-0.10078353880834887,0.05495383738636491,0.009660367392297878,0.08061214641045153,-0.025559906296371268
male_percent_40to44,-0.08581120691887674,-0.0630942629859573,0.20368062573281304,0.008736669382911929,0.073366507601691,-0.06906946571888456,0.1307953242950426,-0.04975786952468663,0.003809931333193678,0.07397268916107673,0.027153485215725578,0.026027151854202013,-0.03336234887440245,-0.045882096528331154,0.16355097535962632,0.07938294598705418,-0.00773177939467851,0.028290856162028234,0.07348901142422712,0.10475970782748005,-0.0018314050365159304,0.011032732400442953,-0.05114449327470154,-0.08209929802933552,-0.08322111868977405,0.09066673410882303,0.0805769634572517,-0.0051417854425648835,0.0995309208229333
male_percent_45to49,-0.004349252936859398,-0.03786497844162368,0.20749595267851592,0.01785442726323906,0.20909974209994017,-0.018628316047373493,-0.006075478639292583,-0.012383315332194061,-0.1010421740730668,0.16645766030763556,0.14641766202212186,0.038170297304953756,0.1518061278406057,-0.05754619919785237,0.028441589254027875,0.02119152583734516,-0.13199716141856419,-0.009794698224375856,-0.05016206754649674,-0.2300527871860309,0.0420436223894334,-0.008992464724297048,0.008759252033292274,0.22033842204590703,0.12657334238047302,-0.10730153746850876,0.13255222681339454,0.00026359331594969643,0.12643035412742812
male_percent_50to54,0.07701656449738362,0.0011114846831903078,0.1214381802426315,-0.06822626178798129,0.32219463530321846,0.03936032581918392,-0.05120761007567682,-0.05407430173764379,-0.11507144582897037,0.18429089892971687,-0.04486645644385008,-0.05765564881275163,0.08503336460321395,-0.04340712117874339,-0.13769445109273604,0.04948056049571531,-0.048015775055604275,0.13066929140964792,0.0839101404126271,-0.10822643139028981,-0.1373105093672474,-0.06332601859913338,-0.19799457311354657,-0.16141533978762218,-0.13616792723948298,0.0872529065766809,0.04994099979606555,0.18197557568402944,-0.23888503687409218
male_percent_55to59,0.14056324071190343,0.008729723787939347,0.030065251793259414,-0.10805919714521738,0.25131716802281884,0.0776104467220914,-0.04893930355479623,-0.038393428234652874,0.02097142684456242,-0.08065722894557,-0.06296352769413498,-0.11423462327275925,-0.09805403558077208,0.021987474619461305,-0.05503065602934901,0.010779505648716332,0.04598776448452724,-0.14199166623437068,-0.06643091311949706,-0.06760660567702033,-0.09940261500302222,-0.01277857782078217,-0.029681767404428523,-0.05254941046176487,-0.005163351079744,-0.03798593983950448,0.06664833230925703,-0.11080945821911109,0.07634471528129252
male_percent_60to64,0.16204008221166796,-0.007259418076974194,0.01827393535396578,-0.0766350767973541,0.15929685885359973,-0.03949298300465098,-0.012802327834509866,-0.006857761056706491,0.011209087761893444,0.06089504665438695,-0.028361873273093044,-0.13943006141491263,-0.1246825012433414,0.08342924146478634,0.033431148109083875,-0.030509294231498618,0.1141015678144497,0.006253623556717657,-0.20591362044597783,-0.120059056600135,-0.002163429687092981,-0.06193222155072979,-0.05899134069204827,-0.07209969591334725,-0.06223130152789512,0.08256926442700317,-0.0017003566388262836,-0.26053128856861685,0.15518725955459237
male_percent_65to69,0.17801955386067098,-0.046388293273843986,-0.014142125428539397,-0.03791892735179148,0.02919929218098313,-0.00343722906079149,-0.010981511764457491,-0.0028849138582331306,0.01791699316425454,-0.04712053584759339,-0.060242955527490996,-0.04878627486726991,-0.1295636655429566,0.12689874266615123,0.023251137810048575,0.04420523248221579,0.03443355881983505,0.07296561010285245,-0.01861851538080845,-0.038130893559508355,0.12363855749428664,0.023185356173639482,0.18574162586186949,-0.017752885593142278,-0.047395541007073605,-0.015838873597276704,0.0682549545939491,0.006540994080002402,-0.1348585157960698
male_percent_70to74,0.17445671434224222,-0.07163017716311795,-0.02073677780416705,0.01459408918927371,-0.04636877542735746,0.00018482670753053323,0.006572284048928059,0.01551046537355167,0.0446713750359604,-0.05889999783738274,-0.02919749388909319,-0.01148180746276332,-0.041217561716375355,0.14038617883109852,-0.03712650775550485,0.0630258252497243,-0.043843808439645846,0.047555126776271675,0.006197434388559073,0.039808793899858905,0.09874476521464781,0.053895076230151454,0.06922773147842597,-0.05746302786435384,0.018824247121456868,0.03628156291550186,0.1259392281082931,-0.04834812854566435,-0.20371172150120886
male_percent_75to79,0.17358258433400142,-0.07939287846119628,-0.03184313573466389,0.04985443382506755,-0.07497924355751488,-0.03709621859928015,0.0044317471448294945,-0.009123184802746157,0.0031041964701533503,-0.030099891018101597,-0.02011524454961009,0.004338733865984004,-0.004314165954564807,-0.01977534013832184,-0.08792959785742514,-0.022961780192943895,-0.05434589845930727,-0.0017980432181999573,-0.027225809969566927,-0.009029032042099872,-0.05674909098789298,-0.00773697381826545,0.010505517184040487,-0.014716367962475593,-0.014153895949024713,0.07104565410808131,-0.010104137634649277,-0.10729080584314485,-0.14960084930889714
