"GEO_ID","NAME","B08201_001E","B08201_001M","B08201_002E","B08201_002M","B08201_003E","B08201_003M","B08201_004E","B08201_004M","B08201_005E","B08201_005M","B08201_006E","B08201_006M","B08201_007E","B08201_007M","B08201_008E","B08201_008M","B08201_009E","B08201_009M","B08201_010E","B08201_010M","B08201_011E","B08201_011M","B08201_012E","B08201_012M","B08201_013E","B08201_013M","B08201_014E","B08201_014M","B08201_015E","B08201_015M","B08201_016E","B08201_016M","B08201_017E","B08201_017M","B08201_018E","B08201_018M","B08201_019E","B08201_019M","B08201_020E","B08201_020M","B08201_021E","B08201_021M","B08201_022E","B08201_022M","B08201_023E","B08201_023M","B08201_024E","B08201_024M","B08201_025E","B08201_025M","B08201_026E","B08201_026M","B08201_027E","B08201_027M","B08201_028E","B08201_028M","B08201_029E","B08201_029M","B08201_030E","B08201_030M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!No vehicle available","Margin of Error!!Total:!!No vehicle available","Estimate!!Total:!!1 vehicle available","Margin of Error!!Total:!!1 vehicle available","Estimate!!Total:!!2 vehicles available","Margin of Error!!Total:!!2 vehicles available","Estimate!!Total:!!3 vehicles available","Margin of Error!!Total:!!3 vehicles available","Estimate!!Total:!!4 or more vehicles available","Margin of Error!!Total:!!4 or more vehicles available","Estimate!!Total:!!1-person household:","Margin of Error!!Total:!!1-person household:","Estimate!!Total:!!1-person household:!!No vehicle available","Margin of Error!!Total:!!1-person household:!!No vehicle available","Estimate!!Total:!!1-person household:!!1 vehicle available","Margin of Error!!Total:!!1-person household:!!1 vehicle available","Estimate!!Total:!!1-person household:!!2 vehicles available","Margin of Error!!Total:!!1-person household:!!2 vehicles available","Estimate!!Total:!!1-person household:!!3 vehicles available","Margin of Error!!Total:!!1-person household:!!3 vehicles available","Estimate!!Total:!!1-person household:!!4 or more vehicles available","Margin of Error!!Total:!!1-person household:!!4 or more vehicles available","Estimate!!Total:!!2-person household:","Margin of Error!!Total:!!2-person household:","Estimate!!Total:!!2-person household:!!No vehicle available","Margin of Error!!Total:!!2-person household:!!No vehicle available","Estimate!!Total:!!2-person household:!!1 vehicle available","Margin of Error!!Total:!!2-person household:!!1 vehicle available","Estimate!!Total:!!2-person household:!!2 vehicles available","Margin of Error!!Total:!!2-person household:!!2 vehicles available","Estimate!!Total:!!2-person household:!!3 vehicles available","Margin of Error!!Total:!!2-person household:!!3 vehicles available","Estimate!!Total:!!2-person household:!!4 or more vehicles available","Margin of Error!!Total:!!2-person household:!!4 or more vehicles available","Estimate!!Total:!!3-person household:","Margin of Error!!Total:!!3-person household:","Estimate!!Total:!!3-person household:!!No vehicle available","Margin of Error!!Total:!!3-person household:!!No vehicle available","Estimate!!Total:!!3-person household:!!1 vehicle available","Margin of Error!!Total:!!3-person household:!!1 vehicle available","Estimate!!Total:!!3-person household:!!2 vehicles available","Margin of Error!!Total:!!3-person household:!!2 vehicles available","Estimate!!Total:!!3-person household:!!3 vehicles available","Margin of Error!!Total:!!3-person household:!!3 vehicles available","Estimate!!Total:!!3-person household:!!4 or more vehicles available","Margin of Error!!Total:!!3-person household:!!4 or more vehicles available","Estimate!!Total:!!4-or-more-person household:","Margin of Error!!Total:!!4-or-more-person household:","Estimate!!Total:!!4-or-more-person household:!!No vehicle available","Margin of Error!!Total:!!4-or-more-person household:!!No vehicle available","Estimate!!Total:!!4-or-more-person household:!!1 vehicle available","Margin of Error!!Total:!!4-or-more-person household:!!1 vehicle available","Estimate!!Total:!!4-or-more-person household:!!2 vehicles available","Margin of Error!!Total:!!4-or-more-person household:!!2 vehicles available","Estimate!!Total:!!4-or-more-person household:!!3 vehicles available","Margin of Error!!Total:!!4-or-more-person household:!!3 vehicles available","Estimate!!Total:!!4-or-more-person household:!!4 or more vehicles available","Margin of Error!!Total:!!4-or-more-person household:!!4 or more vehicles available",
"1400000US13121000100","Census Tract 1, Fulton County, Georgia","2233","414","0","20","714","321","1105","279","378","120","36","34","609","338","0","20","528","325","73","64","8","12","0","20","862","270","0","20","161","90","612","265","89","69","0","20","316","117","0","20","13","22","140","62","163","92","0","20","446","66","0","20","12","19","280","63","118","63","36","34",
"1400000US13121000201","Census Tract 2.01, Fulton County, Georgia","1088","122","0","14","481","145","522","107","54","48","31","36","474","141","0","14","474","141","0","14","0","14","0","14","429","91","0","14","7","12","349","101","54","48","19","28","83","53","0","14","0","14","83","53","0","14","0","14","102","33","0","14","0","14","90","36","0","14","12","25",
"1400000US13121000202","Census Tract 2.02, Fulton County, Georgia","1585","366","8","14","696","376","798","136","50","40","33","35","378","145","8","14","291","130","79","65","0","14","0","14","707","390","0","14","357","355","321","92","29","34","0","14","180","76","0","14","17","27","153","70","10","17","0","14","320","111","0","14","31","39","245","102","11","19","33","35",
"1400000US13121000400","Census Tract 4, Fulton County, Georgia","1037","121","104","61","584","126","254","90","57","41","38","32","542","113","39","32","450","105","53","57","0","14","0","14","401","122","65","57","119","86","182","77","35","33","0","14","49","36","0","14","15","16","9","14","0","14","25","28","45","37","0","14","0","14","10","17","22","26","13","19",
"1400000US13121000501","Census Tract 5.01, Fulton County, Georgia","1802","330","125","78","1112","345","514","193","20","32","31","35","1067","284","125","78","803","264","139","120","0","14","0","14","635","292","0","14","309","250","306","159","20","32","0","14","69","78","0","14","0","14","69","78","0","14","0","14","31","35","0","14","0","14","0","14","0","14","31","35",
"1400000US13121000502","Census Tract 5.02, Fulton County, Georgia","861","125","40","30","353","101","269","156","113","81","86","71","331","98","0","14","288","100","43","41","0","14","0","14","343","120","19","31","65","65","157","121","43","54","59","47","29","34","0","14","0","14","13","22","16","26","0","14","158","55","21","25","0","14","56","53","54","52","27","41",
"1400000US13121000601","Census Tract 6.01, Fulton County, Georgia","1434","197","241","139","691","196","394","133","67","47","41","40","769","227","160","121","569","184","25","29","0","14","15","25","400","119","68","67","79","59","236","96","0","14","17","27","86","55","13","21","0","14","61","54","12","18","0","14","179","76","0","14","43","53","72","66","55","41","9","15",
"1400000US13121000602","Census Tract 6.02, Fulton County, Georgia","1731","206","286","163","990","172","335","119","97","82","23","37","829","161","75","55","726","163","28","33","0","14","0","14","562","150","31","37","229","119","266","98","36","58","0","14","115","83","12","20","15","25","41","45","47","54","0","14","225","154","168","150","20","21","0","14","14","22","23","37",
"1400000US13121000700","Census Tract 7, Fulton County, Georgia","367","70","46","30","112","41","169","72","19","15","21","16","130","43","33","29","92","41","0","14","5","8","0","14","147","70","5","8","17","14","125","69","0","14","0","14","51","27","8","14","3","6","19","14","0","14","21","16","39","21","0","14","0","14","25","19","14","11","0","14",
"1400000US13121001001","Census Tract 10.01, Fulton County, Georgia","1350","298","168","75","842","289","273","69","47","28","20","20","847","304","143","73","689","290","15","14","0","14","0","14","364","88","7","11","134","53","217","68","4","6","2","3","116","41","18","15","19","19","18","14","43","28","18","19","23","16","0","14","0","14","23","16","0","14","0","14",
"1400000US13121001002","Census Tract 10.02, Fulton County, Georgia","492","95","87","33","227","44","165","99","5","7","8","10","246","101","20","18","142","39","80","95","0","20","4","7","193","48","32","25","81","30","80","36","0","20","0","20","24","17","10","11","4","6","5","7","5","7","0","20","29","17","25","16","0","20","0","20","0","20","4","7",
"1400000US13121001101","Census Tract 11.01, Fulton County, Georgia","1853","279","73","58","1274","291","436","147","54","52","16","26","1256","282","73","58","1129","282","38","43","0","14","16","26","508","165","0","14","118","71","367","155","23","27","0","14","37","35","0","14","0","14","31","32","6","15","0","14","52","55","0","14","27","34","0","14","25","42","0","14",
"1400000US13121001102","Census Tract 11.02, Fulton County, Georgia","1963","445","324","157","1036","306","599","377","0","14","4","16","1054","275","324","157","730","279","0","14","0","14","0","14","829","392","0","14","283","151","546","382","0","14","0","14","53","37","0","14","0","14","53","37","0","14","0","14","27","34","0","14","23","29","0","14","0","14","4","16",
"1400000US13121001203","Census Tract 12.03, Fulton County, Georgia","1952","613","351","129","875","535","625","410","91","49","10","15","1182","512","351","129","777","528","54","84","0","14","0","14","694","396","0","14","98","69","553","401","33","35","10","15","40","56","0","14","0","14","18","29","22","36","0","14","36","3","0","14","0","14","0","14","36","3","0","14",
"1400000US13121001204","Census Tract 12.04, Fulton County, Georgia","1216","198","227","180","648","177","294","63","39","43","8","22","765","235","218","180","497","172","50","54","0","14","0","14","366","87","9","16","83","64","227","56","39","43","8","22","69","28","0","14","52","4","17","28","0","14","0","14","16","27","0","14","16","27","0","14","0","14","0","14",
"1400000US13121001205","Census Tract 12.05, Fulton County, Georgia","1279","142","174","84","815","142","290","121","0","14","0","14","974","157","96","72","762","140","116","51","0","14","0","14","236","115","78","50","36","48","122","97","0","14","0","14","69","86","0","14","17","27","52","82","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121001206","Census Tract 12.06, Fulton County, Georgia","2249","469","355","265","1413","391","455","109","26","29","0","14","1459","426","198","194","1229","393","32","36","0","14","0","14","710","199","157","150","149","98","392","99","12","18","0","14","60","41","0","14","15","24","31","35","14","23","0","14","20","32","0","14","20","32","0","14","0","14","0","14",
"1400000US13121001301","Census Tract 13.01, Fulton County, Georgia","1411","434","316","402","622","213","452","150","21","27","0","14","829","462","304","400","525","212","0","14","0","14","0","14","482","151","12","20","62","58","408","156","0","14","0","14","37","36","0","14","0","14","26","30","11","20","0","14","63","40","0","14","35","32","18","28","10","18","0","14",
"1400000US13121001302","Census Tract 13.02, Fulton County, Georgia","991","100","51","62","564","124","323","91","53","65","0","14","428","129","13","20","397","126","18","21","0","14","0","14","426","107","38","60","47","36","288","88","53","65","0","14","137","100","0","14","120","97","17","26","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121001400","Census Tract 14, Fulton County, Georgia","1420","239","61","48","788","237","512","98","55","33","4","9","835","244","39","41","731","236","65","49","0","14","0","14","471","90","22","26","53","37","361","79","35","27","0","14","35","29","0","14","0","14","25","28","10","14","0","14","79","28","0","14","4","8","61","22","10","16","4","9",
"1400000US13121001501","Census Tract 15.01, Fulton County, Georgia","1330","277","156","75","666","225","451","215","34","39","23","29","737","216","134","68","586","219","17","28","0","14","0","14","433","224","22","38","46","38","365","221","0","14","0","14","79","61","0","14","0","14","32","40","34","39","13","22","81","40","0","14","34","46","37","43","0","14","10","19",
"1400000US13121001502","Census Tract 15.02, Fulton County, Georgia","1008","155","23","37","618","154","298","93","46","48","23","32","546","138","0","14","515","135","31","41","0","14","0","14","145","72","23","37","15","26","102","62","0","14","5","14","104","51","0","14","0","14","71","45","15","25","18","28","213","123","0","14","88","105","94","45","31","43","0","14",
"1400000US13121001600","Census Tract 16, Fulton County, Georgia","1350","197","104","79","802","199","373","78","71","50","0","14","624","182","34","30","590","179","0","14","0","14","0","14","574","126","70","72","172","103","309","75","23","24","0","14","120","76","0","14","33","53","41","34","46","43","0","14","32","37","0","14","7","12","23","34","2","8","0","14",
"1400000US13121001701","Census Tract 17.01, Fulton County, Georgia","901","162","163","145","287","153","371","132","68","93","12","23","337","152","72","76","166","106","99","113","0","14","0","14","361","125","41","67","63","58","206","69","51","81","0","14","128","70","25","61","58","85","28","45","17","35","0","14","75","48","25","62","0","14","38","46","0","14","12","23",
"1400000US13121001702","Census Tract 17.02, Fulton County, Georgia","2098","416","26","30","1190","430","857","182","25","29","0","14","1002","372","12","21","955","372","35","38","0","14","0","14","915","229","14","21","211","199","690","136","0","14","0","14","167","103","0","14","10","18","132","96","25","29","0","14","14","15","0","14","14","15","0","14","0","14","0","14",
"1400000US13121001801","Census Tract 18.01, Fulton County, Georgia","1697","426","935","401","657","220","105","62","0","14","0","14","1210","320","720","327","484","145","6","10","0","14","0","14","284","156","34","41","173","152","77","52","0","14","0","14","37","41","15","23","0","14","22","34","0","14","0","14","166","252","166","252","0","14","0","14","0","14","0","14",
"1400000US13121001802","Census Tract 18.02, Fulton County, Georgia","1547","135","257","116","1027","166","235","112","11","12","17","26","998","147","156","91","842","166","0","14","0","14","0","14","494","155","57","58","185","99","235","112","0","14","17","26","44","65","44","65","0","14","0","14","0","14","0","14","11","12","0","14","0","14","0","14","11","12","0","14",
"1400000US13121001901","Census Tract 19.01, Fulton County, Georgia","173","61","30","49","143","45","0","14","0","14","0","14","97","52","30","49","67","21","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","76","40","0","14","76","40","0","14","0","14","0","14",
"1400000US13121001902","Census Tract 19.02, Fulton County, Georgia","1458","282","270","160","930","214","220","104","38","36","0","14","1135","258","258","159","817","196","60","46","0","14","0","14","313","128","12","19","113","84","160","91","28","32","0","14","10","17","0","14","0","14","0","14","10","17","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121002100","Census Tract 21, Fulton County, Georgia","1039","238","136","63","626","231","221","105","56","51","0","14","669","237","123","62","502","229","44","54","0","14","0","14","276","91","13","19","104","59","145","85","14","14","0","14","70","51","0","14","20","28","25","26","25","40","0","14","24","31","0","14","0","14","7","10","17","28","0","14",
"1400000US13121002300","Census Tract 23, Fulton County, Georgia","596","151","260","112","221","121","77","51","27","31","11","15","245","122","90","53","132","106","9","14","14","22","0","14","198","107","118","97","39","40","41","39","0","14","0","14","86","58","35","35","32","32","19","30","0","14","0","14","67","44","17","26","18","28","8","10","13","20","11","15",
"1400000US13121002400","Census Tract 24, Fulton County, Georgia","1170","222","334","87","468","191","270","118","72","55","26","26","527","198","197","87","269","171","41","45","20","33","0","14","337","130","26","28","162","91","149","114","0","14","0","14","133","76","54","56","8","12","38","31","33","46","0","14","173","80","57","58","29","23","42","45","19","21","26","26",
"1400000US13121002500","Census Tract 25, Fulton County, Georgia","1145","183","547","178","429","100","134","92","30","31","5","13","449","108","216","78","231","78","2","14","0","14","0","14","333","108","149","82","138","77","41","46","5","7","0","14","101","84","20","30","0","14","75","83","6","11","0","14","262","164","162","159","60","49","16","16","19","27","5","13",
"1400000US13121002600","Census Tract 26, Fulton County, Georgia","554","69","193","60","230","61","89","50","26","34","16","17","141","66","86","50","55","45","0","14","0","14","0","14","248","69","103","46","98","59","40","32","0","14","7","10","74","46","0","14","39","30","14","16","21","33","0","14","91","51","4","9","38","31","35","38","5","9","9","15",
"1400000US13121002801","Census Tract 28.01, Fulton County, Georgia","975","180","107","63","610","142","233","110","7","9","18","28","633","156","98","60","487","127","48","61","0","14","0","14","317","109","9","11","123","70","185","88","0","14","0","14","5","8","0","14","0","14","0","14","5","8","0","14","20","27","0","14","0","14","0","14","2","4","18","28",
"1400000US13121002802","Census Tract 28.02, Fulton County, Georgia","587","120","229","62","299","118","59","55","0","14","0","14","355","140","189","66","166","105","0","14","0","14","0","14","194","128","40","36","121","125","33","41","0","14","0","14","12","19","0","14","12","19","0","14","0","14","0","14","26","37","0","14","0","14","26","37","0","14","0","14",
"1400000US13121002900","Census Tract 29, Fulton County, Georgia","1198","148","166","89","609","138","388","98","35","32","0","14","650","157","107","82","513","141","9","14","21","24","0","14","456","100","45","43","96","47","315","87","0","14","0","14","55","38","14","18","0","14","27","27","14","20","0","14","37","24","0","14","0","14","37","24","0","14","0","14",
"1400000US13121003000","Census Tract 30, Fulton County, Georgia","1862","194","60","40","908","158","731","177","92","49","71","68","800","139","45","38","731","143","21","20","0","14","3","6","661","144","0","14","144","72","487","123","30","28","0","14","203","127","15","23","0","14","129","112","59","47","0","14","198","76","0","14","33","47","94","41","3","5","68","68",
"1400000US13121003100","Census Tract 31, Fulton County, Georgia","1251","332","321","294","450","188","430","115","40","31","10","13","616","331","309","294","298","178","0","14","9","15","0","14","473","119","12","19","152","70","304","117","5","8","0","14","134","63","0","14","0","14","108","61","26","25","0","14","28","31","0","14","0","14","18","28","0","14","10","13",
"1400000US13121003200","Census Tract 32, Fulton County, Georgia","1285","137","65","44","566","125","577","127","77","57","0","14","571","124","51","37","451","107","62","58","7","13","0","14","579","131","14","22","115","53","413","121","37","50","0","14","82","47","0","14","0","14","58","45","24","24","0","14","53","22","0","14","0","14","44","18","9","13","0","14",
"1400000US13121003500","Census Tract 35, Fulton County, Georgia","1111","347","325","262","604","232","182","83","0","14","0","14","865","341","283","257","570","229","12","12","0","14","0","14","210","78","15","16","31","26","164","83","0","14","0","14","9","12","0","14","3","6","6","10","0","14","0","14","27","42","27","42","0","14","0","14","0","14","0","14",
"1400000US13121003600","Census Tract 36, Fulton County, Georgia","893","221","293","127","485","225","115","63","0","14","0","14","714","214","277","125","411","212","26","43","0","14","0","14","179","95","16","26","74","78","89","61","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121003700","Census Tract 37, Fulton County, Georgia","146","61","35","39","111","65","0","14","0","14","0","14","127","69","35","39","92","73","0","14","0","14","0","14","19","31","0","14","19","31","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121003800","Census Tract 38, Fulton County, Georgia","246","77","98","51","103","42","45","56","0","14","0","14","154","61","77","48","64","38","13","17","0","14","0","14","37","23","11","16","26","24","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","55","57","10","2","13","20","32","53","0","14","0","14",
"1400000US13121003900","Census Tract 39, Fulton County, Georgia","624","122","157","63","286","113","153","65","21","26","7","10","197","66","76","45","103","46","18","20","0","14","0","14","203","75","77","50","63","41","58","35","5","7","0","14","62","39","0","14","33","33","22","24","0","14","7","10","162","98","4","12","87","89","55","49","16","25","0","14",
"1400000US13121004000","Census Tract 40, Fulton County, Georgia","1097","213","256","64","537","215","224","68","61","35","19","24","454","164","157","63","260","160","24","17","13","21","0","14","342","87","62","38","84","54","162","61","18","18","16","24","99","61","0","14","54","51","23","20","22","24","0","14","202","137","37","34","139","126","15","24","8","14","3","5",
"1400000US13121004100","Census Tract 41, Fulton County, Georgia","791","166","77","46","281","103","265","134","109","50","59","51","262","88","42","42","157","67","50","42","13","19","0","14","206","119","8","12","35","31","130","113","21","17","12","19","120","50","17","21","26","26","45","33","32","23","0","14","203","92","10","15","63","67","40","37","43","39","47","43",
"1400000US13121004200","Census Tract 42, Fulton County, Georgia","1470","235","686","104","657","262","85","49","42","40","0","14","879","176","520","91","359","171","0","14","0","14","0","14","300","99","115","81","72","54","71","46","42","40","0","14","211","199","0","14","211","199","0","14","0","14","0","14","80","39","51","40","15","25","14","23","0","14","0","14",
"1400000US13121004300","Census Tract 43, Fulton County, Georgia","615","132","168","87","335","134","74","45","38","36","0","14","400","139","119","75","256","130","0","14","25","38","0","14","166","67","43","44","54","44","62","42","7","10","0","14","12","17","0","14","0","14","12","17","0","14","0","14","37","27","6","10","25","26","0","14","6","10","0","14",
"1400000US13121004400","Census Tract 44, Fulton County, Georgia","1397","310","659","244","596","271","48","45","66","107","28","44","718","248","450","229","254","109","14","21","0","14","0","14","230","148","77","79","42","48","17","26","66","107","28","44","266","233","0","14","254","232","12","21","0","14","0","14","183","115","132","113","46","64","5","9","0","14","0","14",
"1400000US13121004800","Census Tract 48, Fulton County, Georgia","726","233","276","167","359","174","91","45","0","14","0","14","450","180","266","167","152","74","32","27","0","14","0","14","248","153","10","11","190","158","48","33","0","14","0","14","16","14","0","14","5","12","11","12","0","14","0","14","12","23","0","14","12","23","0","14","0","14","0","14",
"1400000US13121004900","Census Tract 49, Fulton County, Georgia","1134","178","168","98","420","123","426","104","105","59","15","19","370","131","104","72","208","93","21","24","37","41","0","14","383","104","14","22","132","74","214","78","23","25","0","14","130","88","0","14","73","84","29","26","28","24","0","14","251","89","50","55","7","13","162","72","17","19","15","19",
"1400000US13121005000","Census Tract 50, Fulton County, Georgia","1333","202","147","91","626","149","427","143","133","132","0","14","668","150","99","69","532","146","33","35","4","6","0","14","391","130","0","14","64","45","311","136","16","18","0","14","194","145","48","59","6","11","54","37","86","126","0","14","80","51","0","14","24","27","29","29","27","25","0","14",
"1400000US13121005200","Census Tract 52, Fulton County, Georgia","1998","269","18","32","563","179","1297","291","120","64","0","14","503","152","0","14","370","143","133","101","0","14","0","14","965","286","18","32","144","103","759","276","44","41","0","14","214","152","0","14","12","21","176","145","26","30","0","14","316","108","0","14","37","60","229","96","50","39","0","14",
"1400000US13121005300","Census Tract 53, Fulton County, Georgia","1809","219","122","78","639","222","778","151","246","102","24","23","668","207","90","66","506","202","38","32","34","51","0","14","577","128","0","14","96","80","421","129","47","37","13","16","379","107","11","18","37","32","185","68","135","84","11","18","185","54","21","32","0","14","134","57","30","34","0","14",
"1400000US13121005501","Census Tract 55.01, Fulton County, Georgia","1025","250","198","81","476","248","219","65","120","55","12","12","287","107","74","51","180","85","27","27","6","12","0","14","240","79","54","50","65","44","75","39","34","27","12","12","223","74","32","35","86","64","66","42","39","20","0","14","275","231","38","32","145","220","51","42","41","44","0","14",
"1400000US13121005503","Census Tract 55.03, Fulton County, Georgia","630","82","182","102","410","112","38","38","0","14","0","14","390","115","143","100","247","101","0","14","0","14","0","14","158","112","0","14","129","116","29","36","0","14","0","14","39","37","39","37","0","14","0","14","0","14","0","14","43","39","0","14","34","38","9","13","0","14","0","14",
"1400000US13121005504","Census Tract 55.04, Fulton County, Georgia","550","103","93","62","274","86","137","97","17","18","29","33","208","70","31","36","177","72","0","14","0","14","0","14","160","78","62","62","30","30","45","34","0","14","23","32","118","91","0","14","26","33","84","88","8","15","0","14","64","45","0","14","41","41","8","13","9","11","6","11",
"1400000US13121005700","Census Tract 57, Fulton County, Georgia","602","121","155","55","333","111","97","51","11","18","6","8","301","81","112","43","176","64","13","14","0","14","0","14","123","96","6","8","84","91","33","31","0","14","0","14","94","48","14","21","56","38","13","17","11","18","0","14","84","39","23","25","17","17","38","34","0","14","6","8",
"1400000US13121005800","Census Tract 58, Fulton County, Georgia","542","99","92","41","340","98","80","38","24","22","6","9","205","65","52","35","153","61","0","14","0","14","0","14","218","72","20","18","125","66","55","29","12","19","6","9","17","15","9","13","0","14","1","4","7","8","0","14","102","70","11","14","62","64","24","21","5","7","0","14",
"1400000US13121006000","Census Tract 60, Fulton County, Georgia","1447","238","302","105","621","123","455","215","69","80","0","14","578","103","184","79","355","97","39","37","0","14","0","14","290","92","57","43","87","47","146","71","0","14","0","14","270","96","61","46","89","74","98","62","22","26","0","14","309","199","0","14","90","44","172","180","47","76","0","14",
"1400000US13121006100","Census Tract 61, Fulton County, Georgia","1373","212","252","96","767","182","300","94","39","38","15","17","481","156","124","82","308","128","49","39","0","14","0","14","330","126","9","13","170","94","142","75","2","10","7","11","264","143","17","21","218","142","20","21","9","14","0","14","298","121","102","73","71","51","89","75","28","33","8","13",
"1400000US13121006200","Census Tract 62, Fulton County, Georgia","640","199","116","50","315","163","101","37","24","24","84","122","252","161","46","34","183","158","23","24","0","14","0","14","123","60","19","29","63","45","17","16","24","24","0","14","64","37","21","26","18","19","25","22","0","14","0","14","201","129","30","29","51","34","36","25","0","14","84","122",
"1400000US13121006300","Census Tract 63, Fulton County, Georgia","712","99","263","81","279","58","119","52","48","60","3","8","348","78","117","56","184","53","47","35","0","14","0","14","167","72","53","37","34","30","45","34","35","57","0","14","158","59","65","48","61","39","19","19","13","19","0","14","39","31","28","28","0","14","8","12","0","14","3","8",
"1400000US13121006400","Census Tract 64, Fulton County, Georgia","410","93","139","81","171","64","74","40","18","18","8","10","183","70","73","49","95","55","15","24","0","14","0","14","113","42","4","6","42","32","56","31","11","16","0","14","61","40","20","24","34","30","0","14","7","9","0","14","53","68","42","66","0","14","3","5","0","14","8","10",
"1400000US13121006500","Census Tract 65, Fulton County, Georgia","1622","361","186","76","606","220","464","155","340","310","26","21","802","368","36","41","361","212","160","78","245","300","0","14","398","125","46","35","110","73","212","100","30","29","0","14","175","80","40","58","45","36","25","24","51","55","14","11","247","106","64","62","90","83","67","79","14","21","12","17",
"1400000US13121006601","Census Tract 66.01, Fulton County, Georgia","673","90","148","60","234","82","215","62","76","44","0","14","218","64","64","36","94","44","60","42","0","14","0","14","273","87","58","44","103","62","112","53","0","14","0","14","107","49","26","24","9","11","29","26","43","29","0","14","75","40","0","14","28","28","14","17","33","31","0","14",
"1400000US13121006602","Census Tract 66.02, Fulton County, Georgia","373","61","159","61","105","50","84","45","25","25","0","14","200","63","75","50","71","41","35","30","19","23","0","14","91","49","60","43","30","25","1","2","0","14","0","14","39","28","11","13","0","14","28","26","0","14","0","14","43","22","13","18","4","6","20","20","6","11","0","14",
"1400000US13121006701","Census Tract 67.01, Fulton County, Georgia","918","251","266","106","545","258","83","46","24","28","0","14","399","109","193","94","206","109","0","14","0","14","0","14","108","48","41","36","61","41","6","11","0","14","0","14","164","88","0","14","96","71","68","45","0","14","0","14","247","241","32","48","182","232","9","14","24","28","0","14",
"1400000US13121006702","Census Tract 67.02, Fulton County, Georgia","777","104","158","61","402","123","217","114","0","14","0","14","361","112","132","55","211","112","18","22","0","14","0","14","197","97","26","31","50","53","121","86","0","14","0","14","160","80","0","14","90","98","70","84","0","14","0","14","59","55","0","14","51","58","8","12","0","14","0","14",
"1400000US13121006801","Census Tract 68.01, Fulton County, Georgia","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121006802","Census Tract 68.02, Fulton County, Georgia","517","168","311","186","153","61","21","23","12","14","20","31","46","21","25","18","21","15","0","14","0","14","0","14","21","31","20","31","0","14","1","5","0","14","0","14","207","184","134","174","70","54","3","8","0","14","0","14","243","59","132","54","62","41","17","18","12","14","20","31",
"1400000US13121006900","Census Tract 69, Fulton County, Georgia","1394","168","177","86","482","129","600","146","79","50","56","50","420","131","103","69","246","100","71","67","0","14","0","14","600","137","53","45","191","85","338","121","18","20","0","14","202","105","0","14","22","25","132","97","39","31","9","15","172","83","21","30","23","25","59","55","22","31","47","48",
"1400000US13121007001","Census Tract 70.01, Fulton County, Georgia","1441","242","305","170","663","197","372","128","101","84","0","14","584","203","160","87","355","178","32","44","37","59","0","14","332","126","50","45","173","97","86","80","23","34","0","14","246","146","95","132","71","68","80","50","0","14","0","14","279","102","0","14","64","65","174","82","41","57","0","14",
"1400000US13121007002","Census Tract 70.02, Fulton County, Georgia","1122","238","149","161","698","192","158","78","89","66","28","30","341","137","11","17","330","136","0","14","0","14","0","14","473","203","94","147","218","121","121","83","40","51","0","14","79","73","30","48","39","43","0","14","10","15","0","14","229","121","14","23","111","104","37","37","39","46","28","30",
"1400000US13121007100","Census Tract 71, Fulton County, Georgia","959","170","200","79","471","138","241","110","34","31","13","15","348","90","58","40","170","59","120","61","0","14","0","14","230","98","54","36","126","80","44","52","6","11","0","14","221","111","44","43","112","92","46","63","19","24","0","14","160","65","44","45","63","53","31","31","9","14","13","15",
"1400000US13121007200","Census Tract 72, Fulton County, Georgia","968","526","59","40","313","74","529","533","48","26","19","23","490","524","5","8","110","48","368","524","7","10","0","14","186","78","0","14","79","44","86","60","16","18","5","7","129","60","20","22","59","37","41","32","9","9","0","14","163","63","34","35","65","52","34","31","16","13","14","22",
"1400000US13121007301","Census Tract 73.01, Fulton County, Georgia","1877","339","233","169","1151","386","366","152","127","147","0","14","824","337","110","82","559","305","155","130","0","14","0","14","423","220","30","50","141","100","211","168","41","63","0","14","324","215","93","132","231","190","0","14","0","14","0","14","306","244","0","14","220","207","0","14","86","131","0","14",
"1400000US13121007302","Census Tract 73.02, Fulton County, Georgia","1226","359","475","376","312","136","388","151","40","49","11","18","356","353","270","351","56","63","19","22","0","14","11","18","420","147","51","49","225","109","132","116","12","20","0","14","312","165","98","121","31","49","183","113","0","14","0","14","138","112","56","85","0","14","54","80","28","45","0","14",
