"GEO_ID","NAME","B08201_001E","B08201_001M","B08201_002E","B08201_002M","B08201_003E","B08201_003M","B08201_004E","B08201_004M","B08201_005E","B08201_005M","B08201_006E","B08201_006M","B08201_007E","B08201_007M","B08201_008E","B08201_008M","B08201_009E","B08201_009M","B08201_010E","B08201_010M","B08201_011E","B08201_011M","B08201_012E","B08201_012M","B08201_013E","B08201_013M","B08201_014E","B08201_014M","B08201_015E","B08201_015M","B08201_016E","B08201_016M","B08201_017E","B08201_017M","B08201_018E","B08201_018M","B08201_019E","B08201_019M","B08201_020E","B08201_020M","B08201_021E","B08201_021M","B08201_022E","B08201_022M","B08201_023E","B08201_023M","B08201_024E","B08201_024M","B08201_025E","B08201_025M","B08201_026E","B08201_026M","B08201_027E","B08201_027M","B08201_028E","B08201_028M","B08201_029E","B08201_029M","B08201_030E","B08201_030M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!No vehicle available","Margin of Error!!Total:!!No vehicle available","Estimate!!Total:!!1 vehicle available","Margin of Error!!Total:!!1 vehicle available","Estimate!!Total:!!2 vehicles available","Margin of Error!!Total:!!2 vehicles available","Estimate!!Total:!!3 vehicles available","Margin of Error!!Total:!!3 vehicles available","Estimate!!Total:!!4 or more vehicles available","Margin of Error!!Total:!!4 or more vehicles available","Estimate!!Total:!!1-person household:","Margin of Error!!Total:!!1-person household:","Estimate!!Total:!!1-person household:!!No vehicle available","Margin of Error!!Total:!!1-person household:!!No vehicle available","Estimate!!Total:!!1-person household:!!1 vehicle available","Margin of Error!!Total:!!1-person household:!!1 vehicle available","Estimate!!Total:!!1-person household:!!2 vehicles available","Margin of Error!!Total:!!1-person household:!!2 vehicles available","Estimate!!Total:!!1-person household:!!3 vehicles available","Margin of Error!!Total:!!1-person household:!!3 vehicles available","Estimate!!Total:!!1-person household:!!4 or more vehicles available","Margin of Error!!Total:!!1-person household:!!4 or more vehicles available","Estimate!!Total:!!2-person household:","Margin of Error!!Total:!!2-person household:","Estimate!!Total:!!2-person household:!!No vehicle available","Margin of Error!!Total:!!2-person household:!!No vehicle available","Estimate!!Total:!!2-person household:!!1 vehicle available","Margin of Error!!Total:!!2-person household:!!1 vehicle available","Estimate!!Total:!!2-person household:!!2 vehicles available","Margin of Error!!Total:!!2-person household:!!2 vehicles available","Estimate!!Total:!!2-person household:!!3 vehicles available","Margin of Error!!Total:!!2-person household:!!3 vehicles available","Estimate!!Total:!!2-person household:!!4 or more vehicles available","Margin of Error!!Total:!!2-person household:!!4 or more vehicles available","Estimate!!Total:!!3-person household:","Margin of Error!!Total:!!3-person household:","Estimate!!Total:!!3-person household:!!No vehicle available","Margin of Error!!Total:!!3-person household:!!No vehicle available","Estimate!!Total:!!3-person household:!!1 vehicle available","Margin of Error!!Total:!!3-person household:!!1 vehicle available","Estimate!!Total:!!3-person household:!!2 vehicles available","Margin of Error!!Total:!!3-person household:!!2 vehicles available","Estimate!!Total:!!3-person household:!!3 vehicles available","Margin of Error!!Total:!!3-person household:!!3 vehicles available","Estimate!!Total:!!3-person household:!!4 or more vehicles available","Margin of Error!!Total:!!3-person household:!!4 or more vehicles available","Estimate!!Total:!!4-or-more-person household:","Margin of Error!!Total:!!4-or-more-person household:","Estimate!!Total:!!4-or-more-person household:!!No vehicle available","Margin of Error!!Total:!!4-or-more-person household:!!No vehicle available","Estimate!!Total:!!4-or-more-person household:!!1 vehicle available","Margin of Error!!Total:!!4-or-more-person household:!!1 vehicle available","Estimate!!Total:!!4-or-more-person household:!!2 vehicles available","Margin of Error!!Total:!!4-or-more-person household:!!2 vehicles available","Estimate!!Total:!!4-or-more-person household:!!3 vehicles available","Margin of Error!!Total:!!4-or-more-person household:!!3 vehicles available","Estimate!!Total:!!4-or-more-person household:!!4 or more vehicles available","Margin of Error!!Total:!!4-or-more-person household:!!4 or more vehicles available",
"1400000US13121011652","Census Tract 116.52, Fulton County, Georgia","1069","122","22","43","343","114","547","133","127","53","30","40","341","116","0","14","231","106","110","80","0","14","0","14","263","98","0","14","30","40","205","96","28","30","0","14","164","98","0","14","56","63","66","62","37","46","5","10","301","58","22","43","26","28","166","67","62","40","25","39",
"1400000US13121011653","Census Tract 116.53, Fulton County, Georgia","1289","203","0","14","85","65","753","139","380","186","71","56","35","40","0","14","35","40","0","14","0","14","0","14","507","135","0","14","24","32","401","115","37","39","45","49","423","207","0","14","26","39","120","87","277","187","0","14","324","103","0","14","0","14","232","111","66","55","26","30",
"1400000US13121011654","Census Tract 116.54, Fulton County, Georgia","983","126","39","48","307","102","411","130","155","60","71","55","235","115","9","14","158","70","68","87","0","14","0","14","359","102","30","46","115","81","162","60","52","35","0","14","212","88","0","14","21","25","119","75","62","42","10","17","177","61","0","14","13","22","62","44","41","38","61","54",
"1400000US13121011655","Census Tract 116.55, Fulton County, Georgia","880","92","32","24","102","56","513","93","123","53","110","44","128","52","19","20","69","41","40","33","0","14","0","14","283","91","0","14","12","17","226","82","28","21","17","23","246","67","0","14","21","31","123","57","45","32","57","34","223","58","13","20","0","14","124","46","50","35","36","29",
"1400000US13121011656","Census Tract 116.56, Fulton County, Georgia","1311","131","0","14","168","101","728","147","390","162","25","29","177","87","0","14","100","87","77","67","0","14","0","14","441","86","0","14","52","51","350","77","39","37","0","14","176","77","0","14","16","27","79","60","81","47","0","14","517","150","0","14","0","14","222","89","270","161","25","29",
"1400000US13121011657","Census Tract 116.57, Fulton County, Georgia","1003","158","0","14","67","54","692","153","121","81","123","61","47","47","0","14","47","47","0","14","0","14","0","14","269","63","0","14","0","14","269","63","0","14","0","14","313","165","0","14","20","32","195","153","78","77","20","26","374","94","0","14","0","14","228","63","43","34","103","63",
"1400000US13121011658","Census Tract 116.58, Fulton County, Georgia","1255","181","50","78","287","141","690","174","141","113","87","74","184","90","50","78","117","71","17","29","0","14","0","14","327","154","0","14","86","91","195","99","46","62","0","14","197","97","0","14","0","14","154","112","0","14","43","54","547","151","0","14","84","107","324","123","95","91","44","52",
"1400000US13121011659","Census Tract 116.59, Fulton County, Georgia","984","105","0","14","262","94","574","154","106","70","42","50","178","96","0","14","143","97","35","38","0","14","0","14","225","87","0","14","20","33","125","84","68","57","12","19","162","85","0","14","0","14","152","81","10","18","0","14","419","117","0","14","99","72","262","113","28","45","30","46",
"1400000US13121011660","Census Tract 116.60, Fulton County, Georgia","1747","267","177","97","498","159","746","222","163","113","163","135","479","133","177","97","293","118","9","15","0","14","0","14","488","170","0","14","146","77","195","103","64","74","83","120","163","90","0","14","42","72","121","76","0","14","0","14","617","189","0","14","17","24","421","204","99","88","80","66",
"1400000US13121011661","Census Tract 116.61, Fulton County, Georgia","638","119","0","14","41","42","264","81","160","77","173","120","27","30","0","14","12","19","15","25","0","14","0","14","152","68","0","14","0","14","106","58","46","45","0","14","201","88","0","14","29","35","83","64","89","63","0","14","258","114","0","14","0","14","60","48","25","33","173","120",
"1400000US13121011801","Census Tract 118.01, Fulton County, Georgia","288","83","44","43","157","69","87","41","0","14","0","14","162","70","18","29","137","62","7","11","0","14","0","14","118","52","26","31","20","31","72","38","0","14","0","14","8","12","0","14","0","14","8","12","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13121011802","Census Tract 118.02, Fulton County, Georgia","639","115","154","59","349","105","87","47","49","38","0","14","296","80","89","54","190","71","17","28","0","14","0","14","178","94","38","25","103","80","37","25","0","14","0","14","113","66","10","17","26","31","28","45","49","38","0","14","52","37","17","18","30","30","5","6","0","14","0","14",
"1400000US13121011901","Census Tract 119.01, Fulton County, Georgia","1074","231","346","122","599","242","117","69","0","14","12","17","777","233","298","106","454","223","13","20","0","14","12","17","257","91","48","47","116","68","93","63","0","14","0","14","19","20","0","14","8","12","11","16","0","14","0","14","21","33","0","14","21","33","0","14","0","14","0","14",
"1400000US13121011902","Census Tract 119.02, Fulton County, Georgia","780","228","292","205","374","94","66","36","0","14","48","79","400","104","127","83","273","89","0","14","0","14","0","14","328","216","155","187","59","47","66","36","0","14","48","79","10","16","10","16","0","14","0","14","0","14","0","14","42","6","0","14","42","6","0","14","0","14","0","14",
"1400000US13121012000","Census Tract 120, Fulton County, Georgia","1655","640","492","174","881","622","205","99","77","50","0","14","1085","647","316","148","723","622","31","30","15","23","0","14","261","100","135","78","40","43","74","50","12","20","0","14","149","80","26","31","24","40","61","77","38","39","0","14","160","75","15","23","94","49","39","36","12","22","0","14",
"1400000US13121012300","Census Tract 123, Fulton County, Georgia","1259","401","221","95","395","147","509","399","59","37","75","64","431","123","118","70","259","112","54","53","0","14","0","14","499","413","11","18","78","64","348","405","38","32","24","35","150","79","55","60","18","20","56","51","21","23","0","14","179","85","37","42","40","65","51","28","0","14","51","50",
"1400000US13121980000","Census Tract 9800, Fulton County, Georgia","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
